aX1,aY1,aZ1,gX1,gY1,gZ1,aX2,aY2,aZ2,gX2,gY2,gZ2
0.913,0.367,-0.273,-3.357,4.456,-1.099,0.924,-0.056,-0.491,-0.427,-2.075,-0.916
0.912,0.356,-0.256,-3.235,2.991,-1.099,0.928,-0.075,-0.459,-0.854,-2.625,-1.465
0.92,0.349,-0.237,-4.822,2.136,-1.282,0.927,-0.081,-0.446,1.038,-1.953,-1.587
0.908,0.328,-0.248,-5.981,2.991,-1.77,0.911,-0.081,-0.457,3.235,-0.488,-1.282
0.909,0.314,-0.255,-5.554,4.15,-1.77,0.903,-0.096,-0.478,3.845,0.244,-1.404
0.906,0.313,-0.274,-3.906,3.784,-0.854,0.905,-0.114,-0.493,2.319,-0.671,-2.075
0.909,0.323,-0.292,-0.61,3.113,0.305,0.909,-0.135,-0.494,0.366,-1.77,-1.953
0.921,0.347,-0.299,1.526,1.831,1.282,0.916,-0.142,-0.485,-0.671,-2.258,-0.793
0.931,0.353,-0.295,2.808,0.183,1.16,0.922,-0.127,-0.464,-1.16,-2.563,0.061
0.93,0.343,-0.283,1.404,-0.977,0.549,0.927,-0.107,-0.433,0.0,-2.991,0.793
0.921,0.339,-0.256,-2.808,-1.282,0.244,0.92,-0.088,-0.415,1.648,-2.502,1.343
0.908,0.328,-0.236,-5.249,-1.282,0.183,0.912,-0.07,-0.413,2.075,-1.099,1.343
0.896,0.325,-0.227,-5.188,-1.16,0.61,0.914,-0.07,-0.426,1.465,0.427,0.671
0.896,0.338,-0.234,-4.761,-1.038,1.648,0.909,-0.083,-0.446,0.427,1.709,0.0
0.896,0.354,-0.243,-4.639,-0.427,2.808,0.909,-0.097,-0.465,-1.282,2.319,-0.732
0.899,0.356,-0.236,-2.747,-0.183,3.662,0.913,-0.111,-0.482,-1.953,2.197,-0.671
0.91,0.359,-0.221,0.183,-1.587,4.7,0.909,-0.109,-0.481,-1.404,1.77,-0.305
0.928,0.373,-0.208,2.502,-2.502,5.371,0.907,-0.108,-0.475,-0.183,0.732,0.061
0.937,0.387,-0.202,3.235,-2.502,4.639,0.9,-0.096,-0.46,0.732,-0.732,0.244
0.926,0.392,-0.214,1.526,-1.282,2.808,0.893,-0.096,-0.443,2.014,-1.648,0.61
0.917,0.394,-0.231,-1.099,0.244,1.221,0.898,-0.118,-0.431,2.625,-0.61,0.244
0.91,0.388,-0.251,-2.38,1.221,0.183,0.899,-0.132,-0.445,3.113,1.221,1.404
0.905,0.387,-0.262,-1.831,1.282,-0.671,0.9,-0.124,-0.475,2.808,3.113,3.052
0.903,0.385,-0.264,-0.916,0.183,-1.099,0.91,-0.106,-0.5,3.296,3.784,3.784
0.89,0.37,-0.252,-1.953,-0.671,-1.892,0.913,-0.086,-0.495,3.54,2.686,3.601
0.885,0.355,-0.226,-5.737,-0.671,-2.136,0.908,-0.062,-0.463,2.991,0.854,3.174
0.891,0.334,-0.203,-8.789,0.305,-2.075,0.904,-0.051,-0.437,2.319,-0.305,1.831
0.896,0.321,-0.212,-7.69,1.343,-1.831,0.9,-0.06,-0.434,2.319,0.183,0.61
0.887,0.311,-0.236,-4.517,1.892,-1.404,0.904,-0.073,-0.448,2.075,1.465,0.427
0.889,0.316,-0.247,-2.136,1.587,-0.244,0.907,-0.09,-0.483,1.221,2.991,0.671
0.895,0.321,-0.248,0.549,0.61,0.61,0.91,-0.097,-0.514,0.61,3.235,0.977
0.894,0.334,-0.249,2.38,0.0,0.977,0.919,-0.088,-0.518,1.465,2.258,1.038
0.896,0.335,-0.246,1.038,0.0,0.732,0.907,-0.076,-0.491,2.441,1.282,0.488
0.901,0.33,-0.235,-1.892,0.488,1.099,0.906,-0.063,-0.447,2.93,-0.488,0.0
0.91,0.333,-0.236,-2.563,1.16,1.343,0.907,-0.062,-0.427,1.709,-0.977,-0.793
0.921,0.344,-0.251,-0.305,1.587,1.526,0.907,-0.077,-0.441,0.366,0.244,-1.282
0.934,0.376,-0.276,2.136,1.587,1.465,0.908,-0.091,-0.468,0.244,1.282,-1.526
0.943,0.409,-0.29,1.526,1.77,1.221,0.916,-0.107,-0.487,0.793,1.709,-1.465
0.935,0.411,-0.287,-0.061,1.282,-0.366,0.923,-0.114,-0.489,0.977,1.526,-1.221
0.934,0.373,-0.249,-2.014,-0.366,-1.526,0.924,-0.114,-0.479,1.526,1.221,-0.549
0.912,0.331,-0.239,-3.235,-0.854,-1.892,0.933,-0.112,-0.46,1.648,1.038,-0.183
0.898,0.305,-0.23,-2.441,-0.854,-1.038,0.92,-0.108,-0.452,2.197,0.549,0.671
0.896,0.311,-0.232,-0.488,-1.648,0.854,0.911,-0.109,-0.437,2.869,0.488,1.282
0.893,0.323,-0.239,1.77,-1.953,2.014,0.905,-0.114,-0.438,3.113,0.854,1.343
0.902,0.335,-0.243,1.526,-1.404,2.747,0.895,-0.126,-0.455,1.953,1.831,1.587
0.915,0.342,-0.243,0.488,-0.854,3.052,0.894,-0.129,-0.474,1.099,2.38,1.892
0.916,0.349,-0.239,0.488,-0.671,3.113,0.905,-0.122,-0.487,0.427,1.892,2.441
0.909,0.359,-0.234,-0.244,-1.038,2.563,0.909,-0.099,-0.484,0.671,1.77,2.747
0.903,0.349,-0.222,-2.441,-1.16,1.77,0.908,-0.084,-0.472,1.709,1.465,2.991
0.874,-0.547,-1.342,10.132,75.562,69.946,0.83,1.204,-0.743,28.442,32.104,-13.062
0.8,-0.66,-1.381,-14.404,64.697,74.036,0.744,1.35,-0.931,75.928,36.926,-9.46
0.725,-0.78,-1.355,-21.606,44.067,86.67,0.663,1.452,-0.988,125.916,33.63,-13.855
0.65,-0.804,-1.257,-15.259,18.677,104.614,0.641,1.508,-0.992,168.335,25.635,-27.832
0.693,-0.658,-1.112,-0.732,-1.038,123.84,0.713,1.56,-0.884,193.665,14.832,-41.138
0.699,-0.46,-1.124,21.79,-11.169,136.78,0.753,1.573,-0.807,201.111,11.292,-47.546
0.648,-0.251,-1.255,32.288,-11.963,143.311,0.691,1.602,-0.801,191.345,15.076,-52.979
0.646,-0.021,-1.436,20.142,-9.705,147.034,0.595,1.622,-0.857,179.382,18.311,-64.331
0.628,0.169,-1.632,0.793,-10.62,145.569,0.488,1.566,-0.901,176.208,20.63,-79.895
0.607,0.247,-1.796,-17.761,-20.081,140.808,0.352,1.47,-0.896,179.26,20.691,-96.436
0.575,0.268,-1.903,-36.56,-35.522,136.658,0.231,1.347,-0.882,189.026,18.86,-112.549
0.551,0.282,-1.965,-56.274,-48.767,135.254,0.111,1.241,-0.845,205.078,18.921,-127.319
0.565,0.252,-2.018,-77.576,-59.204,135.62,0.053,1.13,-0.793,225.22,23.193,-142.761
0.538,0.193,-2.056,-95.703,-68.237,135.254,0.102,0.991,-0.748,239.441,31.921,-156.006
0.465,0.242,-2.08,-102.173,-78.125,137.573,0.123,0.893,-0.762,240.906,43.457,-160.645
0.375,0.4,-2.052,-92.773,-98.145,146.24,0.084,0.796,-0.877,242.31,58.472,-159.546
0.306,0.65,-1.88,-76.843,-130.981,157.288,0.023,0.655,-0.943,245.667,75.989,-158.875
0.28,0.945,-1.632,-67.444,-164.246,164.795,-0.078,0.386,-1.024,247.131,87.463,-162.598
0.327,1.272,-1.324,-71.472,-184.448,161.987,-0.14,-0.033,-1.118,231.445,85.815,-178.65
0.37,1.466,-1.013,-84.778,-188.416,145.081,-0.042,-0.61,-1.139,195.19,64.697,-198.364
0.401,1.602,-0.785,-106.262,-174.866,119.324,0.111,-1.234,-1.08,160.95,36.438,-206.116
0.363,1.666,-0.701,-127.869,-155.212,91.98,0.37,-1.7,-0.983,152.283,23.315,-193.726
0.379,1.728,-0.6,-142.761,-145.203,75.623,0.591,-1.884,-0.856,174.744,32.471,-157.593
0.4,1.667,-0.526,-142.883,-148.499,68.298,0.561,-1.864,-0.763,217.712,59.937,-110.046
0.463,1.769,-0.319,-127.258,-155.09,65.186,0.611,-1.786,-0.682,251.953,88.135,-75.806
0.645,1.713,-0.259,-107.361,-162.109,58.533,0.593,-1.643,-0.612,244.507,92.102,-58.838
0.708,1.535,-0.172,-92.468,-160.461,36.072,0.61,-1.49,-0.489,187.378,81.421,-69.336
0.764,1.403,-0.023,-114.441,-145.691,16.418,0.713,-1.817,-0.528,100.525,61.707,-84.961
0.441,1.393,-0.003,-137.39,-131.958,5.432,0.816,-1.983,-0.657,24.78,31.616,-86.304
-0.594,1.703,-0.097,-131.287,-143.616,2.136,1.009,-2.035,-0.464,-2.258,19.531,-68.665
-1.152,1.127,1.287,-131.653,-214.172,-11.047,1.9,-1.698,-0.919,32.654,41.382,-32.288
-0.852,0.871,3.31,-200.378,-255.31,-16.846,2.281,-0.855,-2.067,69.031,120.789,7.996
0.065,1.075,3.534,-240.417,-159.912,41.382,1.638,-0.139,-3.557,67.505,195.923,42.297
0.524,1.204,2.399,-136.292,-26.062,60.974,0.853,0.031,-3.477,40.527,120.789,37.659
0.636,0.956,1.143,31.433,25.513,34.485,0.927,-0.186,-1.859,36.072,-79.102,-23.437
0.924,0.888,0.159,108.765,28.687,28.442,0.878,-0.516,-0.287,43.457,-188.538,-73.792
1.396,1.062,-0.323,84.29,33.142,36.011,0.87,-0.993,0.935,39.734,-187.561,-89.722
1.514,1.044,-0.681,28.809,36.377,21.912,0.98,-1.327,1.562,27.283,-138.977,-77.087
1.306,0.865,-0.825,-23.437,28.442,-11.902,0.984,-1.404,1.594,0.061,-70.313,-37.598
1.024,0.654,-0.506,-71.777,5.554,-32.043,1.018,-1.153,0.952,-21.057,5.981,9.216
0.912,0.577,-0.078,-107.605,-13.062,-30.945,1.017,-0.763,0.289,-18.555,63.904,49.438
0.886,0.492,0.308,-108.765,-23.071,-26.733,0.968,-0.202,-0.425,-2.869,95.642,81.848
0.924,0.416,0.466,-80.994,-17.273,-22.156,0.88,0.49,-1.08,9.338,103.149,93.323
1.003,0.328,0.336,-39.673,-1.16,-17.395,0.836,0.836,-1.319,12.146,80.017,77.332
1.081,0.272,0.01,0.183,13.55,-14.526,0.827,0.905,-1.165,-4.333,31.311,45.044
1.139,0.287,-0.337,23.987,20.996,-11.963,0.853,0.691,-0.856,-30.151,-13.794,11.841
1.093,0.253,-0.65,26.978,20.508,-11.23,0.865,0.395,-0.599,-40.039,-32.471,-8.85
1.0,0.282,-0.797,10.864,13.0,-12.573,0.869,0.183,-0.434,-29.114,-32.41,-15.808
0.873,0.277,-0.75,-9.521,0.0,-12.512,0.881,0.057,-0.355,-11.108,-23.743,-14.832
0.805,0.27,-0.475,-26.794,-17.883,-9.46,0.851,0.015,-0.321,-1.099,-13.184,-11.658
0.771,0.294,-0.204,-33.936,-29.236,-3.723,0.871,-0.013,-0.291,0.854,-8.85,-11.414
0.774,0.337,-0.006,-27.405,-32.41,0.916,0.919,-0.052,-0.308,-3.784,-7.568,-13.428
0.794,0.362,0.122,-17.09,-31.311,4.333,0.963,-0.093,-0.37,-11.963,-4.7,-15.564
0.816,0.383,0.151,-9.766,-24.353,6.348,0.991,-0.119,-0.456,-15.991,-2.747,-17.029
0.851,0.413,0.086,-4.883,-15.503,7.507,0.996,-0.152,-0.483,-16.541,-3.113,-18.555
0.873,0.419,0.008,-3.357,-9.338,6.775,0.992,-0.193,-0.449,-15.381,-7.324,-20.142
0.866,0.45,-0.041,-6.104,-5.371,5.554,0.975,-0.226,-0.354,-16.541,-10.986,-19.958
0.847,0.478,-0.038,-9.888,-3.479,4.578,0.97,-0.286,-0.29,-20.447,-9.888,-18.127
0.833,0.491,0.002,-11.414,-2.869,3.845,0.957,-0.319,-0.299,-21.729,-6.531,-13.489
0.821,0.488,0.052,-8.972,-1.953,3.479,0.962,-0.294,-0.307,-16.479,-2.991,-7.202
0.862,0.523,0.062,-2.625,0.977,2.747,0.967,-0.247,-0.323,-9.521,1.16,-2.747
0.881,0.511,-0.029,5.676,5.554,-0.122,0.957,-0.191,-0.313,-3.845,2.991,-0.183
0.904,0.484,-0.13,7.324,10.071,-3.174,0.966,-0.177,-0.298,-2.258,1.892,0.793
0.92,0.442,-0.213,1.16,13.0,-5.249,0.953,-0.176,-0.313,-5.371,2.808,2.319
0.936,0.418,-0.257,-3.174,13.855,-6.165,0.917,-0.178,-0.366,-4.883,6.287,5.005
0.909,0.385,-0.307,-5.005,11.902,-6.775,0.901,-0.152,-0.422,-0.977,8.728,8.24
0.903,0.383,-0.299,-8.85,8.484,-6.104,0.884,-0.103,-0.464,1.526,9.949,10.254
0.885,0.358,-0.244,-14.465,5.066,-5.493,0.896,-0.06,-0.473,1.282,9.705,10.498
0.877,0.319,-0.176,-18.188,3.479,-5.249,0.897,-0.027,-0.447,-1.892,7.324,9.705
0.856,0.292,-0.164,-15.869,4.517,-3.845,0.919,-0.024,-0.382,-4.211,4.272,8.423
0.873,0.297,-0.19,-7.629,5.31,-1.282,0.938,-0.037,-0.348,-3.662,3.967,7.568
0.903,0.32,-0.242,0.488,4.395,1.953,0.939,-0.027,-0.362,-1.099,7.935,8.789
0.913,0.372,-0.287,3.662,2.93,4.333,0.934,-0.007,-0.417,0.61,11.902,9.338
0.94,0.412,-0.258,0.732,0.366,5.737,0.92,-0.019,-0.486,0.488,13.306,7.69
0.951,0.425,-0.21,-3.967,-1.709,5.371,0.912,-0.03,-0.544,-1.587,12.207,5.737
0.951,0.434,-0.164,-6.104,-1.282,3.54,0.911,-0.037,-0.519,-2.93,7.629,3.906
0.936,0.426,-0.136,-6.042,-0.061,0.854,0.936,-0.042,-0.469,-2.502,2.625,1.526
0.91,0.421,-0.133,-4.7,1.587,-0.977,0.951,-0.057,-0.443,-2.808,0.916,0.671
0.891,0.439,-0.134,-1.77,2.93,-1.282,0.955,-0.082,-0.438,-3.479,0.732,1.038
0.883,0.458,-0.155,1.526,2.38,-0.977,0.958,-0.086,-0.448,-2.38,0.793,2.502
0.907,0.469,-0.154,2.808,0.671,-0.427,0.946,-0.08,-0.452,1.038,1.16,3.54
0.934,0.483,-0.135,1.892,-0.977,-0.183,0.942,-0.068,-0.416,5.432,0.854,2.991
0.937,0.482,-0.119,0.244,-1.282,-1.526,0.94,-0.077,-0.363,5.249,-0.732,0.305
0.916,0.441,-0.105,-2.319,0.488,-4.15,0.94,-0.094,-0.325,-0.061,-1.77,-1.587
0.895,0.393,-0.097,-4.883,3.052,-6.042,0.953,-0.123,-0.339,-5.371,-1.831,-2.686
0.878,0.353,-0.109,-5.188,5.066,-6.592,0.971,-0.143,-0.386,-6.165,-0.122,-2.38
0.864,0.328,-0.128,-3.662,7.08,-5.981,0.967,-0.141,-0.433,-2.136,2.075,-0.488
0.865,0.328,-0.153,-1.892,8.118,-3.845,0.948,-0.128,-0.45,2.502,2.625,1.16
0.873,0.335,-0.187,1.404,8.362,-1.709,0.932,-0.132,-0.419,4.089,1.404,1.465
0.902,0.345,-0.21,3.967,7.568,0.427,0.931,-0.141,-0.365,1.831,-0.244,2.258
0.919,0.355,-0.247,4.883,6.409,1.526,0.938,-0.142,-0.351,-2.869,0.0,2.563
0.911,0.364,-0.281,5.066,5.066,1.892,0.951,-0.137,-0.385,-6.409,2.441,3.479
0.924,0.372,-0.261,3.357,2.625,2.258,0.958,-0.114,-0.447,-6.165,5.31,4.883
0.92,0.375,-0.24,0.793,0.916,2.197,0.958,-0.078,-0.505,-2.808,6.958,6.348
0.905,0.378,-0.237,-0.854,1.038,2.136,0.941,-0.04,-0.512,0.061,5.493,6.165
0.891,0.395,-0.234,-1.404,0.61,2.686,0.939,-0.024,-0.476,2.136,0.793,5.127
0.901,0.438,-0.243,-0.305,-0.793,3.296,0.928,-0.009,-0.41,0.183,-3.052,3.784
0.908,0.443,-0.232,1.038,-2.258,2.747,0.911,-0.012,-0.387,-1.038,-2.93,2.441
0.932,0.437,-0.207,-1.282,-3.418,1.648,0.907,-0.013,-0.39,-2.197,-1.099,0.732
0.942,0.423,-0.185,-3.54,-3.357,0.854,0.901,-0.011,-0.415,-3.845,0.244,-0.671
0.932,0.401,-0.177,-4.7,-2.869,0.0,0.897,-0.003,-0.434,-4.822,0.244,-2.197
0.921,0.398,-0.163,-5.066,-3.113,-0.366,0.915,-0.017,-0.435,-3.052,-0.549,-3.784
0.899,0.395,-0.139,-4.822,-2.93,-0.793,0.92,-0.035,-0.421,-2.747,-1.648,-4.517
0.88,0.403,-0.125,-3.906,-2.075,-1.221,0.914,-0.05,-0.401,-1.892,-2.014,-4.272
0.86,0.396,-0.131,-2.441,-0.793,-1.465,0.915,-0.08,-0.384,-0.305,-1.282,-4.395
0.859,0.392,-0.146,-0.916,0.854,-1.282,0.92,-0.1,-0.387,-0.122,-0.061,-4.272
0.872,0.396,-0.178,-0.122,2.38,-0.366,0.926,-0.115,-0.409,-0.854,0.732,-3.906
0.88,0.383,-0.22,1.282,3.113,0.0,0.934,-0.123,-0.433,-0.916,1.221,-3.113
0.885,0.361,-0.233,2.93,1.587,0.671,0.943,-0.125,-0.441,-0.793,0.916,-2.686
0.903,0.378,-0.215,2.014,-0.61,2.197,0.95,-0.119,-0.428,-0.305,-0.122,-2.808
0.904,0.387,-0.195,0.0,-1.709,2.991,0.957,-0.12,-0.396,-0.671,-1.221,-2.747
0.9,0.385,-0.179,-1.831,-1.526,2.502,0.948,-0.124,-0.375,-2.747,-1.404,-2.075
0.893,0.391,-0.167,-2.869,-0.977,1.953,0.939,-0.125,-0.366,-4.639,-0.244,-0.854
0.906,0.399,-0.153,-1.892,0.0,1.465,0.935,-0.122,-0.391,-2.197,2.075,1.526
0.903,0.405,-0.168,0.977,1.404,0.122,0.928,-0.103,-0.426,1.648,5.249,3.54
0.903,0.405,-0.188,2.258,2.869,-0.488,0.922,-0.073,-0.459,4.15,6.653,4.395
0.914,0.409,-0.199,0.305,3.357,-0.549,0.928,-0.057,-0.479,4.578,5.371,3.784
0.913,0.404,-0.236,-0.793,2.869,-0.977,0.93,-0.039,-0.469,4.028,2.625,2.38
0.905,0.4,-0.257,-1.038,1.465,-1.099,0.931,-0.036,-0.431,2.991,0.122,0.305
0.875,-0.368,-1.314,29.114,31.311,91.98,0.773,1.465,-0.449,43.396,21.729,23.01
0.808,-0.385,-1.361,-12.268,31.86,90.088,0.772,1.517,-0.581,45.654,19.47,8.606
0.723,-0.34,-1.351,-41.321,25.391,94.055,0.793,1.525,-0.687,62.195,15.137,-1.648
0.713,-0.23,-1.246,-51.88,11.108,101.929,0.809,1.561,-0.705,87.402,12.756,-5.92
0.743,-0.068,-1.145,-46.997,-1.892,108.521,0.764,1.596,-0.652,114.685,15.015,-9.888
0.693,0.05,-1.106,-32.837,-8.179,110.84,0.698,1.63,-0.583,136.169,17.761,-16.602
0.69,0.193,-1.134,-21.912,-10.681,112.732,0.587,1.619,-0.506,144.592,18.799,-29.602
0.679,0.33,-1.188,-19.897,-14.099,113.403,0.557,1.505,-0.43,138.855,16.479,-52.063
0.673,0.449,-1.246,-26.672,-18.005,112.732,0.543,1.301,-0.379,119.69,11.536,-80.017
0.709,0.54,-1.291,-38.696,-24.17,111.267,0.555,1.023,-0.38,92.834,6.042,-104.98
0.703,0.628,-1.331,-53.406,-29.297,105.286,0.549,0.728,-0.427,71.045,3.174,-122.925
0.71,0.613,-1.371,-70.74,-31.982,98.999,0.554,0.486,-0.482,65.918,3.54,-130.92
0.658,0.551,-1.423,-87.341,-33.813,90.698,0.543,0.319,-0.513,82.275,8.118,-130.371
0.579,0.455,-1.446,-100.22,-39.49,85.327,0.522,0.215,-0.534,117.31,18.433,-123.84
0.525,0.423,-1.388,-104.98,-51.575,88.318,0.462,0.194,-0.521,157.837,33.508,-113.953
0.495,0.474,-1.261,-99.792,-69.641,97.778,0.41,0.203,-0.49,191.65,48.401,-106.384
0.53,0.614,-1.08,-82.947,-91.553,109.436,0.382,0.173,-0.448,206.604,58.777,-107.849
0.571,0.768,-0.93,-59.875,-111.816,115.967,0.435,0.111,-0.411,197.998,62.439,-115.601
0.645,0.944,-0.777,-42.908,-123.901,114.685,0.419,0.058,-0.486,169.8,61.768,-120.117
0.718,1.025,-0.669,-41.626,-124.939,104.614,0.398,0.039,-0.583,144.897,61.279,-121.643
0.71,1.089,-0.572,-57.434,-114.319,88.013,0.363,-0.019,-0.673,142.761,65.186,-121.155
0.73,1.084,-0.469,-81.787,-98.206,75.256,0.304,-0.145,-0.717,157.959,72.144,-117.92
0.776,1.126,-0.486,-92.773,-85.022,68.115,0.217,-0.249,-0.637,175.842,78.979,-114.258
0.882,1.155,-0.583,-78.918,-80.139,63.293,0.202,-0.386,-0.51,189.575,82.458,-111.45
0.937,1.061,-0.818,-59.326,-82.031,56.091,0.275,-0.552,-0.395,186.157,84.412,-114.685
0.803,1.01,-1.102,-54.504,-88.074,51.941,0.442,-0.739,-0.334,164.734,84.534,-117.737
-0.301,2.391,-1.706,-56.58,-121.521,45.715,0.512,-0.859,-0.402,135.559,87.524,-111.694
-1.275,1.107,1.499,-87.952,-249.451,-12.512,0.512,-0.913,-0.498,106.201,97.473,-98.206
0.052,1.105,3.536,-291.565,-305.908,-15.442,0.473,-0.999,-0.627,81.543,107.361,-86.609
0.585,0.963,2.936,-372.437,-95.337,46.875,0.51,-1.008,-0.619,63.843,102.661,-80.383
0.771,0.836,1.774,-209.473,70.007,19.958,0.633,-1.168,-0.725,58.594,88.318,-73.425
0.681,0.611,0.31,4.333,75.5,-6.042,1.041,-1.196,-0.619,67.505,81.787,-65.857
0.929,0.619,-0.515,120.361,44.922,18.311,2.355,-0.881,-1.323,86.853,96.436,-43.579
1.254,0.88,-0.839,104.98,23.193,37.964,2.079,-0.288,-3.654,81.726,179.687,-29.358
1.274,0.979,-0.88,34.119,0.366,25.879,1.225,-0.645,-4.0,17.029,211.67,-26.367
1.097,0.903,-0.556,-44.922,-23.987,0.793,1.285,-1.005,-2.806,-33.936,-4.272,-48.157
0.985,0.709,-0.101,-109.375,-37.048,-14.16,1.148,-0.916,-1.333,-37.17,-175.171,-68.42
0.928,0.568,0.319,-137.817,-39.856,-23.376,0.953,-1.056,0.216,10.376,-176.331,-71.411
0.915,0.412,0.641,-131.104,-31.799,-24.841,0.862,-1.11,0.941,77.209,-133.728,-62.744
0.942,0.318,0.734,-96.313,-13.977,-22.949,0.85,-1.094,1.429,89.355,-90.637,-36.499
1.04,0.22,0.575,-46.875,5.005,-19.897,0.873,-0.992,1.358,61.096,-39.307,-8.118
1.128,0.173,0.185,-4.761,26.001,-15.503,0.985,-0.813,0.761,29.541,17.7,13.489
1.137,0.121,-0.304,20.081,41.443,-12.573,0.984,-0.61,0.189,11.963,65.796,36.987
1.103,0.144,-0.726,27.222,43.64,-9.155,0.948,-0.214,-0.481,13.55,91.431,60.181
1.012,0.227,-0.991,21.179,36.438,-6.897,0.913,0.252,-1.056,22.278,96.069,71.411
0.912,0.317,-0.999,5.554,17.944,-5.554,0.852,0.605,-1.332,24.597,73.181,62.439
0.857,0.365,-0.703,-16.479,-7.263,-3.601,0.791,0.708,-1.194,17.7,28.015,38.086
0.853,0.373,-0.399,-35.095,-23.01,-2.014,0.772,0.633,-0.818,1.099,-16.296,11.536
0.865,0.343,-0.145,-40.588,-26.001,-0.977,0.794,0.465,-0.509,-10.681,-36.987,-8.362
0.888,0.306,-0.026,-32.837,-23.987,-0.122,0.837,0.289,-0.284,-13.367,-37.354,-18.616
0.887,0.301,-0.019,-18.005,-18.494,1.038,0.865,0.137,-0.185,-15.198,-23.804,-20.63
0.908,0.3,-0.054,-7.08,-11.78,1.831,0.873,0.038,-0.251,-19.836,-8.423,-18.494
0.924,0.306,-0.135,-3.662,-5.432,1.404,0.921,-0.021,-0.349,-20.264,-0.244,-17.578
0.931,0.284,-0.206,-3.052,-0.671,0.488,0.976,-0.078,-0.425,-17.151,3.723,-17.273
0.922,0.267,-0.268,-5.127,0.671,-0.305,1.003,-0.13,-0.501,-15.259,5.432,-17.212
0.882,0.223,-0.29,-6.531,-0.977,-0.916,1.001,-0.209,-0.575,-17.517,3.967,-16.907
0.846,0.228,-0.245,-7.324,-4.028,0.916,0.984,-0.271,-0.613,-21.057,-0.61,-14.893
0.85,0.265,-0.138,-6.226,-7.69,3.052,0.978,-0.267,-0.6,-19.714,-5.554,-11.841
0.881,0.3,-0.067,-0.183,-7.507,3.601,0.978,-0.245,-0.528,-12.756,-8.606,-9.399
0.924,0.335,-0.086,6.958,-2.136,3.296,0.959,-0.189,-0.422,-6.653,-10.01,-6.653
0.991,0.38,-0.171,9.583,4.395,2.197,0.939,-0.146,-0.356,-5.554,-10.132,-5.127
1.013,0.394,-0.282,6.897,10.559,-0.793,0.935,-0.116,-0.333,-7.385,-8.118,-4.578
0.979,0.363,-0.397,2.258,14.832,-4.761,0.924,-0.106,-0.346,-6.836,-4.395,-3.418
0.922,0.32,-0.459,-2.747,13.733,-7.874,0.92,-0.073,-0.344,-3.418,-1.648,-2.319
0.881,0.281,-0.439,-6.836,7.69,-8.24,0.924,-0.045,-0.335,1.343,-0.122,-2.686
0.868,0.242,-0.349,-8.423,0.977,-6.531,0.919,-0.028,-0.352,1.953,1.77,-3.052
0.865,0.233,-0.27,-6.836,-1.953,-3.601,0.902,-0.034,-0.401,-4.15,3.113,-3.967
0.853,0.244,-0.236,-4.15,-1.77,-1.648,0.895,-0.051,-0.464,-12.573,3.052,-4.822
0.847,0.248,-0.239,-1.221,-0.305,0.061,0.891,-0.098,-0.539,-17.09,3.357,-4.883
0.854,0.247,-0.254,0.854,1.282,1.038,0.896,-0.107,-0.581,-16.907,3.479,-3.54
0.874,0.228,-0.245,-0.793,3.296,2.136,0.882,-0.099,-0.583,-12.085,1.709,-1.648
0.88,0.212,-0.239,-3.784,5.127,2.747,0.866,-0.108,-0.531,-5.31,-1.221,0.122
0.857,0.21,-0.261,-5.249,6.653,3.662,0.888,-0.109,-0.457,-1.648,-3.723,1.587
0.845,0.238,-0.281,-5.493,6.653,5.859,0.901,-0.107,-0.424,2.441,-3.479,4.272
0.867,0.289,-0.279,-5.188,4.517,8.362,0.905,-0.079,-0.443,6.653,0.061,6.836
0.888,0.334,-0.287,-4.333,3.479,9.644,0.922,-0.048,-0.462,9.155,2.136,7.935
0.926,0.352,-0.296,-3.174,3.723,9.705,0.92,-0.027,-0.445,7.08,1.221,7.263
0.954,0.354,-0.297,-2.258,3.845,9.033,0.915,-0.012,-0.399,2.991,-1.343,6.287
0.961,0.351,-0.305,-1.404,4.15,8.423,0.901,-0.007,-0.357,-0.427,-2.197,4.7
0.963,0.341,-0.303,0.427,3.296,7.568,0.912,-0.031,-0.344,-2.38,-1.343,2.563
0.969,0.348,-0.306,1.282,2.563,6.714,0.901,-0.056,-0.341,-4.456,0.427,1.465
0.962,0.359,-0.328,0.061,3.113,5.432,0.905,-0.076,-0.346,-5.31,2.93,1.587
0.941,0.355,-0.353,-2.563,4.089,3.235,0.92,-0.088,-0.38,-6.348,6.042,1.526
0.923,0.346,-0.378,-4.578,4.578,2.075,0.934,-0.088,-0.442,-6.836,9.094,2.686
0.924,0.324,-0.389,-4.639,3.601,1.831,0.938,-0.079,-0.5,-6.714,10.803,3.601
0.925,0.312,-0.378,-3.845,0.305,2.075,0.944,-0.064,-0.536,-4.822,10.742,4.333
0.927,0.296,-0.331,-4.578,-3.052,2.38,0.936,-0.047,-0.55,-2.38,9.094,5.127
0.917,0.275,-0.279,-8.301,-4.822,2.625,0.931,-0.043,-0.543,0.366,6.226,4.822
0.88,0.265,-0.247,-12.39,-4.211,3.052,0.922,-0.049,-0.54,1.77,3.906,3.784
0.858,0.288,-0.227,-11.78,-2.747,4.272,0.92,-0.062,-0.548,1.404,1.831,3.174
0.854,0.314,-0.221,-6.775,-1.709,4.822,0.93,-0.071,-0.556,1.343,-0.122,2.625
0.864,0.328,-0.226,-1.587,-0.793,4.395,0.938,-0.077,-0.527,3.784,-1.465,3.174
