aX1,aY1,aZ1,gX1,gY1,gZ1,aX2,aY2,aZ2,gX2,gY2,gZ2
0.789,-0.592,-0.198,-3.662,-2.197,0.0,0.797,0.547,-0.365,-6.653,0.305,3.662
0.786,-0.581,-0.195,-3.845,-2.502,-0.061,0.791,0.563,-0.339,-4.211,-1.831,2.319
0.782,-0.577,-0.189,-2.869,-2.38,0.183,0.782,0.574,-0.33,0.183,-3.052,0.183
0.774,-0.578,-0.185,-0.427,-1.953,0.305,0.775,0.568,-0.324,5.554,-3.479,-1.526
0.767,-0.59,-0.192,2.441,-1.099,-0.122,0.769,0.548,-0.322,10.071,-3.235,-2.502
0.77,-0.602,-0.196,4.028,-0.366,-0.61,0.76,0.529,-0.328,12.024,-2.197,-2.502
0.775,-0.611,-0.197,3.845,0.183,-1.16,0.764,0.513,-0.341,11.658,-0.61,-1.831
0.771,-0.611,-0.197,2.625,0.549,-1.648,0.77,0.497,-0.348,8.606,0.977,-0.671
0.775,-0.618,-0.195,1.709,1.404,-1.709,0.771,0.49,-0.357,4.211,1.77,1.465
0.78,-0.62,-0.203,1.526,2.197,-1.709,0.771,0.498,-0.352,-0.061,2.869,3.967
0.779,-0.622,-0.21,0.854,2.747,-1.16,0.774,0.519,-0.35,-3.235,3.784,6.409
0.782,-0.624,-0.226,0.183,3.113,-0.183,0.792,0.545,-0.351,-5.31,4.089,8.24
0.794,-0.617,-0.224,0.0,3.296,0.366,0.804,0.574,-0.34,-6.836,4.15,9.155
0.794,-0.613,-0.229,0.305,2.197,0.305,0.806,0.613,-0.328,-7.874,3.967,7.324
0.783,-0.617,-0.225,1.099,0.793,1.16,0.816,0.643,-0.326,-6.042,3.418,3.967
0.118,-1.317,1.474,-110.84,144.714,-241.394,0.863,-0.695,1.087,86.304,-36.133,-21.667
0.072,-1.504,1.303,-123.474,173.523,-227.6,0.864,-0.685,1.192,115.906,-30.762,-20.752
0.106,-1.717,1.005,-133.728,204.712,-209.839,0.848,-0.719,1.257,151.611,-27.527,-21.24
0.23,-1.884,0.646,-134.094,231.079,-190.002,0.799,-0.796,1.281,190.43,-26.428,-21.362
0.377,-2.009,0.303,-121.094,249.084,-164.917,0.712,-0.869,1.284,228.149,-29.541,-18.433
0.519,-2.123,0.019,-100.525,260.498,-137.512,0.596,-0.919,1.292,256.775,-33.264,-9.277
0.637,-2.183,-0.231,-86.548,264.465,-110.168,0.458,-0.92,1.292,276.062,-33.936,6.348
0.719,-2.205,-0.463,-90.393,258.667,-82.397,0.309,-0.866,1.253,293.64,-30.212,27.832
0.762,-2.137,-0.611,-112.549,242.371,-57.678,0.198,-0.774,1.182,311.401,-21.362,50.659
0.726,-1.971,-0.753,-141.663,216.736,-38.574,0.136,-0.649,1.111,327.087,-11.108,71.594
0.623,-1.815,-0.892,-163.513,188.965,-25.391,0.12,-0.503,1.054,340.698,-4.7,88.623
0.561,-1.673,-0.994,-165.1,167.786,-20.935,0.116,-0.354,0.983,356.14,-4.883,104.98
0.596,-1.546,-1.064,-144.592,155.212,-20.508,0.108,-0.227,0.901,373.291,-9.583,119.751
0.703,-1.496,-1.097,-116.15,145.813,-14.893,0.098,-0.114,0.79,392.395,-18.433,133.301
0.819,-1.406,-1.063,-95.764,132.019,-4.944,0.075,0.01,0.65,407.471,-28.198,147.4
0.753,-1.349,-0.951,-93.872,107.544,6.836,0.069,0.094,0.502,408.997,-34.546,161.316
0.534,-1.28,-0.773,-111.694,77.82,17.151,0.105,0.167,0.338,394.348,-39.49,173.035
0.281,-1.153,-0.655,-138.794,56.946,19.775,0.141,0.35,0.214,363.831,-41.26,191.589
-0.048,-0.993,-0.85,-159.485,57.373,18.738,0.199,0.618,0.145,312.744,-31.433,220.947
-0.021,-0.81,-0.768,-156.494,101.135,16.235,0.3,0.856,0.051,252.258,-11.414,249.268
0.177,-0.649,-0.84,-127.869,133.301,12.634,0.447,1.101,-0.059,204.224,9.155,271.912
0.469,-0.648,-1.019,-81.787,132.019,10.559,0.553,1.394,-0.261,167.175,23.01,290.833
0.727,-0.675,-1.094,-39.551,118.591,6.958,0.657,1.643,-0.477,122.925,36.194,300.964
0.953,-0.698,-1.01,-15.076,92.407,-0.366,0.776,1.963,-0.549,65.552,53.406,290.039
1.066,-0.742,-0.878,-6.47,52.368,-8.606,0.952,2.312,-0.504,11.23,68.054,250.122
1.037,-0.765,-0.7,-7.385,11.169,-15.137,1.109,2.511,-0.454,-7.812,67.871,193.176
0.957,-0.741,-0.517,-12.878,-18.86,-16.663,1.177,2.494,-0.449,28.992,43.457,144.104
0.906,-0.725,-0.345,-18.311,-36.499,-12.817,1.107,2.345,-0.457,95.947,3.479,117.676
0.88,-0.716,-0.187,-21.24,-43.518,-5.737,1.026,2.075,-0.543,143.677,-28.625,106.567
0.855,-0.706,-0.061,-21.301,-43.701,1.587,1.037,1.78,-0.591,160.706,-45.41,97.351
0.803,-0.695,0.014,-21.179,-38.757,8.301,1.021,1.46,-0.55,150.574,-52.246,90.21
0.756,-0.667,0.05,-20.447,-28.687,13.55,0.964,1.246,-0.542,111.694,-42.48,89.172
0.746,-0.612,0.059,-18.494,-15.442,16.907,0.974,1.119,-0.395,55.969,-25.391,89.966
0.764,-0.562,0.045,-15.015,-2.93,16.785,1.006,1.218,-0.443,-4.089,-19.592,88.074
0.791,-0.514,0.026,-8.85,7.019,14.343,1.122,1.338,-0.294,-49.805,-0.549,82.397
0.795,-0.472,0.012,-2.075,14.16,10.986,1.412,1.58,-0.097,-71.838,10.315,71.228
0.801,-0.442,0.005,4.822,18.555,7.69,1.594,1.644,0.23,-66.345,-7.019,56.824
0.802,-0.429,0.013,10.742,20.081,3.967,1.6,1.542,0.416,-31.921,-47.729,38.147
0.782,-0.443,0.03,15.137,20.081,-0.854,1.483,1.267,0.532,19.653,-84.717,12.695
0.75,-0.478,0.044,17.578,19.958,-5.371,1.197,0.927,0.523,69.397,-96.436,-11.169
0.739,-0.516,0.032,16.541,21.24,-9.644,0.905,0.645,0.44,86.975,-79.468,-24.719
0.741,-0.56,0.0,12.634,24.109,-12.39,0.773,0.42,0.292,74.341,-37.659,-26.062
0.789,-0.597,-0.052,8.423,27.1,-11.78,0.833,0.337,0.085,44.983,7.507,-19.287
0.842,-0.613,-0.092,6.042,28.32,-8.911,0.899,0.345,0.013,8.972,41.748,-11.414
0.864,-0.622,-0.118,4.639,26.917,-5.981,0.931,0.389,-0.132,-13.977,61.035,-1.282
0.87,-0.614,-0.132,1.587,23.682,-4.15,0.973,0.436,-0.197,-31.372,62.073,8.606
0.869,-0.591,-0.137,-2.441,19.714,-2.625,0.949,0.499,-0.222,-48.462,53.162,10.071
0.854,-0.564,-0.134,-6.287,15.686,-2.014,0.913,0.532,-0.206,-50.964,40.222,8.728
0.825,-0.534,-0.125,-8.057,13.306,-2.686,0.903,0.506,-0.18,-38.269,26.489,6.653
0.795,-0.502,-0.11,-5.737,13.0,-5.615,0.875,0.506,-0.133,-22.339,14.099,3.601
0.765,-0.494,-0.095,0.488,15.381,-10.132,0.839,0.483,-0.089,-7.08,3.174,0.854
0.743,-0.519,-0.088,10.132,20.142,-15.015,0.827,0.47,-0.081,7.69,-5.005,-1.831
0.75,-0.59,-0.104,18.433,26.062,-18.921,0.826,0.453,-0.075,16.968,-9.949,-4.761
0.769,-0.651,-0.133,20.508,30.457,-20.874,0.836,0.44,-0.055,18.616,-11.902,-7.141
0.788,-0.7,-0.174,15.259,31.86,-19.836,0.86,0.428,-0.019,14.832,-12.817,-7.935
0.796,-0.736,-0.232,7.751,30.273,-15.991,0.88,0.412,0.021,9.705,-14.526,-7.568
0.796,-0.747,-0.266,2.258,27.039,-8.545,0.891,0.41,0.077,2.808,-15.503,-6.714
0.788,-0.74,-0.299,-1.16,22.644,-0.61,0.886,0.427,0.142,-5.127,-14.771,-5.554
0.781,-0.716,-0.325,-4.761,17.029,5.31,0.888,0.45,0.19,-9.583,-12.878,-4.211
0.775,-0.682,-0.335,-8.667,11.108,8.85,0.892,0.461,0.233,-8.728,-10.864,-2.93
0.784,-0.652,-0.323,-11.047,5.859,10.376,0.878,0.459,0.25,-5.981,-7.874,-2.747
0.793,-0.629,-0.301,-9.949,0.793,9.338,0.865,0.464,0.244,-1.709,-3.174,-2.136
0.797,-0.611,-0.266,-6.287,-2.869,6.714,0.879,0.473,0.212,2.625,2.075,-1.099
0.785,-0.612,-0.222,-1.892,-4.944,3.662,0.905,0.482,0.179,5.615,7.385,-1.221
0.779,-0.627,-0.178,3.052,-5.554,1.16,0.927,0.498,0.148,7.324,11.292,-2.808
0.782,-0.656,-0.156,7.08,-4.944,-0.854,0.948,0.496,0.118,10.498,12.817,-5.188
0.786,-0.674,-0.15,10.071,-3.906,-1.282,0.953,0.464,0.091,14.221,11.658,-8.118
0.793,-0.677,-0.144,11.536,-2.808,-0.366,0.938,0.42,0.078,16.846,9.277,-10.62
0.792,-0.683,-0.136,11.353,-2.38,0.61,0.901,0.382,0.06,17.517,7.324,-11.536
0.789,-0.683,-0.132,8.728,-2.502,1.038,0.878,0.349,0.046,16.968,6.592,-9.888
0.786,-0.675,-0.126,4.822,-2.197,2.136,0.86,0.324,0.032,15.015,6.653,-6.287
0.787,-0.662,-0.13,2.014,-1.404,3.967,0.845,0.337,0.019,11.658,6.714,-2.014
0.786,-0.642,-0.139,-0.122,-0.244,5.798,0.837,0.372,0.008,6.897,8.606,1.892
0.788,-0.622,-0.152,-1.526,0.305,7.141,0.846,0.418,-0.007,2.686,11.292,4.761
0.791,-0.601,-0.159,-2.747,0.122,8.179,0.87,0.456,-0.022,0.0,12.634,6.653
0.782,-0.578,-0.163,-3.418,-0.549,8.362,0.893,0.485,-0.018,-1.831,12.146,6.531
0.779,-0.549,-0.161,-3.479,-1.282,7.751,0.91,0.503,-0.014,-2.014,9.949,5.127
0.773,-0.528,-0.16,-2.441,-1.587,6.104,0.916,0.507,-0.01,0.61,5.981,2.93
0.769,-0.524,-0.157,0.732,-0.977,3.54,0.905,0.502,-0.002,4.211,2.014,-0.061
0.78,-0.532,-0.153,6.165,0.488,0.977,0.889,0.478,-0.002,6.653,-0.732,-2.319
0.794,-0.561,-0.158,11.353,2.136,-1.282,0.881,0.455,-0.001,7.751,-2.014,-3.296
0.801,-0.599,-0.164,14.526,3.052,-2.197,0.881,0.441,-0.001,7.751,-2.319,-3.54
0.803,-0.621,-0.168,14.771,2.991,-1.709,0.882,0.431,0.004,6.409,-2.747,-2.502
0.798,-0.634,-0.164,11.78,2.136,-0.183,0.887,0.434,0.024,3.906,-3.174,0.061
0.789,-0.635,-0.163,6.714,0.732,1.587,0.892,0.451,0.039,-0.305,-2.563,2.319
0.777,-0.624,-0.166,0.61,-1.038,3.174,0.903,0.473,0.048,-4.15,-0.61,2.747
0.772,-0.601,-0.162,-4.089,-2.136,4.211,0.91,0.481,0.055,-6.165,1.526,2.014
0.772,-0.58,-0.157,-6.042,-2.808,4.333,0.917,0.482,0.058,-7.019,2.93,1.526
0.771,-0.563,-0.153,-5.31,-2.93,3.174,0.922,0.493,0.055,-6.531,4.15,0.977
0.777,-0.556,-0.147,-2.38,-2.502,1.343,0.927,0.497,0.051,-3.784,4.517,-0.244
0.788,-0.568,-0.134,1.77,-1.587,-0.916,0.928,0.485,0.045,0.977,3.357,-1.831
0.798,-0.588,-0.122,5.615,-0.122,-2.258,0.916,0.466,0.036,5.92,1.099,-2.563
0.799,-0.609,-0.115,7.385,1.587,-2.93,0.906,0.447,0.028,8.057,-0.61,-2.502
0.797,-0.635,-0.111,6.714,2.869,-3.113,0.897,0.432,0.027,7.263,-1.099,-2.319
0.791,-0.648,-0.116,3.845,4.15,-2.502,0.898,0.421,0.023,5.188,-1.404,-1.831
0.792,-0.649,-0.139,-0.671,5.066,-1.526,0.898,0.419,0.028,2.075,-1.587,-0.488
0.792,-0.642,-0.159,-4.456,5.249,0.671,0.896,0.428,0.041,-1.404,-1.16,0.0
0.795,-0.622,-0.172,-5.92,4.883,3.113,0.892,0.449,0.067,-3.113,-0.793,0.183
0.794,-0.601,-0.178,-5.371,3.967,4.761,0.887,0.469,0.081,-2.258,-0.793,0.061
0.785,-0.586,-0.18,-3.845,3.296,4.395,0.88,0.478,0.086,0.0,-0.183,-0.671
0.781,-0.577,-0.181,-1.953,2.869,2.686,0.879,0.478,0.079,3.174,0.671,-1.77
0.789,-0.573,-0.175,0.549,2.93,1.038,0.875,0.468,0.073,6.165,1.465,-2.38
0.791,-0.583,-0.163,3.723,2.93,-0.61,0.877,0.459,0.067,7.996,2.197,-2.38
0.782,-0.606,-0.155,7.141,3.052,-1.526,0.88,0.444,0.057,8.606,2.686,-2.319
0.775,-0.621,-0.152,8.301,3.418,-1.526,0.883,0.424,0.039,8.423,2.991,-1.831
0.777,-0.641,-0.157,6.714,3.662,-1.099,0.889,0.408,0.03,6.165,3.235,-1.221
0.782,-0.647,-0.168,2.808,3.296,0.0,0.894,0.404,0.027,2.38,3.418,0.366
0.784,-0.633,-0.172,-1.587,2.625,1.587,0.899,0.41,0.019,-0.061,3.052,2.747
0.784,-0.611,-0.179,-4.761,1.648,2.747,0.904,0.422,0.018,-1.343,2.686,3.967
0.78,-0.595,-0.184,-5.737,1.221,2.808,0.909,0.438,0.02,-2.502,2.014,4.639
0.777,-0.58,-0.189,-4.822,1.404,2.136,0.913,0.452,0.02,-3.174,0.916,3.906
0.783,-0.578,-0.198,-2.197,1.587,1.221,0.916,0.464,0.033,-3.052,-0.305,2.441
0.798,-0.585,-0.205,0.977,1.404,0.366,0.919,0.481,0.051,-1.526,-1.892,1.587
0.806,-0.594,-0.199,3.418,0.61,-0.061,0.913,0.492,0.063,0.427,-2.991,0.732
0.802,-0.608,-0.184,4.395,-0.488,-0.366,0.91,0.497,0.075,1.709,-3.235,-0.854
0.798,-0.613,-0.167,3.906,-1.526,-0.183,0.909,0.485,0.081,2.93,-2.502,-2.197
0.797,-0.612,-0.15,2.563,-2.197,-0.122,0.908,0.464,0.082,4.395,-1.831,-2.686
0.802,-0.61,-0.139,1.16,-2.38,0.488,0.904,0.447,0.077,4.822,-0.854,-2.625
0.796,-0.611,-0.125,0.366,-2.441,0.427,0.899,0.431,0.071,4.578,0.305,-1.953
0.595,-1.863,-0.558,-28.259,135.498,-98.694,0.275,0.596,1.644,109.619,135.132,187.744
0.552,-1.949,-0.621,-22.766,127.869,-72.51,0.22,0.674,1.552,125.244,151.123,185.364
0.516,-1.991,-0.698,-48.401,115.845,-54.871,0.153,0.716,1.478,140.32,164.612,182.434
0.516,-1.906,-0.789,-86.853,104.004,-43.518,0.102,0.785,1.352,153.381,177.429,180.115
0.491,-1.781,-0.824,-118.53,95.52,-35.339,0.079,0.887,1.184,163.696,193.542,181.213
0.493,-1.643,-0.817,-126.221,93.079,-28.625,0.077,1.04,1.009,171.448,215.637,186.951
0.515,-1.437,-0.837,-110.779,93.994,-20.813,0.085,1.255,0.942,177.917,242.92,193.604
0.583,-1.271,-0.906,-85.266,93.445,-10.437,0.045,1.463,0.445,185.73,267.517,200.5
0.671,-1.259,-1.042,-44.739,89.6,1.892,0.149,1.641,0.188,188.904,303.711,203.491
0.725,-1.106,-1.128,-2.686,73.303,9.338,0.278,1.743,-0.099,186.89,332.947,194.214
0.716,-1.063,-1.138,22.644,42.725,14.404,0.396,1.785,-0.411,166.687,345.459,174.316
0.732,-1.011,-1.026,30.09,12.329,13.977,0.492,1.792,-0.633,133.24,350.098,149.536
0.703,-0.979,-0.818,22.949,-12.207,5.798,0.527,1.794,-0.816,96.497,349.731,123.23
0.689,-0.971,-0.654,6.042,-32.104,-2.38,0.537,1.82,-0.951,71.716,343.201,97.717
0.72,-0.922,-0.468,-11.841,-44.128,-5.798,0.496,1.843,-1.131,65.186,331.177,76.66
0.741,-0.888,-0.305,-21.423,-48.95,-4.639,0.484,1.78,-1.288,72.937,319.946,59.753
0.759,-0.847,-0.175,-24.17,-49.622,-1.16,0.471,1.702,-1.328,82.214,306.335,43.579
0.779,-0.861,-0.054,-23.865,-48.157,3.601,0.468,1.616,-1.371,88.257,283.936,30.579
0.824,-0.774,0.044,-23.804,-46.265,9.277,0.508,1.506,-1.38,95.215,254.456,22.705
0.802,-0.708,0.15,-25.574,-42.847,15.32,0.549,1.338,-1.393,104.858,218.872,18.86
0.776,-0.651,0.226,-25.879,-34.241,21.545,0.567,1.171,-1.384,111.328,181.152,13.55
0.747,-0.57,0.256,-26.672,-20.935,25.513,0.537,1.055,-1.369,111.755,145.447,6.775
0.725,-0.5,0.215,-26.733,-4.395,25.94,0.477,0.986,-1.321,105.835,116.211,-0.122
0.711,-0.448,0.147,-23.071,12.695,23.437,0.412,0.934,-1.273,95.581,95.52,-4.639
0.706,-0.435,0.059,-14.343,28.503,18.616,0.37,0.893,-1.232,83.496,83.191,-5.432
0.7,-0.437,-0.047,-3.113,40.1,12.573,0.374,0.83,-1.211,70.007,76.599,-2.197
0.702,-0.482,-0.158,9.094,47.363,5.554,0.438,0.741,-1.179,54.138,72.876,0.916
0.715,-0.53,-0.276,18.982,48.95,-0.549,0.535,0.681,-1.12,39.246,65.735,2.93
0.728,-0.624,-0.368,26.489,46.021,-2.93,0.622,0.655,-1.077,25.33,52.307,4.15
0.745,-0.669,-0.424,31.311,38.33,-2.319,0.676,0.619,-1.008,11.719,35.156,3.723
0.743,-0.742,-0.426,30.212,27.344,1.77,0.698,0.636,-0.899,0.977,16.602,1.038
0.737,-0.755,-0.387,19.897,14.771,5.188,0.712,0.669,-0.774,-4.639,-1.465,-1.831
0.715,-0.715,-0.341,2.625,2.686,5.31,0.73,0.662,-0.649,-4.456,-17.273,-4.822
0.704,-0.669,-0.291,-13.489,-6.287,4.761,0.743,0.627,-0.524,3.54,-31.067,-6.958
0.697,-0.64,-0.236,-24.231,-13.428,3.845,0.745,0.582,-0.445,14.893,-41.565,-7.385
0.71,-0.606,-0.188,-27.466,-17.822,2.747,0.748,0.523,-0.386,21.667,-46.509,-5.615
0.721,-0.583,-0.137,-26.001,-21.729,0.244,0.761,0.478,-0.344,18.738,-44.983,-2.563
0.739,-0.566,-0.09,-21.118,-23.437,-2.38,0.787,0.454,-0.309,7.141,-38.94,1.404
0.756,-0.564,-0.038,-13.55,-22.461,-5.005,0.816,0.463,-0.273,-7.629,-30.884,5.493
0.777,-0.591,-0.005,-4.578,-20.447,-8.362,0.842,0.497,-0.243,-21.545,-23.804,9.094
0.783,-0.626,0.015,6.531,-16.907,-10.193,0.853,0.546,-0.208,-30.762,-19.043,11.719
0.778,-0.674,0.033,16.418,-11.841,-10.437,0.843,0.61,-0.175,-32.837,-16.418,13.55
0.774,-0.721,0.036,21.545,-6.47,-10.498,0.834,0.671,-0.158,-28.259,-14.465,13.062
0.77,-0.751,0.023,21.362,-1.526,-9.644,0.833,0.712,-0.146,-19.531,-11.23,9.705
0.77,-0.771,0.004,16.785,3.601,-7.019,0.832,0.708,-0.148,-9.094,-6.836,4.089
0.768,-0.747,-0.037,9.644,7.385,-3.784,0.834,0.685,-0.162,1.709,-2.747,-1.526
0.761,-0.708,-0.078,2.014,9.644,-0.732,0.831,0.648,-0.184,10.986,0.854,-5.249
0.76,-0.675,-0.116,-3.174,10.315,2.014,0.83,0.611,-0.214,16.846,3.479,-7.446
0.759,-0.63,-0.155,-5.493,9.216,3.784,0.818,0.569,-0.237,19.348,5.188,-9.583
0.749,-0.604,-0.173,-5.493,6.897,4.028,0.793,0.535,-0.258,21.606,5.493,-10.62
0.746,-0.59,-0.18,-3.113,4.578,3.357,0.765,0.504,-0.281,22.339,4.639,-10.132
0.744,-0.604,-0.183,-0.488,2.258,1.648,0.744,0.479,-0.307,20.386,3.845,-7.141
0.741,-0.633,-0.175,0.61,-0.305,-0.488,0.724,0.474,-0.336,15.381,4.272,-3.662
0.738,-0.65,-0.162,-0.488,-2.136,-1.953,0.714,0.488,-0.351,8.423,6.042,-0.671
0.736,-0.66,-0.143,-2.38,-3.174,-2.38,0.711,0.518,-0.353,0.305,7.874,2.014
0.736,-0.668,-0.128,-3.479,-3.845,-2.38,0.719,0.556,-0.348,-6.409,9.705,3.967
0.739,-0.677,-0.115,-3.662,-3.967,-2.075,0.737,0.6,-0.344,-10.559,11.292,4.028
0.745,-0.677,-0.103,-3.662,-3.418,-1.526,0.768,0.628,-0.344,-10.01,11.963,3.113
0.753,-0.672,-0.089,-3.113,-3.052,-1.282,0.805,0.636,-0.35,-6.165,10.437,1.221
0.757,-0.675,-0.079,-1.892,-2.747,-1.038,0.826,0.617,-0.348,-0.305,6.836,-0.732
0.756,-0.683,-0.073,0.427,-2.319,-1.343,0.823,0.591,-0.344,5.127,1.892,-2.441
0.759,-0.7,-0.067,3.174,-1.465,-1.16,0.81,0.567,-0.33,9.583,-2.808,-2.502
0.76,-0.713,-0.071,4.639,-0.366,-0.61,0.791,0.55,-0.312,10.254,-5.615,-1.77
0.758,-0.716,-0.08,4.395,0.488,0.183,0.776,0.547,-0.295,7.568,-5.493,-0.61
0.754,-0.711,-0.088,3.235,1.099,0.732,0.771,0.558,-0.277,3.54,-3.54,0.732
0.749,-0.7,-0.1,1.465,1.526,1.282,0.771,0.576,-0.267,0.305,-1.16,2.38
0.747,-0.679,-0.113,0.305,2.197,1.77,0.763,0.602,-0.262,-2.136,1.892,3.601
0.747,-0.66,-0.128,-0.122,2.625,2.136,0.762,0.634,-0.267,-2.502,5.188,4.272
0.747,-0.644,-0.14,0.122,2.93,2.563,0.775,0.652,-0.28,-1.099,8.118,3.235
0.748,-0.644,-0.148,0.671,2.869,2.38,0.786,0.653,-0.298,2.136,9.766,1.465
0.746,-0.643,-0.148,1.221,1.587,1.709,0.79,0.638,-0.32,5.92,9.583,-0.427
0.742,-0.643,-0.144,1.77,0.0,1.404,0.789,0.616,-0.338,7.507,8.667,-1.892
0.735,-0.641,-0.131,1.892,-1.221,1.099,0.786,0.603,-0.351,6.653,7.202,-2.93
0.731,-0.642,-0.121,1.16,-2.014,0.549,0.782,0.596,-0.356,5.92,5.188,-3.052
0.738,-0.641,-0.109,0.305,-2.319,0.0,0.782,0.585,-0.352,4.395,3.967,-3.845
0.747,-0.645,-0.1,-0.549,-2.502,-0.366,0.782,0.57,-0.348,3.113,2.319,-3.601
0.748,-0.648,-0.093,-1.099,-2.625,-0.61,0.782,0.559,-0.339,2.747,-0.061,-2.625
0.746,-0.652,-0.085,-1.526,-2.502,-0.916,0.779,0.553,-0.321,2.38,-1.953,-1.831
0.741,-0.66,-0.079,-1.831,-2.319,-1.221,0.767,0.557,-0.298,0.916,-2.563,-1.404
0.739,-0.666,-0.079,-1.526,-2.014,-1.587,0.76,0.567,-0.285,-0.244,-2.319,-0.916
0.738,-0.667,-0.083,-0.549,-1.038,-1.831,0.759,0.574,-0.274,-1.099,-0.916,-0.977
0.741,-0.677,-0.086,1.099,0.061,-1.587,0.77,0.584,-0.272,-1.343,1.343,-1.221
0.748,-0.684,-0.09,2.136,0.854,-1.343,0.779,0.59,-0.279,-1.221,2.747,-1.77
0.746,-0.687,-0.091,2.441,0.977,-1.038,0.789,0.59,-0.289,-0.366,3.296,-2.563
0.744,-0.692,-0.097,1.77,0.977,-0.671,0.789,0.582,-0.299,1.282,2.991,-3.235
0.749,-0.691,-0.108,1.16,1.099,0.0,0.785,0.568,-0.306,3.296,2.441,-3.113
0.758,-0.69,-0.112,0.244,1.038,0.671,0.778,0.555,-0.311,4.333,2.258,-2.625
0.76,-0.687,-0.117,-0.916,0.305,1.221,0.77,0.551,-0.314,4.578,2.747,-1.831
0.759,-0.676,-0.117,-1.892,-0.305,1.465,0.767,0.546,-0.312,3.418,3.967,-0.732
0.754,-0.662,-0.115,-2.197,-0.732,1.831,0.767,0.544,-0.312,1.77,4.761,0.732
0.747,-0.654,-0.108,-1.77,-0.793,1.648,0.764,0.555,-0.312,0.427,5.188,1.526
0.743,-0.646,-0.104,-0.366,-0.305,1.038,0.769,0.575,-0.312,0.61,5.249,2.075
0.747,-0.642,-0.098,0.916,0.122,0.244,0.776,0.591,-0.307,0.732,4.639,1.587
0.749,-0.648,-0.093,2.075,0.427,-0.244,0.777,0.593,-0.302,0.793,3.54,0.61
0.743,-0.659,-0.089,2.258,0.244,-0.916,0.778,0.599,-0.296,1.099,2.441,-0.366
0.736,-0.663,-0.088,1.648,0.305,-1.221,0.779,0.598,-0.293,1.831,1.648,-0.977
0.733,-0.673,-0.092,0.732,0.671,-0.854,0.78,0.589,-0.296,3.052,2.258,-1.221
0.736,-0.679,-0.101,0.122,0.671,-0.244,0.781,0.581,-0.306,4.944,2.869,-0.671
0.735,-0.683,-0.106,0.0,0.671,-0.183,0.786,0.575,-0.314,5.798,3.418,-0.183
0.742,-0.683,-0.108,0.244,0.793,-0.061,0.784,0.564,-0.314,5.615,3.601,0.366
0.751,-0.693,-0.109,-0.061,0.549,-0.305,0.782,0.566,-0.319,4.822,3.052,1.221
0.758,-0.696,-0.107,-0.549,-0.061,-0.244,0.784,0.57,-0.321,4.089,2.319,1.526
0.763,-0.69,-0.102,-1.404,-0.366,0.244,0.778,0.576,-0.318,3.174,1.831,1.099
0.76,-0.678,-0.096,-2.197,-0.427,0.916,0.774,0.585,-0.314,2.808,1.16,0.793
0.748,-0.666,-0.093,-2.625,-0.549,1.16,0.771,0.593,-0.307,1.587,0.916,0.061
0.738,-0.657,-0.095,-2.136,0.122,1.099,0.767,0.597,-0.303,0.671,0.916,-0.671
0.733,-0.656,-0.101,-1.099,0.732,1.099,0.762,0.597,-0.302,0.854,1.465,-1.221
0.73,-0.662,-0.105,0.61,1.465,0.61,0.766,0.595,-0.299,0.977,2.686,-1.77
0.729,-0.675,-0.107,2.136,2.014,0.366,0.784,0.587,-0.303,1.404,4.028,-2.502
0.735,-0.691,-0.117,3.052,2.319,0.122,0.793,0.585,-0.303,3.235,4.395,-2.808
0.744,-0.698,-0.124,2.441,1.465,0.366,0.793,0.578,-0.304,5.188,3.967,-3.052
0.748,-0.693,-0.12,0.854,0.488,1.343,0.788,0.56,-0.31,6.653,3.052,-3.235
0.75,-0.679,-0.117,-0.854,-0.488,2.075,0.78,0.544,-0.316,6.531,2.136,-2.991
0.75,-0.668,-0.116,-2.502,-1.282,2.136,0.776,0.54,-0.32,5.493,1.648,-2.38
0.752,-0.662,-0.113,-3.418,-1.709,2.136,0.771,0.539,-0.321,3.418,1.282,-0.916
0.751,-0.655,-0.102,-3.418,-2.197,1.77,0.765,0.545,-0.323,1.709,0.854,1.343
0.743,-0.654,-0.089,-2.93,-2.38,1.099,0.763,0.566,-0.318,0.427,1.038,2.93
0.731,-0.658,-0.079,-1.038,-2.136,0.549,0.77,0.58,-0.311,-0.183,1.77,2.991
0.727,-0.67,-0.075,0.977,-0.977,0.061,0.776,0.589,-0.304,0.061,2.075,2.319
0.486,0.712,1.335,-21.606,-2.075,-131.348,0.868,-0.891,0.941,166.382,-85.022,-43.396
0.373,0.489,1.444,-24.536,20.874,-150.391,0.78,-0.955,1.061,189.331,-94.116,-41.565
0.288,0.256,1.513,-38.94,44.067,-166.382,0.645,-1.009,1.176,209.045,-100.22,-36.682
0.265,0.073,1.52,-66.956,65.491,-180.359,0.49,-1.06,1.258,226.074,-100.281,-28.748
0.256,-0.073,1.454,-100.403,83.496,-192.261,0.427,-1.126,1.266,246.155,-94.055,-17.517
0.27,-0.208,1.36,-129.15,101.257,-202.515,0.286,-1.115,1.256,270.569,-80.566,-0.671
0.298,-0.364,1.23,-148.926,116.577,-209.9,0.062,-0.967,1.339,294.8,-71.472,24.841
0.331,-0.552,1.075,-157.043,125.916,-212.097,-0.048,-0.858,1.256,317.322,-74.585,55.969
0.322,-0.717,0.976,-152.71,132.385,-207.153,-0.104,-0.835,1.14,344.604,-72.632,85.449
