aX1,aY1,aZ1,gX1,gY1,gZ1,aX2,aY2,aZ2,gX2,gY2,gZ2
0.981,0.042,-0.255,0.61,-3.845,-2.258,0.969,-0.164,-0.175,4.395,5.615,-0.366
0.988,0.028,-0.26,1.953,-1.465,-2.319,0.964,-0.154,-0.195,2.869,4.456,0.366
0.993,0.034,-0.269,1.709,0.366,-2.075,0.976,-0.154,-0.208,1.465,2.014,1.16
0.997,0.032,-0.291,2.38,0.977,-1.587,0.97,-0.155,-0.206,-1.16,-0.488,1.343
0.996,0.029,-0.309,3.418,1.709,-1.587,0.977,-0.16,-0.185,-3.662,-2.197,1.892
0.998,0.032,-0.312,4.15,1.892,-2.319,0.977,-0.165,-0.157,-5.127,-3.662,2.258
0.994,0.034,-0.311,6.165,1.282,-2.808,0.981,-0.175,-0.127,-5.615,-4.517,2.197
1.001,0.039,-0.295,6.836,0.366,-3.296,0.982,-0.182,-0.104,-5.005,-4.517,1.953
1.011,0.039,-0.275,5.371,-1.038,-2.869,0.988,-0.186,-0.092,-3.662,-3.601,2.136
1.004,0.04,-0.273,2.258,-2.625,-1.343,0.988,-0.189,-0.096,-1.465,-2.075,1.648
1.001,0.033,-0.273,0.183,-4.578,-0.549,0.984,-0.171,-0.122,1.16,-0.366,1.404
1.003,0.032,-0.252,-0.366,-5.371,-0.793,0.975,-0.165,-0.16,3.357,0.488,0.916
0.995,0.035,-0.235,1.77,-4.272,0.183,0.987,-0.16,-0.193,3.906,0.549,0.549
1.001,0.044,-0.241,2.808,-2.625,0.488,0.977,-0.155,-0.205,1.953,-0.061,0.305
1.001,0.056,-0.249,1.648,-0.977,0.61,0.983,-0.164,-0.199,-1.77,-0.793,0.488
0.991,0.057,-0.263,0.427,0.61,0.732,0.982,-0.166,-0.178,-4.7,-1.526,1.221
0.985,0.054,-0.295,1.099,2.258,0.549,0.986,-0.174,-0.16,-7.385,-1.343,2.136
0.975,0.04,-0.328,3.235,3.662,-0.305,0.983,-0.173,-0.142,-9.583,-0.732,2.747
1.271,-0.544,1.913,185.303,-102.173,28.137,0.936,-0.347,1.047,116.516,-94.238,0.671
1.357,-0.449,2.354,187.744,-19.592,38.086,1.214,-0.204,0.605,86.853,-22.156,-13.855
1.47,-0.418,2.598,149.17,27.649,34.363,0.933,-0.378,0.377,79.163,9.094,-5.859
1.514,-0.481,2.534,94.482,39.795,31.067,0.816,-0.467,0.189,56.213,31.25,-0.122
1.51,-0.554,2.255,47.241,45.593,30.212,0.87,-0.357,0.077,31.433,37.964,6.775
1.434,-0.557,1.853,18.311,54.871,29.114,0.9,-0.235,0.056,19.226,30.823,12.085
1.337,-0.566,1.5,4.761,63.293,24.353,0.993,-0.187,0.022,12.085,23.987,13.062
1.223,-0.53,1.229,3.418,71.655,13.245,1.013,-0.178,0.024,8.118,17.456,13.245
1.122,-0.531,0.927,6.47,80.444,0.671,1.015,-0.153,0.046,2.93,10.864,10.803
1.037,-0.553,0.74,6.592,77.393,-5.859,1.046,-0.144,0.079,-4.272,7.69,7.263
0.929,-0.572,0.557,13.0,68.665,-8.362,1.12,-0.141,0.15,-11.719,5.676,3.113
0.857,-0.549,0.567,23.193,61.89,-10.132,1.003,-0.193,0.333,-19.165,5.066,1.16
0.889,-0.542,0.754,30.029,56.458,-12.268,0.975,-0.236,0.216,-23.499,6.165,5.798
0.914,-0.523,0.825,22.095,49.133,-13.855,0.965,-0.126,0.388,-17.212,23.621,7.935
0.906,-0.512,0.779,7.446,42.297,-9.277,1.029,-0.159,0.404,-7.996,24.536,5.981
0.855,-0.505,0.686,-3.235,38.086,-4.822,0.959,-0.165,0.354,-3.601,14.221,5.737
0.826,-0.523,0.717,-8.728,34.729,-3.662,1.01,-0.175,0.325,3.479,14.038,5.432
0.795,-0.453,0.787,-10.803,38.208,-4.089,1.003,-0.165,0.324,7.446,13.672,2.197
0.776,-0.392,0.766,-13.123,50.049,-5.798,0.995,-0.167,0.29,8.423,10.437,-1.831
0.745,-0.413,0.694,-21.667,60.486,-11.902,1.003,-0.195,0.253,7.324,9.644,-4.517
0.794,-0.438,0.648,-34.424,63.293,-20.935,0.986,-0.211,0.227,4.517,10.01,-6.104
0.878,-0.537,0.69,-44.556,64.27,-25.513,0.979,-0.213,0.209,0.122,10.254,-7.263
0.966,-0.612,0.797,-51.819,67.566,-24.17,0.962,-0.218,0.229,-0.854,8.728,-6.714
1.05,-0.658,0.852,-62.195,77.271,-17.578,0.93,-0.235,0.259,5.005,5.493,-4.822
1.063,-0.699,0.812,-80.322,87.036,-6.226,0.933,-0.242,0.274,16.235,2.319,-2.258
1.049,-0.695,0.751,-100.586,92.896,6.348,0.959,-0.23,0.257,30.273,0.061,0.244
1.031,-0.693,0.671,-115.967,104.065,20.874,0.977,-0.186,0.246,41.504,0.854,1.648
1.026,-0.668,0.63,-122.803,120.728,36.011,0.983,-0.164,0.218,45.593,4.883,0.244
1.064,-0.685,0.631,-129.333,135.986,50.232,0.954,-0.165,0.182,44.006,10.315,-1.709
1.019,-0.65,0.546,-141.113,136.719,58.472,0.949,-0.208,0.145,41.138,15.198,-2.075
0.926,-0.513,0.403,-145.508,125.488,60.608,0.975,-0.257,0.113,38.513,19.226,-0.122
0.812,-0.326,0.25,-141.052,114.197,55.847,0.997,-0.277,0.1,36.926,22.156,4.028
0.666,-0.133,0.047,-135.071,103.271,46.753,1.013,-0.264,0.073,35.828,25.574,7.69
0.539,-0.002,-0.248,-126.16,89.05,33.813,1.027,-0.228,0.034,33.325,28.992,11.414
0.448,0.044,-0.448,-114.441,70.007,18.433,1.048,-0.2,0.004,29.968,32.654,14.221
0.383,0.04,-0.646,-105.774,47.424,2.075,1.056,-0.165,-0.02,28.381,35.339,14.771
0.385,0.038,-0.733,-103.699,30.64,-11.963,1.055,-0.139,-0.043,28.32,36.621,12.939
0.443,0.016,-0.713,-105.103,27.161,-24.17,1.05,-0.114,-0.084,29.48,36.621,9.949
0.516,-0.073,-0.716,-108.948,28.564,-31.738,1.033,-0.089,-0.113,32.593,34.18,5.615
0.618,-0.185,-0.678,-112.61,22.217,-34.607,1.008,-0.074,-0.125,35.339,30.09,0.977
0.746,-0.268,-0.586,-110.779,13.0,-34.119,0.997,-0.102,-0.16,36.621,25.269,-2.625
0.786,-0.279,-0.586,-106.384,10.864,-29.297,0.987,-0.136,-0.174,35.034,19.836,-4.883
0.762,-0.279,-0.707,-103.149,11.23,-21.79,0.977,-0.165,-0.162,31.189,14.709,-5.432
0.746,-0.284,-0.812,-97.778,4.7,-16.846,0.974,-0.161,-0.134,26.794,11.23,-5.005
0.727,-0.297,-0.893,-84.045,-6.287,-14.465,0.979,-0.164,-0.118,23.254,8.606,-4.272
0.744,-0.302,-0.907,-66.589,-15.747,-15.076,0.979,-0.172,-0.098,21.179,5.798,-4.7
0.788,-0.29,-0.871,-51.575,-17.822,-17.944,0.981,-0.177,-0.078,19.287,3.418,-5.432
0.83,-0.262,-0.833,-44.8,-10.864,-21.24,0.984,-0.172,-0.054,17.456,0.854,-7.141
0.899,-0.283,-0.806,-47.18,-4.944,-23.926,0.987,-0.183,-0.039,17.09,-0.854,-9.033
0.935,-0.34,-0.767,-52.124,-4.456,-25.452,0.977,-0.199,-0.034,17.151,-1.465,-10.62
0.958,-0.399,-0.725,-49.683,-3.357,-24.78,0.972,-0.205,-0.031,16.785,-0.977,-11.047
0.986,-0.44,-0.686,-43.64,-0.977,-22.4,0.953,-0.21,-0.037,16.357,0.366,-10.559
1.005,-0.471,-0.592,-36.987,0.916,-17.029,0.943,-0.214,-0.045,17.151,2.869,-9.46
1.021,-0.455,-0.481,-31.189,0.671,-9.338,0.939,-0.222,-0.062,19.714,6.897,-8.606
0.999,-0.415,-0.432,-23.071,-0.854,-1.648,0.924,-0.234,-0.089,22.644,9.766,-7.507
0.978,-0.382,-0.403,-12.695,-1.465,2.869,0.926,-0.226,-0.112,27.771,11.658,-5.798
0.974,-0.335,-0.392,-5.31,-2.197,5.432,0.932,-0.222,-0.155,34.729,11.414,-4.7
0.975,-0.299,-0.389,-2.075,-2.319,8.606,0.931,-0.225,-0.184,40.039,8.423,-4.639
0.945,-0.282,-0.427,-1.709,-2.014,11.475,0.92,-0.228,-0.202,41.626,4.639,-4.578
0.901,-0.265,-0.492,-3.235,-1.221,12.024,0.92,-0.241,-0.206,40.039,1.892,-3.967
0.865,-0.253,-0.533,-3.235,-0.977,9.705,0.929,-0.251,-0.195,36.865,-0.793,-3.235
0.867,-0.256,-0.539,-1.77,-1.465,3.967,0.927,-0.251,-0.167,33.264,-2.136,-2.686
0.899,-0.277,-0.481,-1.282,-4.822,-2.747,0.924,-0.256,-0.152,30.09,-1.404,-2.258
0.953,-0.319,-0.392,0.671,-9.399,-7.629,0.935,-0.256,-0.15,27.649,1.892,-2.197
0.986,-0.364,-0.32,4.639,-11.23,-9.644,0.93,-0.263,-0.165,25.818,6.714,-2.258
1.014,-0.409,-0.235,10.376,-11.108,-8.789,0.917,-0.271,-0.18,26.123,9.827,-1.892
1.046,-0.412,-0.156,16.174,-12.207,-5.188,0.917,-0.271,-0.214,28.381,11.047,-0.488
1.055,-0.402,-0.128,18.066,-11.047,-0.061,0.927,-0.268,-0.234,29.602,10.681,1.343
1.044,-0.367,-0.11,17.029,-6.47,6.042,0.93,-0.248,-0.242,28.564,8.179,2.38
1.038,-0.323,-0.118,14.587,-2.075,10.925,0.936,-0.247,-0.24,26.794,6.897,3.418
1.007,-0.277,-0.132,11.841,2.625,13.672,0.945,-0.25,-0.229,23.56,6.287,4.089
0.976,-0.227,-0.157,9.644,6.653,13.0,0.937,-0.254,-0.224,19.287,6.165,4.517
0.964,-0.209,-0.172,8.728,8.24,10.254,0.935,-0.265,-0.227,16.052,6.287,5.676
0.962,-0.207,-0.177,8.362,7.019,5.737,0.938,-0.266,-0.224,13.916,5.798,7.324
0.956,-0.193,-0.165,10.925,4.517,0.854,0.952,-0.255,-0.232,14.16,5.188,8.606
0.97,-0.186,-0.153,14.221,1.526,-3.967,0.953,-0.246,-0.23,15.442,4.761,8.728
0.982,-0.2,-0.136,16.174,-1.709,-7.568,0.963,-0.233,-0.225,16.357,3.906,8.057
1.0,-0.233,-0.126,17.09,-3.662,-8.728,0.976,-0.211,-0.223,16.602,2.747,7.507
1.003,-0.248,-0.116,17.517,-5.981,-7.446,0.986,-0.202,-0.211,15.076,1.282,6.531
1.018,-0.271,-0.077,17.334,-7.874,-4.639,0.991,-0.2,-0.203,11.353,1.526,5.249
1.019,-0.273,-0.051,15.198,-7.141,-0.732,0.996,-0.201,-0.2,7.446,3.845,4.517
1.009,-0.249,-0.054,11.169,-4.456,3.174,0.988,-0.197,-0.207,3.54,5.798,4.028
1.003,-0.245,-0.076,6.348,-2.319,6.531,0.992,-0.203,-0.215,1.404,6.958,4.15
0.995,-0.235,-0.109,1.953,-1.892,8.057,0.982,-0.203,-0.207,0.793,7.141,4.15
0.974,-0.218,-0.137,-0.488,-2.075,8.423,0.98,-0.207,-0.204,0.122,6.287,3.662
0.964,-0.212,-0.124,-1.038,-2.258,6.47,0.982,-0.215,-0.194,1.099,4.639,2.686
0.969,-0.203,-0.106,0.854,-3.845,2.075,0.977,-0.225,-0.176,3.357,1.038,1.831
0.962,-0.212,-0.109,2.197,-6.348,-1.953,0.98,-0.236,-0.157,4.089,-2.991,0.916
0.974,-0.244,-0.092,2.563,-8.606,-4.333,0.967,-0.244,-0.126,2.441,-5.676,0.916
0.99,-0.252,-0.065,3.784,-8.362,-4.883,0.966,-0.242,-0.107,-0.366,-6.104,1.648
0.992,-0.255,-0.063,5.31,-5.371,-2.991,0.969,-0.234,-0.097,-2.625,-5.005,2.38
0.987,-0.254,-0.087,4.578,-2.869,-0.793,0.97,-0.239,-0.095,-4.456,-3.54,2.93
0.977,-0.258,-0.101,2.93,-2.136,1.465,0.967,-0.233,-0.089,-6.531,-2.319,4.272
0.968,-0.255,-0.104,2.258,-1.526,2.625,0.974,-0.22,-0.103,-7.935,-0.61,4.944
0.962,-0.24,-0.103,2.38,0.061,2.014,0.982,-0.212,-0.11,-7.202,0.854,4.944
0.961,-0.237,-0.107,2.014,1.465,0.427,0.984,-0.212,-0.112,-5.493,1.221,4.333
0.962,-0.234,-0.129,1.038,1.404,-0.977,0.988,-0.207,-0.103,-3.906,0.916,3.296
0.967,-0.235,-0.159,0.305,0.488,-2.014,0.992,-0.205,-0.096,-1.709,-0.305,1.953
0.969,-0.247,-0.166,0.793,-0.122,-2.075,0.987,-0.215,-0.085,0.488,-1.404,0.977
0.97,-0.252,-0.159,2.136,-0.671,-2.136,0.983,-0.219,-0.078,0.854,-2.197,0.427
0.968,-0.247,-0.145,3.174,-1.343,-2.197,0.987,-0.209,-0.074,0.305,-2.197,0.305
0.978,-0.248,-0.118,2.625,-1.526,-1.831,0.98,-0.21,-0.074,-0.549,-1.221,0.122
0.99,-0.26,-0.106,2.563,-1.648,-0.366,0.967,-0.218,-0.079,-2.38,-0.061,0.244
0.994,-0.259,-0.121,3.296,-1.648,1.282,0.962,-0.224,-0.096,-3.784,0.916,0.671
0.994,-0.264,-0.135,3.906,-2.563,2.563,0.966,-0.23,-0.1,-3.845,1.709,1.343
0.997,-0.262,-0.126,3.601,-3.906,3.54,0.966,-0.228,-0.095,-3.601,0.916,1.648
0.995,-0.265,-0.122,3.479,-3.662,3.784,0.966,-0.232,-0.095,-2.502,-0.732,1.709
0.986,-0.253,-0.126,3.662,-2.747,3.174,0.972,-0.239,-0.078,-0.549,-2.075,1.221
0.983,-0.241,-0.117,2.869,-2.136,2.502,0.966,-0.232,-0.065,1.526,-2.808,0.854
0.984,-0.235,-0.111,0.671,-0.916,2.075,0.955,-0.227,-0.07,3.235,-2.808,0.488
0.984,-0.23,-0.108,-0.793,0.793,1.709,0.979,-0.22,-0.091,4.395,-2.563,0.732
0.978,-0.231,-0.106,-0.427,2.014,1.038,0.965,-0.216,-0.09,3.601,-3.052,0.427
0.969,-0.241,-0.104,0.061,2.93,0.183,0.977,-0.22,-0.086,0.122,-2.197,0.793
0.969,-0.252,-0.091,0.854,2.991,-0.854,0.974,-0.223,-0.074,-3.601,-0.671,1.16
0.979,-0.271,-0.06,1.892,2.747,-1.038,0.978,-0.226,-0.06,-6.042,0.061,1.892
0.996,-0.285,-0.041,1.831,3.235,-0.916,0.982,-0.223,-0.05,-6.836,0.244,2.563
0.999,-0.297,-0.047,1.343,4.456,0.427,0.985,-0.224,-0.051,-5.676,0.427,2.686
0.994,-0.297,-0.07,0.244,5.981,1.892,0.981,-0.223,-0.051,-4.211,0.183,2.014
0.985,-0.288,-0.096,-0.366,6.287,2.686,0.981,-0.226,-0.038,-1.221,-0.854,1.16
0.474,0.009,-2.049,-6.653,31.189,-57.19,1.139,-0.495,1.714,73.303,-83.923,-2.991
0.458,-0.175,-2.185,-6.348,14.221,-67.322,0.834,-0.295,1.328,105.53,-66.162,-19.897
0.419,-0.292,-2.22,11.597,-3.54,-67.932,0.873,-0.312,1.115,38.94,14.404,-31.738
0.414,-0.411,-2.113,44.067,-22.949,-62.866,0.724,-0.283,1.051,-30.945,58.228,-21.362
0.417,-0.439,-1.886,74.097,-45.654,-54.199,0.787,-0.3,1.021,-40.955,65.308,2.869
0.493,-0.428,-1.574,100.769,-68.97,-45.227,0.943,-0.148,0.846,-3.906,67.505,17.517
0.565,-0.428,-1.094,126.526,-95.276,-40.1,0.957,-0.047,0.536,43.457,71.716,12.756
0.711,-0.477,-0.552,147.522,-127.38,-41.504,0.932,0.017,0.249,73.669,78.186,0.366
0.879,-0.575,0.042,153.87,-163.94,-45.227,0.885,0.007,-0.003,83.984,82.336,-10.437
1.015,-0.706,0.599,146.057,-193.176,-45.532,0.837,-0.033,-0.204,86.914,80.872,-18.311
1.14,-0.831,1.089,137.573,-200.989,-38.696,0.85,-0.088,-0.362,88.745,72.632,-21.057
1.222,-0.903,1.445,132.019,-180.481,-23.743,0.838,-0.117,-0.476,86.426,59.631,-19.836
1.369,-0.751,1.672,121.887,-133.972,-1.526,0.842,-0.164,-0.54,78.064,45.288,-16.907
1.483,-0.556,1.885,109.375,-91.003,21.179,0.855,-0.216,-0.555,63.477,32.715,-11.475
1.541,-0.397,1.969,90.332,-73.12,37.842,0.883,-0.224,-0.543,47.363,22.217,-4.211
1.516,-0.249,2.002,59.204,-67.566,50.354,0.844,-0.221,-0.464,33.142,11.108,2.563
1.471,0.05,1.972,30.334,-59.692,60.486,0.89,-0.247,-0.423,22.522,-0.427,8.972
1.358,0.112,2.22,-30.457,-25.757,66.895,0.881,-0.247,-0.289,17.456,2.319,12.329
1.354,0.342,2.029,-124.634,29.48,76.05,0.916,-0.241,-0.222,14.771,-4.517,10.62
1.265,0.212,1.48,-101.44,19.958,80.688,0.947,-0.23,-0.168,15.259,-14.587,7.568
0.972,0.339,1.153,-3.906,-0.671,76.416,0.951,-0.241,-0.118,21.973,-21.301,6.836
0.977,0.396,1.11,66.772,-11.353,54.565,0.972,-0.268,-0.109,28.076,-24.353,5.066
1.059,0.346,1.172,52.979,9.399,34.668,0.992,-0.282,-0.126,30.457,-23.376,5.188
1.0,0.289,1.154,3.845,24.109,20.996,0.995,-0.261,-0.153,30.579,-18.982,7.446
1.033,0.147,0.97,-27.527,29.724,10.681,0.984,-0.243,-0.179,27.405,-12.817,8.789
0.952,0.01,0.657,-47.241,40.833,9.888,0.978,-0.245,-0.173,22.705,-9.155,9.094
0.892,-0.036,0.398,-62.5,55.725,14.709,0.966,-0.251,-0.145,18.799,-8.85,10.315
0.824,-0.067,0.096,-71.228,63.538,18.555,0.97,-0.235,-0.127,15.991,-9.155,12.939
0.773,-0.087,-0.162,-74.646,65.735,19.775,0.981,-0.213,-0.099,12.817,-7.507,15.564
0.739,-0.105,-0.349,-72.815,68.237,17.761,1.017,-0.194,-0.095,10.864,-5.493,16.968
0.735,-0.102,-0.46,-62.927,70.251,13.123,1.029,-0.152,-0.089,10.559,-4.456,16.113
0.765,-0.09,-0.531,-49.377,67.688,7.69,1.045,-0.123,-0.091,12.146,-2.93,13.794
0.778,-0.116,-0.495,-37.476,60.303,3.479,1.057,-0.119,-0.087,15.442,-2.258,10.01
0.808,-0.119,-0.419,-28.198,49.316,-0.244,1.035,-0.119,-0.105,16.235,-1.526,5.31
0.835,-0.109,-0.323,-24.719,38.33,-2.197,1.021,-0.142,-0.121,15.259,-0.61,1.648
0.845,-0.098,-0.235,-26.672,28.809,-2.625,0.998,-0.164,-0.123,13.306,-1.343,0.061
0.877,-0.071,-0.192,-33.447,20.02,-2.808,0.993,-0.191,-0.099,11.353,-2.808,0.61
0.901,-0.021,-0.195,-41.931,12.695,-2.014,0.996,-0.215,-0.08,9.277,-4.395,1.038
0.925,0.011,-0.232,-50.476,8.606,-0.977,0.982,-0.228,-0.045,6.836,-6.287,1.526
0.908,0.012,-0.276,-58.167,7.812,-0.977,0.988,-0.24,-0.031,6.165,-6.958,3.174
0.909,0.001,-0.318,-60.059,9.338,-3.54,0.995,-0.246,-0.035,7.324,-6.653,5.066
0.921,-0.018,-0.338,-55.664,11.658,-7.751,1.002,-0.234,-0.074,8.728,-3.845,6.165
0.944,-0.023,-0.351,-49.316,13.55,-12.695,0.997,-0.212,-0.11,9.277,1.526,5.493
0.995,-0.03,-0.32,-40.955,15.564,-15.32,0.989,-0.19,-0.162,8.179,6.104,4.028
1.014,-0.074,-0.267,-29.724,16.907,-13.062,0.969,-0.182,-0.2,7.385,8.789,1.953
1.014,-0.089,-0.216,-19.592,16.968,-8.606,0.954,-0.187,-0.222,6.714,9.399,0.793
1.047,-0.067,-0.175,-17.639,16.052,-4.883,0.955,-0.206,-0.229,5.188,7.69,0.793
1.053,-0.045,-0.129,-25.269,14.282,-1.404,0.948,-0.212,-0.221,2.869,5.249,1.343
1.03,-0.039,-0.127,-39.795,14.465,3.052,0.948,-0.22,-0.203,0.671,1.892,2.38
1.01,-0.022,-0.18,-50.903,17.761,5.188,0.957,-0.222,-0.168,-0.183,-2.197,3.601
1.001,-0.018,-0.248,-51.025,21.606,4.456,0.964,-0.199,-0.132,-1.404,-5.92,4.272
0.997,-0.008,-0.292,-42.969,24.658,0.671,0.974,-0.19,-0.1,-3.418,-7.141,4.15
1.011,-0.004,-0.317,-31.921,25.269,-3.235,0.979,-0.191,-0.079,-4.761,-6.165,3.601
1.014,-0.012,-0.322,-22.522,24.231,-5.371,0.965,-0.208,-0.087,-5.92,-5.432,3.174
0.991,-0.022,-0.329,-17.212,22.034,-6.47,0.974,-0.204,-0.065,-8.85,-4.578,2.991
0.996,-0.039,-0.348,-14.954,21.545,-7.935,0.972,-0.213,-0.033,-12.024,-4.639,2.93
0.992,-0.058,-0.347,-10.437,23.376,-6.409,0.983,-0.211,0.012,-14.648,-5.554,3.296
0.972,-0.058,-0.36,-5.371,21.667,-3.662,0.995,-0.222,0.034,-15.747,-5.676,3.418
0.979,-0.043,-0.377,-5.432,16.052,-2.075,0.989,-0.227,0.074,-15.076,-5.493,3.235
0.982,-0.03,-0.394,-11.047,8.606,-0.671,1.0,-0.232,0.09,-12.024,-6.042,3.357
0.972,-0.04,-0.414,-15.381,2.625,0.183,1.003,-0.229,0.091,-7.141,-6.47,3.113
0.981,-0.035,-0.423,-13.123,0.0,-0.549,0.997,-0.218,0.09,-3.357,-6.165,2.869
1.001,-0.023,-0.402,-6.226,-0.732,-2.136,0.989,-0.177,0.001,1.526,-1.892,4.15
1.003,-0.028,-0.391,0.061,-1.465,-2.808,0.988,-0.17,-0.009,0.549,-1.221,4.211
1.004,-0.035,-0.372,4.028,-2.258,-2.441,0.993,-0.163,-0.026,-1.099,-0.488,3.54
1.0,-0.034,-0.35,6.592,-2.991,-1.038,0.99,-0.176,-0.031,-2.014,-0.61,2.319
1.001,-0.023,-0.309,8.179,-3.601,1.099,0.985,-0.185,-0.045,-2.38,-1.099,1.221
0.984,-0.016,-0.276,4.272,-2.991,4.395,0.974,-0.198,-0.059,-2.563,-1.343,0.61
0.974,-0.01,-0.274,-0.183,-1.831,7.446,0.964,-0.206,-0.067,-3.235,-1.465,0.305
0.975,-0.009,-0.277,-0.183,-1.221,8.728,0.964,-0.197,-0.081,-3.784,-0.977,0.854
0.974,0.003,-0.26,2.502,-2.441,8.972,0.962,-0.197,-0.063,-4.211,-0.854,1.099
0.976,0.013,-0.23,4.456,-5.127,7.812,0.967,-0.201,-0.023,-5.92,-1.465,1.892
0.976,0.021,-0.2,3.296,-9.155,5.31,0.981,-0.207,0.011,-7.202,-2.197,2.93
0.981,0.027,-0.181,1.526,-12.878,2.502,0.992,-0.21,0.031,-6.775,-1.648,3.357
0.979,0.014,-0.168,1.16,-15.442,0.183,0.99,-0.21,0.037,-5.493,-0.793,2.747
0.981,-0.002,-0.161,2.93,-15.32,-1.709,0.985,-0.209,0.033,-4.089,0.122,1.892
0.994,-0.012,-0.15,5.554,-13.123,-2.93,0.975,-0.208,0.029,-2.93,-0.366,0.916
0.994,-0.021,-0.139,8.118,-9.399,-2.625,0.974,-0.208,0.027,-1.77,-1.16,0.549
0.996,-0.023,-0.131,10.01,-5.127,-1.587,0.979,-0.199,0.017,-1.343,-1.831,0.977
0.998,-0.021,-0.125,11.23,-2.625,-0.122,0.997,-0.202,0.01,-2.441,-2.075,1.404
1.007,-0.02,-0.121,12.024,-2.136,1.343,1.001,-0.204,0.003,-3.906,-1.404,0.977
1.011,0.043,-0.109,10.62,-7.141,4.272,0.991,-0.2,0.008,-5.188,-0.854,0.732
0.998,0.054,-0.109,7.202,-8.972,2.075,0.981,-0.217,0.038,-5.554,-2.014,0.732
0.995,0.05,-0.107,5.371,-10.071,-1.465,0.988,-0.229,0.053,-3.967,-2.747,1.587
0.995,0.044,-0.109,5.127,-9.705,-4.639,0.983,-0.23,0.061,-1.587,-3.479,2.075
0.995,0.032,-0.115,5.554,-7.812,-7.019,0.978,-0.227,0.049,1.038,-2.808,2.747
0.999,0.01,-0.13,6.226,-5.432,-8.362,0.977,-0.206,0.012,3.113,-1.587,2.808
1.011,-0.007,-0.131,6.47,-2.747,-7.812,0.975,-0.197,-0.028,3.784,-0.61,2.991
1.015,-0.015,-0.129,7.141,0.916,-5.615,0.972,-0.193,-0.053,2.686,-0.549,3.418
1.016,-0.009,-0.132,7.202,4.578,-3.784,0.982,-0.183,-0.053,0.061,-0.671,4.028
1.026,-0.005,-0.144,5.127,5.432,-2.93,0.987,-0.182,-0.031,-3.296,-0.793,4.395
1.032,-0.011,-0.142,0.488,3.296,-2.014,0.989,-0.181,-0.01,-5.371,-0.977,4.272
1.031,-0.021,-0.134,-4.272,0.488,-0.244,1.001,-0.187,0.019,-6.226,-0.671,3.479
1.028,-0.01,-0.128,-7.935,-2.136,1.587,1.001,-0.202,0.037,-5.92,-0.916,2.686
1.016,-0.005,-0.141,-9.033,-3.967,1.892,0.992,-0.207,0.077,-4.456,-1.709,1.709
1.011,-0.005,-0.143,-7.751,-5.493,0.671,1.003,-0.208,0.087,-1.465,-1.77,1.282
1.02,-0.002,-0.135,-3.967,-6.653,-1.648,0.995,-0.209,0.071,2.747,-0.916,0.793
1.032,-0.01,-0.12,0.671,-6.104,-3.296,0.991,-0.208,0.042,5.432,-0.183,0.793
1.036,-0.016,-0.119,5.737,-3.601,-3.662,0.98,-0.204,0.013,6.531,0.61,1.099
1.028,-0.025,-0.105,8.972,-1.587,-3.54,0.978,-0.202,0.004,5.432,0.793,1.526
1.039,-0.036,-0.091,8.423,-0.854,-3.784,0.978,-0.198,0.01,2.93,0.61,2.075
1.046,-0.052,-0.075,5.127,-1.77,-2.93,0.98,-0.193,0.016,1.038,0.61,2.38
1.061,-0.057,-0.062,1.343,-2.869,-0.488,0.983,-0.19,0.014,0.854,1.099,2.686
1.051,-0.048,-0.052,-3.113,-3.174,3.296,0.984,-0.193,0.01,0.977,0.977,2.502
1.032,-0.033,-0.062,-7.263,-2.563,6.104,0.991,-0.18,0.014,1.404,0.183,1.892
1.034,-0.032,-0.094,-10.193,-2.136,6.897,0.989,-0.196,0.002,2.319,-0.671,1.404
1.015,-0.019,-0.124,-12.085,-2.075,6.653,0.987,-0.193,0.002,2.991,-1.404,1.221
1.003,-0.0,-0.154,-9.155,-1.526,5.859,0.991,-0.185,0.0,2.38,-0.61,0.427
1.0,0.009,-0.169,-3.723,0.549,3.662,0.981,-0.188,-0.004,2.014,0.549,-0.122
1.001,0.022,-0.168,0.549,1.282,1.038,0.973,-0.201,0.013,1.221,0.366,-0.427
1.001,0.017,-0.157,1.831,0.305,-0.854,0.964,-0.214,0.037,0.427,-0.427,0.0
1.005,0.007,-0.152,1.404,-1.099,-1.343,0.972,-0.222,0.047,0.854,-0.549,1.038
1.007,-0.0,-0.137,1.16,-1.648,-1.404,0.973,-0.219,0.052,1.648,0.0,1.953
1.006,-0.004,-0.115,1.343,-1.526,0.0,0.975,-0.213,0.055,1.526,0.366,2.625
1.001,-0.006,-0.103,0.305,-0.671,1.953,0.963,-0.213,0.044,1.099,1.892,3.54
0.999,-0.001,-0.104,-1.587,-0.305,3.113,0.985,-0.197,0.021,1.16,2.991,4.7
1.0,0.005,-0.115,-2.93,-0.122,3.113,0.978,-0.192,0.012,2.014,2.869,5.31
0.999,0.008,-0.122,-2.502,0.122,2.258,1.0,-0.178,-0.009,1.831,3.54,5.615
1.0,0.01,-0.125,-1.282,0.549,0.366,1.004,-0.181,-0.029,2.563,3.418,5.981
0.684,-0.18,-1.993,-64.88,58.167,-13.245,0.779,0.139,-1.856,52.551,49.988,-4.883
0.583,-0.261,-2.321,-69.702,36.987,-11.292,0.694,0.159,-2.005,32.043,34.363,-2.686
0.534,-0.343,-2.501,-57.373,4.456,-11.597,0.745,0.166,-2.012,-5.371,18.616,1.709
