aX1,aY1,aZ1,gX1,gY1,gZ1,aX2,aY2,aZ2,gX2,gY2,gZ2
-0.131,0.541,1.093,21.423,5.798,-61.096,-0.28,-0.207,1.072,5.737,-7.935,4.028
-0.156,0.495,1.055,17.334,8.606,-49.011,-0.298,-0.189,1.057,11.658,-9.155,4.211
-0.201,0.426,1.018,13.916,9.155,-36.926,-0.265,-0.159,1.047,17.334,-8.423,5.31
-0.241,0.355,0.98,11.292,7.08,-26.367,-0.238,-0.133,1.021,21.362,-6.714,5.615
-0.283,0.294,0.935,8.118,4.822,-17.456,-0.211,-0.112,1.001,22.583,-5.676,4.456
-0.332,0.243,0.898,4.639,4.7,-10.803,-0.186,-0.084,0.991,21.057,-4.639,2.808
-0.374,0.195,0.858,1.831,5.798,-6.104,-0.177,-0.057,0.993,17.517,-4.089,0.549
-0.399,0.154,0.821,-0.488,6.897,-4.761,-0.179,-0.036,0.993,13.672,-4.028,-1.709
-0.394,0.106,0.802,-0.671,7.507,-5.371,-0.172,-0.016,0.994,9.888,-3.296,-3.357
-0.371,0.045,0.807,1.404,7.263,-6.47,-0.166,0.001,0.991,5.981,-2.747,-5.066
-0.348,-0.022,0.832,5.249,5.981,-7.019,-0.161,0.016,0.997,2.686,-2.747,-6.226
-0.332,-0.099,0.887,9.583,3.296,-7.446,-0.157,0.029,1.001,-0.122,-2.93,-6.409
-0.309,-0.176,0.942,13.306,1.038,-6.592,-0.136,0.04,1.006,-2.38,-2.563,-5.798
-0.288,-0.237,0.989,14.099,0.61,-5.432,-0.113,0.051,1.009,-3.784,-2.502,-5.676
-0.278,-0.281,1.021,12.512,-0.061,-3.723,-0.097,0.061,1.008,-4.272,-2.563,-6.714
-0.275,-0.312,1.042,9.46,-1.282,-2.075,-0.09,0.068,1.003,-4.761,-2.563,-8.057
-0.282,-0.352,1.051,5.432,-2.319,-0.61,-0.089,0.078,1.0,-5.005,-2.625,-9.705
-0.285,-0.374,1.052,-0.61,-1.892,-0.183,-0.09,0.082,0.991,-4.7,-2.625,-10.559
-0.277,-0.376,1.034,-6.958,-0.793,0.366,-0.099,0.087,0.981,-4.15,-2.808,-10.681
-0.273,-0.373,1.005,-12.268,0.671,0.061,-0.095,0.089,0.974,-3.296,-2.93,-11.047
-0.273,-0.361,0.971,-15.198,1.282,-0.854,-0.098,0.097,0.97,-2.747,-2.991,-11.169
-0.266,-0.345,0.94,-16.113,0.977,-2.258,-0.11,0.102,0.961,-1.892,-2.686,-11.292
-0.254,-0.319,0.907,-14.832,0.061,-3.54,-0.122,0.101,0.945,-0.488,-2.319,-11.169
-0.238,-0.291,0.874,-11.902,-1.099,-4.822,-0.133,0.097,0.933,0.244,-2.197,-10.315
-0.231,-0.263,0.856,-6.653,-2.747,-4.944,-0.14,0.092,0.926,0.244,-2.075,-8.545
-0.225,-0.245,0.848,-0.854,-3.906,-5.371,-0.138,0.084,0.921,0.61,-1.648,-6.104
-0.221,-0.233,0.852,4.089,-4.456,-6.042,-0.135,0.07,0.917,0.977,-1.221,-4.028
-0.215,-0.226,0.863,8.301,-4.639,-6.348,-0.131,0.054,0.914,0.916,-0.793,-2.38
-0.216,-0.223,0.879,10.742,-4.456,-6.653,-0.124,0.046,0.913,0.305,-0.427,-1.526
-0.218,-0.22,0.891,10.864,-3.357,-7.202,-0.117,0.044,0.92,-0.183,-0.183,-0.977
-0.213,-0.216,0.902,10.01,-2.319,-7.202,-0.114,0.046,0.927,-1.099,-0.061,-0.549
-0.199,-0.21,0.905,8.057,-1.77,-7.263,-0.121,0.047,0.932,-2.197,-0.488,-0.916
-0.192,-0.204,0.912,5.188,-1.526,-6.592,-0.13,0.051,0.939,-3.479,-1.343,-0.977
-0.188,-0.2,0.911,2.502,-0.793,-4.822,-0.143,0.056,0.955,-4.15,-2.502,-0.488
-0.176,-0.208,0.908,0.427,-0.549,-2.747,-0.151,0.062,0.975,-4.333,-3.113,0.305
-0.208,-0.205,0.906,-1.099,-0.427,0.183,-0.157,0.06,0.986,-2.991,-2.991,1.282
-0.213,-0.216,0.9,-0.854,-0.305,3.174,-0.159,0.051,0.984,0.671,-2.441,2.319
-0.236,-0.216,0.898,-0.122,-0.732,5.066,-0.157,0.039,0.968,4.211,-1.648,2.808
-0.26,-0.222,0.896,0.977,-0.977,5.737,-0.155,0.03,0.948,5.981,-1.038,2.747
-0.273,-0.22,0.89,1.648,-0.977,5.371,-0.151,0.025,0.934,5.554,-1.099,2.258
-0.281,-0.215,0.88,2.014,-0.427,3.845,-0.155,0.026,0.928,3.479,-1.709,1.038
-0.286,-0.21,0.877,2.319,0.793,1.953,-0.164,0.032,0.932,0.793,-2.319,-0.244
-0.282,-0.212,0.878,3.296,2.319,0.305,-0.179,0.037,0.94,-1.892,-2.502,-0.854
-0.272,-0.21,0.878,4.089,3.601,-1.404,-0.194,0.043,0.951,-3.357,-2.502,-1.099
-0.265,-0.212,0.882,4.822,4.211,-2.502,-0.196,0.048,0.962,-3.479,-2.136,-0.122
-0.261,-0.213,0.892,5.554,4.7,-2.747,-0.193,0.046,0.966,-2.563,-1.038,1.465
-0.243,-0.209,0.899,5.615,4.761,-2.686,-0.186,0.037,0.963,-1.16,0.549,2.686
-0.243,-0.213,0.899,5.493,4.089,-2.441,-0.175,0.03,0.957,-0.366,1.831,3.357
-0.239,-0.206,0.904,4.7,3.54,-1.526,-0.169,0.028,0.956,-0.793,2.625,3.784
-0.233,-0.202,0.905,4.272,2.319,-0.793,-0.161,0.031,0.962,-2.075,2.686,3.723
-0.237,-0.206,0.906,4.028,1.77,-0.122,-0.157,0.033,0.965,-3.662,2.563,3.296
-0.237,-0.206,0.906,3.052,2.441,0.854,-0.155,0.036,0.97,-4.15,2.075,2.747
-0.236,-0.209,0.906,2.38,2.869,1.343,-0.149,0.039,0.975,-4.211,1.648,1.648
-0.238,-0.219,0.912,2.38,2.563,1.465,-0.154,0.041,0.975,-4.15,1.648,0.183
-0.241,-0.228,0.917,3.113,2.014,2.502,-0.153,0.048,0.974,-3.967,1.587,-0.427
-0.247,-0.238,0.921,3.601,1.343,3.052,-0.155,0.056,0.974,-3.845,1.221,-0.854
-0.257,-0.245,0.93,3.418,0.854,3.723,-0.158,0.063,0.977,-4.028,0.732,-1.099
-0.272,-0.259,0.933,3.906,0.793,3.479,-0.159,0.075,0.981,-4.089,0.366,-1.343
-0.269,-0.265,0.931,2.93,1.16,2.197,-0.164,0.082,0.984,-3.54,0.122,-1.404
-0.263,-0.268,0.935,1.221,1.16,0.732,-0.172,0.084,0.985,-2.197,0.061,-1.038
-0.25,-0.268,0.937,0.061,1.099,0.0,-0.17,0.089,0.983,-0.366,0.427,0.244
-0.238,-0.265,0.936,-1.648,1.221,-0.061,-0.166,0.089,0.981,1.099,0.61,1.221
-0.238,-0.26,0.936,-2.502,0.916,0.488,-0.166,0.089,0.98,2.014,0.244,1.953
-0.24,-0.257,0.935,-2.991,0.305,0.793,-0.17,0.082,0.974,3.296,0.0,2.625
-0.239,-0.253,0.934,-3.357,-0.366,0.549,-0.17,0.074,0.964,4.211,-0.061,3.174
-1.167,-1.472,-4.0,617.615,112.122,-90.149,-3.447,-0.325,-0.886,-252.258,-75.745,52.917
0.254,-2.292,-1.664,315.308,229.37,-21.912,-0.201,1.812,-3.888,-360.596,194.58,85.083
-0.071,-1.662,-0.578,52.856,131.531,-32.593,0.4,1.776,-0.099,-45.959,164.429,84.412
-0.211,-1.21,-0.331,16.052,73.853,-69.763,0.305,1.7,0.11,8.057,70.862,70.251
-0.262,-0.856,-0.357,18.188,25.94,-66.345,-0.19,1.37,-0.165,-8.423,52.063,46.265
-0.011,-0.92,-0.612,18.738,0.854,-48.584,0.035,1.0,-0.208,28.87,23.865,8.789
0.163,-0.998,-0.713,-14.587,-21.545,-31.128,0.305,0.98,-0.312,42.542,5.676,-7.446
0.111,-1.145,-0.976,-69.336,-50.659,-17.944,0.315,1.036,-0.46,40.649,-9.399,-27.466
0.08,-1.369,-0.931,-155.029,-71.045,-6.165,0.297,1.036,-0.578,62.805,-25.513,-48.828
0.044,-1.281,-0.923,-238.22,-72.815,4.395,0.328,1.087,-0.714,116.211,-38.513,-59.57
0.117,-1.155,-0.909,-296.143,-66.65,9.827,0.359,1.084,-0.731,143.25,-47.913,-63.843
0.118,-0.966,-0.855,-323.975,-65.308,12.085,0.347,1.0,-0.597,131.47,-57.8,-65.796
0.134,-0.894,-0.795,-315.125,-61.218,8.606,0.308,1.027,-0.529,107.666,-56.03,-58.167
0.109,-0.79,-0.722,-277.039,-57.922,2.136,0.289,1.095,-0.47,92.102,-51.575,-46.936
0.076,-0.746,-0.672,-227.539,-58.96,-4.211,0.289,1.15,-0.408,88.928,-48.523,-35.156
0.033,-0.715,-0.587,-176.147,-59.692,-10.925,0.301,1.155,-0.361,92.102,-45.288,-24.719
0.051,-0.728,-0.502,-126.892,-53.65,-16.235,0.309,1.079,-0.335,98.267,-42.175,-18.25
0.084,-0.777,-0.445,-86.548,-44.128,-17.7,0.31,1.003,-0.334,101.685,-38.086,-12.024
0.074,-0.847,-0.407,-60.913,-33.325,-16.907,0.308,0.922,-0.333,98.694,-31.738,-4.883
0.054,-0.919,-0.387,-50.964,-20.203,-15.869,0.305,0.871,-0.323,86.121,-24.719,3.235
0.054,-0.987,-0.345,-54.382,-4.456,-14.648,0.3,0.841,-0.265,66.162,-16.602,10.803
0.074,-1.028,-0.271,-68.665,13.428,-13.672,0.294,0.823,-0.18,45.776,-4.761,15.32
0.096,-1.017,-0.189,-86.426,32.043,-11.78,0.296,0.841,-0.099,28.687,10.742,17.822
0.115,-0.981,-0.092,-102.112,48.462,-8.423,0.316,0.869,-0.015,17.334,25.33,17.334
0.129,-0.935,0.033,-115.295,62.073,-6.226,0.325,0.871,0.099,13.123,37.537,14.099
0.135,-0.908,0.148,-124.146,72.754,-5.737,0.328,0.871,0.195,14.587,45.776,11.108
0.123,-0.86,0.235,-126.892,79.163,-4.822,0.332,0.925,0.245,21.729,47.852,10.559
0.14,-0.839,0.306,-126.526,83.679,-5.188,0.347,0.952,0.282,38.696,46.814,8.911
0.139,-0.818,0.371,-123.596,88.257,-4.456,0.352,0.927,0.302,58.105,45.776,4.944
0.092,-0.754,0.375,-117.554,92.712,-2.258,0.35,0.9,0.305,69.702,47.363,1.77
0.112,-0.773,0.458,-103.088,94.177,-3.662,0.341,0.868,0.304,73.669,50.476,-0.488
0.115,-0.797,0.512,-89.722,96.008,-7.324,0.335,0.85,0.324,70.984,53.528,0.244
0.132,-0.804,0.562,-80.322,100.098,-7.08,0.333,0.821,0.358,63.11,56.946,3.845
0.147,-0.78,0.605,-72.266,102.051,-6.653,0.345,0.799,0.393,50.659,61.768,9.216
0.143,-0.767,0.651,-65.247,102.356,-7.446,0.358,0.774,0.43,36.011,66.528,15.32
0.157,-0.76,0.695,-57.922,103.149,-8.118,0.366,0.768,0.463,21.79,69.397,20.752
0.175,-0.743,0.738,-48.95,103.271,-8.362,0.375,0.785,0.489,8.362,70.313,25.818
0.182,-0.741,0.783,-39.734,100.83,-9.521,0.379,0.793,0.532,-2.991,69.458,29.602
0.18,-0.752,0.822,-29.602,95.825,-10.559,0.371,0.842,0.572,-10.986,67.078,32.654
0.175,-0.776,0.843,-20.569,89.844,-12.451,0.365,0.876,0.6,-9.705,64.27,34.729
0.161,-0.789,0.863,-17.09,83.313,-15.686,0.364,0.874,0.635,2.93,61.157,35.156
0.15,-0.776,0.88,-19.592,76.538,-20.142,0.371,0.859,0.652,18.677,58.105,34.302
0.138,-0.75,0.896,-25.757,70.313,-24.597,0.376,0.803,0.652,31.189,55.42,31.921
0.139,-0.697,0.905,-33.508,64.941,-28.015,0.362,0.737,0.668,40.039,53.101,28.687
0.147,-0.635,0.909,-39.246,59.998,-28.687,0.349,0.683,0.665,43.64,51.331,26.306
0.139,-0.577,0.908,-41.26,54.871,-26.672,0.33,0.635,0.673,40.039,50.415,24.841
0.123,-0.548,0.905,-38.879,49.683,-23.987,0.319,0.608,0.693,29.175,50.354,24.536
0.111,-0.53,0.894,-32.532,44.617,-20.813,0.316,0.606,0.701,13.428,50.476,26.184
0.091,-0.532,0.889,-24.231,40.039,-18.188,0.308,0.634,0.726,-1.892,49.377,29.419
0.073,-0.541,0.881,-15.991,35.95,-16.357,0.312,0.666,0.744,-14.404,47.791,32.043
0.064,-0.563,0.874,-8.423,33.02,-14.465,0.299,0.706,0.763,-23.193,45.471,32.715
0.063,-0.589,0.865,-2.93,31.189,-13.062,0.283,0.758,0.75,-25.085,43.152,32.227
0.066,-0.608,0.854,0.916,29.053,-11.658,0.26,0.778,0.744,-18.127,40.344,30.396
0.068,-0.624,0.842,3.967,25.818,-10.559,0.25,0.766,0.726,-5.859,37.415,27.954
0.061,-0.65,0.83,5.981,21.606,-9.399,0.241,0.734,0.704,4.822,33.691,25.024
0.057,-0.678,0.811,5.798,17.395,-8.057,0.235,0.704,0.676,10.132,28.748,21.362
0.049,-0.707,0.791,4.089,13.428,-6.042,0.24,0.69,0.656,11.353,22.705,17.578
0.038,-0.731,0.77,0.854,9.155,-4.333,0.24,0.726,0.626,10.803,15.991,15.015
0.032,-0.76,0.745,-3.113,5.493,-2.93,0.245,0.759,0.607,10.986,8.667,11.719
0.021,-0.775,0.721,-8.362,2.563,-1.648,0.233,0.787,0.603,13.123,3.845,7.874
0.013,-0.787,0.702,-13.672,0.122,-0.977,0.225,0.799,0.588,16.968,2.808,3.662
0.011,-0.794,0.675,-17.822,-0.916,-0.977,0.236,0.793,0.571,21.545,4.028,0.183
0.008,-0.792,0.657,-19.226,-1.343,-0.854,0.241,0.784,0.562,23.804,5.249,-2.136
0.01,-0.788,0.648,-18.066,-1.831,-1.587,0.242,0.774,0.545,23.743,5.737,-3.052
0.016,-0.787,0.647,-14.221,-2.319,-2.625,0.241,0.774,0.528,23.621,6.104,-3.54
0.023,-0.795,0.649,-9.583,-3.113,-3.784,0.241,0.783,0.517,22.888,7.08,-3.906
0.03,-0.809,0.652,-5.432,-4.15,-4.272,0.239,0.79,0.501,20.691,8.179,-4.272
0.044,-0.818,0.645,-3.235,-5.493,-4.272,0.252,0.803,0.488,16.357,9.155,-3.601
0.05,-0.832,0.644,-1.526,-7.751,-3.418,0.259,0.839,0.475,10.437,9.888,-1.77
0.053,-0.855,0.635,-0.061,-10.925,-2.563,0.267,0.871,0.47,5.31,10.681,0.244
0.051,-0.882,0.621,-0.122,-14.038,-1.526,0.282,0.889,0.469,2.136,10.559,1.587
0.051,-0.898,0.6,-2.625,-16.907,-0.366,0.287,0.892,0.475,0.916,9.521,2.258
0.047,-0.906,0.573,-7.141,-19.531,0.488,0.286,0.884,0.476,1.404,8.057,1.892
0.045,-0.896,0.548,-13.0,-21.301,0.977,0.287,0.884,0.471,2.808,7.69,1.465
0.044,-0.882,0.525,-16.663,-22.339,2.136,0.294,0.88,0.463,4.822,7.568,0.549
0.039,-0.864,0.505,-17.334,-23.193,2.808,0.291,0.872,0.452,7.751,6.409,-0.977
0.035,-0.852,0.488,-15.137,-23.01,3.235,0.294,0.855,0.45,10.742,3.906,-2.075
0.04,-0.854,0.479,-10.498,-21.851,4.639,0.288,0.844,0.434,12.573,0.244,-2.747
0.04,-0.823,0.451,-4.883,-20.02,7.019,0.283,0.833,0.429,13.245,-3.113,-3.418
0.03,-0.825,0.447,1.892,-20.081,7.019,0.28,0.835,0.422,12.146,-6.775,-4.272
0.026,-0.851,0.445,10.132,-20.813,6.47,0.269,0.846,0.41,10.437,-9.46,-5.371
0.03,-0.876,0.435,15.869,-20.935,5.92,0.27,0.868,0.376,8.423,-10.376,-6.775
0.031,-0.891,0.437,17.578,-21.362,5.676,0.263,0.897,0.361,7.568,-11.108,-8.118
0.034,-0.901,0.44,15.198,-21.729,5.371,0.246,0.918,0.344,7.446,-11.78,-9.094
0.042,-0.901,0.442,10.132,-21.667,5.737,0.242,0.933,0.322,7.874,-11.597,-9.094
0.043,-0.894,0.432,3.601,-22.278,6.775,0.239,0.931,0.323,8.484,-11.414,-8.728
0.044,-0.884,0.43,-2.319,-23.621,8.118,0.236,0.932,0.312,9.033,-10.437,-7.874
0.041,-0.869,0.421,-7.69,-24.048,9.399,0.231,0.926,0.321,10.193,-9.033,-6.409
0.042,-0.865,0.415,-10.864,-23.56,10.437,0.234,0.919,0.33,11.23,-7.263,-4.883
0.042,-0.87,0.415,-10.62,-22.339,11.047,0.244,0.906,0.34,12.512,-5.005,-3.113
0.043,-0.879,0.414,-7.812,-20.874,11.414,0.254,0.881,0.35,13.428,-2.93,-2.563
0.042,-0.892,0.419,-3.906,-19.714,10.559,0.268,0.867,0.354,12.329,-2.319,-2.197
0.036,-0.914,0.422,0.427,-18.799,9.277,0.28,0.868,0.349,9.583,-2.258,-1.465
0.036,-0.929,0.431,3.235,-17.395,7.446,0.279,0.875,0.352,7.446,-2.686,-1.16
0.041,-0.935,0.426,4.15,-16.113,5.31,0.286,0.878,0.35,5.737,-3.54,-0.977
0.042,-0.928,0.43,3.784,-15.076,2.93,0.289,0.885,0.353,4.272,-4.578,-0.854
0.038,-0.914,0.436,2.93,-14.648,1.221,0.288,0.893,0.353,2.686,-5.92,-0.977
0.034,-0.899,0.438,1.404,-14.526,-0.305,0.287,0.905,0.347,2.686,-7.446,-1.343
0.035,-0.887,0.436,0.183,-14.343,-0.854,0.286,0.908,0.351,3.906,-8.728,-1.648
0.036,-0.88,0.435,-1.587,-14.038,-1.099,0.279,0.893,0.35,5.188,-9.399,-2.258
0.031,-0.869,0.435,-3.479,-13.611,-0.61,0.269,0.878,0.345,5.676,-9.521,-2.38
0.026,-0.86,0.433,-4.578,-13.0,0.244,0.259,0.871,0.344,5.127,-9.216,-1.892
0.015,-0.851,0.438,-4.883,-12.024,0.977,0.255,0.862,0.336,3.296,-8.179,-1.221
0.001,-0.846,0.44,-4.822,-10.498,1.038,0.257,0.861,0.336,0.061,-7.08,-0.366
-0.001,-0.845,0.444,-3.601,-8.545,1.343,0.254,0.865,0.339,-3.174,-5.737,0.793
0.0,-0.843,0.452,-1.953,-6.836,0.854,0.253,0.872,0.341,-5.127,-4.639,1.648
-0.002,-0.838,0.454,-0.305,-5.066,0.61,0.248,0.878,0.342,-6.287,-3.662,2.38
-0.001,-0.836,0.455,1.16,-3.601,0.61,0.243,0.872,0.34,-7.324,-2.93,2.93
0.001,-0.844,0.458,2.136,-2.197,0.916,0.244,0.885,0.337,-8.057,-2.441,3.784
-0.001,-0.85,0.461,2.197,-0.549,1.282,0.243,0.898,0.339,-8.606,-2.075,3.845
0.002,-0.855,0.467,2.075,0.916,2.197,0.241,0.906,0.343,-6.958,-1.16,2.808
0.009,-0.86,0.474,1.77,2.014,2.747,0.244,0.907,0.352,-4.7,-0.305,1.831
0.013,-0.865,0.48,1.587,2.38,2.808,0.243,0.913,0.356,-2.747,0.122,1.282
0.006,-0.869,0.486,1.404,2.441,2.93,0.24,0.91,0.356,-1.038,0.488,0.61
0.006,-0.866,0.491,1.038,2.502,2.869,0.239,0.9,0.357,0.793,0.793,0.305
0.007,-0.864,0.485,1.16,2.563,2.197,0.238,0.89,0.356,2.136,0.732,0.305
0.008,-0.866,0.486,2.319,2.38,2.075,0.235,0.88,0.359,2.563,1.282,0.793
0.003,-0.863,0.49,3.418,2.686,1.831,0.237,0.884,0.362,1.709,2.319,1.465
0.005,-0.865,0.495,4.333,3.052,1.648,0.238,0.878,0.368,1.465,3.479,1.831
-0.385,-1.358,-3.479,187.622,85.266,15.198,-0.908,1.817,-1.271,-268.25,212.341,97.961
-0.233,-1.775,-1.288,146.973,111.023,1.892,0.035,0.721,-1.636,-174.255,150.085,49.927
-0.161,-1.982,-0.611,52.063,107.544,-21.179,-0.102,1.371,-0.508,-72.205,73.975,65.369
-0.121,-1.594,-0.249,12.329,34.424,-22.766,-0.233,1.452,-0.208,-16.602,27.283,42.542
-0.118,-1.343,-0.24,11.353,-3.113,-32.776,-0.164,1.422,-0.452,24.292,19.287,17.151
0.024,-1.289,-0.421,1.77,-21.973,-26.917,-0.084,1.271,-0.526,80.872,-7.874,-11.902
0.095,-1.166,-0.587,-33.875,-42.542,-11.719,-0.012,1.244,-0.663,138.611,-44.434,-35.767
0.03,-1.202,-0.768,-76.66,-58.899,-0.366,-0.044,1.077,-0.63,169.006,-74.646,-53.406
0.002,-1.249,-0.859,-98.877,-57.8,-0.977,-0.112,0.932,-0.753,170.471,-87.463,-68.298
-0.224,-1.268,-0.871,-119.507,-39.551,-5.493,-0.022,0.848,-0.772,151.794,-75.012,-71.655
-0.084,-1.168,-0.814,-143.799,-6.714,-8.057,-0.027,0.919,-0.654,127.747,-63.538,-62.073
0.003,-1.026,-0.718,-158.569,21.301,-11.963,-0.009,0.928,-0.527,103.943,-50.476,-51.208
0.091,-0.93,-0.603,-146.179,29.114,-22.278,-0.022,0.901,-0.476,85.449,-31.738,-40.588
0.113,-0.904,-0.455,-115.662,23.01,-35.217,-0.004,0.933,-0.448,68.054,-13.062,-28.503
0.104,-0.942,-0.339,-84.961,15.747,-44.434,0.024,0.972,-0.373,52.124,1.526,-18.555
0.116,-1.0,-0.244,-65.613,10.132,-47.363,0.029,0.987,-0.34,41.138,14.465,-14.587
0.11,-1.021,-0.152,-61.584,4.761,-45.654,0.048,1.005,-0.328,34.912,26.428,-13.611
0.097,-1.033,-0.095,-70.007,-0.122,-39.673,0.053,1.038,-0.294,33.813,36.133,-14.465
0.079,-1.042,-0.106,-82.886,-1.526,-31.311,0.058,1.069,-0.281,38.818,45.349,-16.479
0.056,-1.027,-0.152,-93.079,1.831,-22.888,0.077,1.068,-0.249,50.476,54.016,-19.653
0.039,-1.045,-0.19,-101.868,10.742,-17.395,0.097,1.042,-0.212,64.575,62.317,-23.682
0.008,-1.074,-0.224,-109.68,26.245,-16.479,0.112,0.985,-0.186,76.965,69.946,-28.137
-0.008,-1.06,-0.191,-116.76,46.631,-18.25,0.134,0.93,-0.144,84.351,76.843,-31.189
0.007,-1.003,-0.094,-121.704,69.214,-20.264,0.165,0.879,-0.093,85.266,83.13,-32.715
0.063,-0.953,0.032,-122.253,90.82,-22.583,0.203,0.84,-0.046,80.933,87.769,-31.433
0.161,-0.919,0.181,-116.455,106.201,-24.841,0.198,0.79,-0.005,72.449,90.942,-27.893
0.202,-0.894,0.301,-106.567,112.549,-27.954,0.219,0.792,0.031,58.472,93.079,-22.949
0.203,-0.908,0.399,-98.389,112.122,-30.579,0.251,0.818,0.06,41.565,92.896,-17.883
0.206,-0.91,0.473,-94.849,110.474,-30.64,0.246,0.835,0.126,28.32,91.98,-13.123
0.197,-0.887,0.538,-94.543,106.445,-30.029,0.215,0.868,0.218,18.738,92.285,-7.446
0.158,-0.846,0.595,-94.36,102.966,-29.663,0.216,0.909,0.264,13.245,96.436,-2.319
0.164,-0.79,0.64,-92.896,102.783,-30.212,0.249,0.927,0.318,14.282,101.318,0.977
0.159,-0.747,0.69,-90.881,102.112,-32.715,0.286,0.944,0.388,19.714,105.53,2.808
0.143,-0.712,0.769,-88.44,102.112,-34.607,0.315,0.961,0.447,26.062,109.131,2.441
0.132,-0.639,0.793,-87.463,105.591,-33.508,0.349,0.959,0.483,33.02,111.633,-0.122
0.152,-0.594,0.852,-83.984,107.117,-34.18,0.382,0.959,0.519,40.1,111.45,-3.357
0.162,-0.591,0.914,-75.806,106.018,-36.194,0.4,0.947,0.573,46.326,109.985,-6.531
0.196,-0.571,0.923,-62.561,103.76,-35.4,0.439,0.917,0.622,50.659,106.689,-7.996
0.193,-0.554,0.922,-48.889,96.069,-34.729,0.474,0.89,0.669,51.636,100.22,-6.042
0.204,-0.551,0.934,-36.316,86.243,-35.828,0.499,0.863,0.7,44.983,90.515,-0.732
0.184,-0.538,0.946,-26.184,75.317,-37.476,0.504,0.844,0.722,32.776,78.552,8.179
0.175,-0.516,0.942,-17.578,65.552,-39.368,0.502,0.828,0.73,18.066,65.491,18.616
0.16,-0.5,0.929,-9.644,56.702,-41.199,0.47,0.809,0.736,4.517,53.711,28.87
0.142,-0.49,0.912,-1.831,47.791,-41.504,0.435,0.789,0.724,-6.165,43.884,37.292
0.136,-0.479,0.892,5.31,39.856,-40.71,0.391,0.773,0.71,-14.099,36.316,42.908
0.122,-0.481,0.879,11.902,33.203,-39.551,0.358,0.746,0.694,-18.066,30.396,45.532
0.102,-0.49,0.869,17.578,28.32,-37.598,0.335,0.741,0.671,-20.264,25.818,45.776
0.09,-0.5,0.858,21.24,23.926,-34.729,0.295,0.75,0.647,-21.301,21.973,42.786
0.079,-0.507,0.839,21.667,19.897,-31.555,0.258,0.763,0.611,-19.165,18.921,36.499
0.042,-0.516,0.824,20.142,16.235,-27.466,0.237,0.787,0.572,-12.939,17.212,28.259
0.012,-0.521,0.813,15.381,15.137,-22.217,0.211,0.801,0.53,-5.432,15.503,20.264
0.012,-0.536,0.8,10.193,16.602,-16.479,0.186,0.828,0.505,0.488,14.038,14.343
0.024,-0.558,0.784,6.531,18.311,-10.559,0.165,0.845,0.489,6.104,14.587,9.583
0.021,-0.583,0.784,4.7,17.761,-5.432,0.172,0.831,0.484,11.353,17.09,6.348
0.014,-0.612,0.779,3.601,16.113,-2.808,0.183,0.816,0.473,13.0,19.714,6.409
0.03,-0.628,0.807,3.906,14.648,-0.916,0.187,0.799,0.475,9.888,20.386,8.728
0.002,-0.67,0.787,6.287,10.742,0.793,0.172,0.812,0.461,4.15,20.447,11.108
-0.007,-0.694,0.781,6.226,8.301,1.343,0.185,0.829,0.443,-0.488,22.095,12.512
-0.001,-0.707,0.773,5.737,7.629,1.648,0.201,0.833,0.446,-2.563,23.743,12.39
0.001,-0.708,0.793,6.592,5.92,1.526,0.196,0.855,0.434,-3.845,25.391,11.23
0.019,-0.728,0.769,13.184,0.854,0.183,0.201,0.856,0.456,-2.502,26.428,8.972
-0.007,-0.742,0.746,18.066,-2.319,-0.854,0.223,0.874,0.453,-1.709,26.428,7.935
0.001,-0.752,0.728,14.893,-3.113,-1.526,0.291,0.865,0.451,-3.052,24.109,7.629
-0.001,-0.774,0.731,9.521,-4.15,-1.343,0.224,0.91,0.426,-3.723,22.034,9.216
-0.004,-0.782,0.732,5.31,-5.127,-0.854,0.202,0.933,0.414,0.0,15.808,9.033
0.001,-0.78,0.722,3.845,-6.592,0.549,0.229,0.943,0.416,7.69,12.878,5.249
0.001,-0.79,0.705,3.479,-8.911,2.258,0.241,0.925,0.426,12.207,10.681,3.418
0.002,-0.8,0.685,3.723,-12.268,4.15,0.241,0.892,0.434,14.038,7.446,3.235
-0.005,-0.818,0.669,4.211,-16.174,5.493,0.234,0.862,0.422,13.123,4.211,2.38
-0.015,-0.843,0.645,3.723,-19.653,6.165,0.231,0.87,0.411,10.742,0.671,2.197
-0.022,-0.859,0.611,2.014,-22.827,6.775,0.238,0.883,0.416,8.85,-2.38,2.808
-0.03,-0.865,0.591,-0.122,-25.146,6.958,0.239,0.889,0.421,6.836,-5.005,3.723
-0.027,-0.865,0.556,-2.258,-26.428,6.653,0.239,0.88,0.409,4.333,-7.202,3.418
-0.036,-0.864,0.543,-3.296,-27.222,6.897,0.23,0.882,0.398,2.686,-9.583,2.747
-0.029,-0.856,0.532,-3.54,-27.588,7.263,0.216,0.905,0.387,2.93,-12.939,1.404
-0.025,-0.856,0.51,-3.052,-27.527,7.874,0.217,0.922,0.37,5.676,-13.916,-0.488
-0.042,-0.84,0.503,-3.113,-26.917,8.789,0.207,0.917,0.354,8.179,-13.733,-1.77
-0.038,-0.831,0.497,-2.686,-26.062,9.583,0.194,0.902,0.323,9.216,-13.794,-2.869
-0.072,-0.848,0.504,-2.502,-24.78,9.094,0.176,0.909,0.306,10.132,-15.503,-4.028
