aX,aY,aZ,gX,gY,gZ
0.103,0.891,0.375,-3.784,0.732,-1.343
0.107,0.894,0.380,-4.639,1.831,-0.183
0.115,0.900,0.385,-5.005,2.625,0.671
0.122,0.905,0.397,-4.639,3.723,0.793
0.132,0.910,0.412,-4.333,4.395,0.549
0.141,0.916,0.421,-4.089,4.333,0.488
0.141,0.922,0.432,-2.380,3.967,0.732
0.144,0.920,0.437,0.366,3.784,0.366
0.143,0.909,0.435,2.136,3.540,-0.183
0.137,0.901,0.431,2.563,3.174,-0.549
0.135,0.894,0.426,2.319,2.808,-0.610
0.139,0.892,0.424,1.282,2.136,-0.305
0.135,0.888,0.424,-0.427,1.953,0.488
0.135,0.885,0.422,-2.136,2.197,1.282
-0.566,1.137,-1.457,11.414,-217.651,26.184
-0.624,1.136,-1.527,6.897,-194.214,29.480
-1.183,1.079,-1.626,-1.648,-163.086,29.358
-1.101,1.400,-3.731,-49.561,-32.837,41.443
-1.502,0.282,-1.657,-84.534,215.393,39.246
-0.442,0.835,-0.525,-61.340,124.756,19.836
-0.312,1.751,-0.837,-31.372,4.211,16.479
-0.371,1.424,-0.250,63.477,-45.410,-15.930
-0.237,1.245,-0.716,134.155,-51.331,-48.645
-0.132,0.914,-0.877,154.663,-46.021,-70.374
-0.074,0.836,-0.802,145.508,-58.838,-81.787
-0.067,0.817,-0.753,125.305,-58.716,-90.759
-0.004,0.858,-0.599,100.769,-43.579,-88.318
0.037,0.939,-0.492,71.533,-20.142,-75.928
0.081,0.995,-0.426,41.992,-0.122,-56.274
0.105,1.018,-0.421,18.127,14.465,-33.813
0.106,1.055,-0.379,-3.357,20.081,-8.789
0.108,1.070,-0.335,-22.034,23.987,10.437
0.110,1.080,-0.305,-35.400,30.151,21.423
0.089,1.085,-0.279,-42.053,36.926,26.001
0.078,1.068,-0.253,-39.795,45.105,27.100
0.053,1.044,-0.213,-29.053,54.626,25.757
0.037,1.032,-0.179,-13.611,65.857,21.240
0.031,0.968,-0.107,7.812,78.491,13.916
0.047,0.875,-0.017,27.039,89.844,5.798
0.052,0.781,0.050,33.203,97.717,-1.160
0.037,0.745,0.123,29.968,102.234,-8.057
0.045,0.768,0.161,25.146,108.032,-17.639
0.085,0.817,0.211,20.691,114.624,-29.785
0.127,0.883,0.292,18.860,120.605,-39.673
0.150,0.938,0.346,18.860,125.916,-46.082
0.169,0.985,0.432,18.738,132.507,-48.706
0.215,1.000,0.500,15.320,140.198,-45.532
0.347,0.951,0.590,-0.610,138.977,-34.119
0.341,1.025,0.595,-26.978,116.638,-19.470
0.270,1.025,0.594,-34.912,111.755,-6.287
0.244,1.016,0.575,-29.907,112.915,0.305
0.246,1.022,0.604,-19.287,113.464,5.798
0.285,1.013,0.676,-10.559,110.168,11.658
0.331,0.972,0.692,-10.559,102.600,16.052
0.333,0.944,0.700,-15.808,90.576,18.311
0.299,0.943,0.715,-18.188,78.430,18.127
0.267,0.960,0.706,-14.526,69.519,15.808
0.253,0.993,0.687,-4.944,64.697,11.353
0.260,1.000,0.655,10.315,62.134,4.395
0.251,0.986,0.648,29.724,60.425,-2.686
0.237,0.935,0.636,47.913,59.265,-8.789
0.231,0.880,0.626,59.326,58.167,-13.794
0.254,0.839,0.616,62.378,56.396,-15.198
0.237,0.795,0.627,59.204,54.016,-11.414
0.224,0.777,0.608,48.706,50.171,-5.066
0.208,0.771,0.601,34.729,47.302,2.380
0.198,0.771,0.580,19.104,46.448,11.353
0.208,0.788,0.573,4.822,45.044,19.836
0.211,0.820,0.567,-3.662,42.480,27.100
0.203,0.858,0.551,-8.728,39.124,31.860
0.186,0.878,0.536,-9.277,36.499,33.875
0.187,0.875,0.515,-3.723,34.790,32.166
0.171,0.886,0.498,5.737,32.043,28.503
0.154,0.879,0.473,15.991,28.137,22.827
0.144,0.860,0.454,25.269,24.597,16.113
0.141,0.839,0.446,32.837,20.996,10.010
0.136,0.828,0.434,37.781,17.517,5.066
0.136,0.811,0.417,40.527,14.526,0.488
0.137,0.801,0.420,41.443,11.658,-2.563
0.141,0.794,0.416,39.368,9.521,-4.211
0.144,0.798,0.415,35.156,7.812,-5.066
0.147,0.804,0.411,30.090,6.165,-5.615
0.138,0.838,0.406,26.062,4.150,-6.104
0.117,0.885,0.367,22.095,1.648,-6.287
0.098,0.926,0.331,19.653,0.854,-5.615
0.102,0.923,0.307,19.775,0.732,-5.188
0.109,0.925,0.300,18.494,0.549,-4.639
0.117,0.936,0.299,16.174,0.732,-4.456
0.112,0.947,0.304,14.465,0.549,-5.005
0.112,0.947,0.308,14.771,0.671,-7.080
0.128,0.934,0.306,16.174,0.366,-9.338
0.121,0.938,0.313,18.066,-1.953,-11.353
0.112,0.931,0.299,18.921,-5.737,-13.367
0.103,0.941,0.285,16.785,-10.620,-14.893
0.088,0.956,0.265,11.597,-16.174,-15.686
0.079,0.970,0.237,5.615,-20.752,-15.320
0.073,0.981,0.218,1.160,-22.766,-13.916
0.066,0.991,0.208,-1.221,-22.949,-12.512
0.060,1.002,0.210,-1.709,-21.545,-11.292
0.059,0.997,0.206,-1.404,-18.738,-10.559
0.063,0.998,0.212,-0.916,-15.991,-9.521
0.065,0.987,0.214,-0.549,-14.160,-9.155
0.067,0.984,0.210,0.549,-12.634,-8.972
0.074,0.976,0.221,2.014,-11.719,-9.216
0.073,0.974,0.220,2.441,-11.169,-9.766
0.074,0.973,0.222,2.380,-10.559,-10.010
0.077,0.969,0.222,2.075,-10.254,-9.766
0.081,0.973,0.222,1.282,-10.193,-9.644
0.084,0.977,0.225,0.061,-9.766,-9.094
0.084,0.976,0.231,-0.977,-8.728,-8.179
0.082,0.977,0.236,-1.526,-7.385,-6.653
0.091,0.973,0.243,-1.770,-5.493,-4.944
0.092,0.968,0.259,-2.014,-3.906,-2.930
0.091,0.967,0.268,-2.258,-2.869,-1.282
0.090,0.961,0.275,-2.258,-1.953,1.038
0.103,0.957,0.278,-1.953,-0.488,2.869
0.109,0.957,0.289,-2.014,0.610,4.395
0.104,0.958,0.286,-3.052,1.038,5.798
0.101,0.951,0.290,-3.845,1.709,6.897
0.104,0.941,0.293,-4.150,2.502,7.080
0.108,0.939,0.296,-4.150,3.113,7.385
0.117,0.928,0.299,-4.333,3.113,7.080
0.117,0.927,0.302,-5.493,2.502,6.348
0.116,0.928,0.313,-5.920,1.770,5.554
0.117,0.933,0.313,-5.798,1.343,4.883
0.117,0.933,0.313,-5.737,0.732,4.211
0.109,0.939,0.309,-5.981,0.549,4.028
0.105,0.943,0.304,-5.310,1.160,3.662
0.106,0.939,0.305,-3.662,2.686,2.808
0.109,0.935,0.309,-1.526,3.967,1.953
0.108,0.931,0.311,-0.183,4.028,1.892
0.104,0.934,0.311,-0.183,3.296,2.075
0.107,0.940,0.307,-0.183,3.601,1.953
0.854,0.726,1.140,-19.104,63.843,25.818
0.879,0.763,1.140,-25.757,31.799,24.475
0.885,0.813,1.114,-28.625,-4.089,23.376
0.879,0.862,1.043,-26.123,-39.795,23.499
0.852,0.845,0.964,-19.714,-73.425,24.475
0.829,0.783,0.871,-14.099,-106.445,25.574
0.797,0.722,0.802,-14.648,-134.766,26.550
0.773,0.723,0.715,-19.470,-156.250,27.588
0.780,0.759,0.604,-29.785,-171.631,27.649
0.767,0.802,0.537,-41.931,-185.608,24.109
0.716,0.866,0.472,-48.584,-200.012,19.470
0.676,0.924,0.408,-47.913,-215.271,14.526
0.610,0.953,0.331,-40.466,-230.713,7.874
0.506,0.994,0.211,-32.898,-244.263,2.197
0.425,1.048,0.057,-28.137,-254.761,-1.282
0.375,1.062,-0.084,-21.484,-260.071,-3.540
0.333,1.065,-0.177,-13.672,-263.123,-4.822
0.304,1.033,-0.252,-10.620,-266.968,-5.188
0.261,1.012,-0.301,-13.611,-274.902,-5.127
0.213,1.008,-0.352,-19.531,-282.349,-3.784
0.224,1.017,-0.435,-21.606,-287.842,-3.906
0.135,1.139,-0.572,-17.273,-293.640,-3.723
0.031,1.224,-0.796,-4.822,-291.626,-1.526
-0.103,1.286,-0.968,14.648,-278.992,3.174
-0.205,1.253,-1.106,32.654,-256.775,7.385
-0.290,1.241,-1.208,43.213,-227.539,9.338
-2.026,1.162,-1.812,43.640,-196.716,11.169
0.397,1.815,-3.989,-54.321,-39.307,46.265
-1.496,0.036,-0.978,-261.963,15.381,41.931
-0.679,1.070,-0.741,-177.917,-68.298,69.275
-0.125,2.206,-0.505,-54.077,-26.917,85.449
-0.020,1.222,-0.442,58.472,-42.419,17.273
-0.094,1.151,-0.884,73.792,-66.040,-5.310
-0.279,0.940,-1.152,73.242,-81.543,-14.038
-0.236,0.974,-0.900,91.187,-79.895,-30.334
-0.420,0.822,-0.925,101.868,-25.635,-47.791
-0.273,0.648,-0.988,96.680,25.391,-57.800
-0.156,0.587,-0.801,65.063,53.955,-52.124
-0.063,0.637,-0.532,16.602,67.383,-37.354
-0.021,0.706,-0.361,-25.330,75.500,-22.888
0.041,0.749,-0.251,-50.903,80.444,-13.062
0.065,0.768,-0.169,-59.448,82.458,-9.094
0.105,0.818,-0.143,-58.289,81.177,-9.888
0.136,0.865,-0.101,-53.467,78.308,-16.174
0.156,0.924,-0.039,-45.166,76.660,-25.330
0.125,1.017,-0.002,-31.494,78.369,-33.997
0.058,1.032,0.025,-12.207,85.510,-40.527
0.029,1.001,0.072,1.770,95.093,-42.908
0.024,0.960,0.122,6.592,106.750,-41.260
0.042,0.948,0.184,4.150,118.042,-38.574
0.084,0.952,0.259,-2.502,125.732,-36.743
0.121,0.989,0.323,-12.451,130.798,-35.339
0.146,1.043,0.382,-21.973,134.399,-34.424
0.162,1.110,0.443,-26.428,136.292,-33.997
0.182,1.171,0.478,-24.292,135.010,-32.898
0.194,1.208,0.472,-18.494,129.761,-30.762
0.203,1.236,0.467,-12.451,120.911,-26.611
0.192,1.241,0.467,-5.066,110.718,-22.156
0.196,1.201,0.454,4.883,101.929,-17.212
0.197,1.138,0.444,12.024,92.834,-12.146
0.197,1.074,0.421,14.099,84.290,-8.301
0.175,1.037,0.413,12.390,76.233,-5.188
0.148,1.018,0.409,7.751,70.496,-1.770
0.129,0.998,0.407,1.648,67.993,1.770
0.116,0.978,0.437,-4.761,68.481,5.554
0.111,0.981,0.445,-9.460,72.449,8.484
0.111,0.970,0.485,-9.521,78.430,8.484
0.122,0.972,0.486,-6.409,84.412,6.653
0.149,0.966,0.490,-0.122,91.125,3.723
0.156,0.970,0.493,5.920,94.604,1.343
0.161,0.967,0.489,8.728,96.375,1.282
0.179,0.959,0.485,7.385,96.802,3.662
0.198,0.955,0.491,2.686,93.872,7.141
0.211,0.965,0.510,-3.784,87.097,11.536
0.199,0.977,0.502,-11.108,79.102,16.724
0.281,0.956,0.455,-16.418,68.909,21.057
0.194,0.988,0.505,-18.311,54.932,25.085
0.193,0.970,0.419,-11.292,51.697,23.743
0.154,0.992,0.387,-1.160,47.180,20.508
0.157,0.959,0.363,11.780,43.945,18.494
0.159,0.916,0.372,18.311,41.687,15.808
0.164,0.893,0.359,20.569,37.231,13.184
0.167,0.897,0.346,21.667,30.457,11.047
0.150,0.929,0.324,21.118,22.217,9.705
0.132,0.958,0.286,20.752,14.160,8.606
0.114,0.981,0.257,22.705,8.301,8.423
0.102,0.967,0.253,25.146,4.517,9.216
0.087,0.908,0.216,22.095,2.563,9.155
0.041,0.903,0.207,16.113,3.418,7.751
0.057,0.938,0.224,14.099,5.310,7.446
0.083,0.960,0.219,12.268,7.446,10.864
0.085,0.957,0.209,7.935,6.897,14.526
0.077,0.954,0.206,4.333,4.517,17.334
0.084,0.959,0.217,4.517,1.709,17.456
0.090,0.969,0.217,6.653,0.000,16.724
0.095,0.964,0.208,6.531,-3.662,15.259
0.081,0.971,0.192,5.737,-9.155,13.672
0.052,0.977,0.202,6.592,-12.878,11.230
0.052,0.977,0.182,10.254,-13.977,9.888
0.058,0.973,0.175,13.855,-14.282,8.179
0.048,0.958,0.169,17.151,-13.855,5.859
0.043,0.948,0.162,18.982,-13.489,4.028
0.049,0.945,0.155,18.494,-13.367,2.502
0.043,0.942,0.155,16.174,-13.733,0.854
0.046,0.935,0.156,13.855,-13.794,0.061
0.029,0.950,0.172,12.085,-15.015,-0.366
0.024,0.958,0.166,10.254,-16.052,-0.122
0.017,0.972,0.164,8.545,-16.541,0.488
0.023,0.970,0.153,5.798,-16.418,1.099
0.015,0.972,0.151,2.808,-16.846,1.343
0.004,0.977,0.150,1.404,-16.479,1.648
0.000,0.979,0.149,2.686,-13.977,0.977
-0.002,0.969,0.156,6.348,-9.583,-0.366
0.008,0.942,0.170,8.911,-5.493,-1.831
0.011,0.933,0.168,8.362,-3.052,-2.441
0.006,0.940,0.174,6.897,-2.319,-2.991
0.010,0.938,0.176,5.798,-2.014,-3.479
0.010,0.949,0.178,4.761,-1.953,-3.723
0.015,0.945,0.175,4.456,-2.014,-4.517
0.161,1.343,-1.122,-22.583,-403.870,-45.959
-0.009,1.382,-1.339,-27.222,-377.930,-26.367
-0.110,1.411,-1.408,-26.184,-344.727,-7.996
-0.240,1.425,-1.278,-29.053,-316.284,5.981
-0.306,1.426,-1.232,-37.964,-285.645,18.005
-0.368,1.394,-1.244,-50.293,-252.319,26.672
-0.559,1.248,-2.033,-60.974,-215.454,32.837
-0.904,0.916,-1.833,-134.277,-113.953,47.302
-0.904,0.933,-1.185,-176.819,-43.091,36.987
0.046,1.206,-0.895,-96.680,-50.537,35.645
-0.103,1.284,-0.850,-34.607,-71.777,47.668
-0.150,1.081,-0.704,-19.348,-56.213,28.320
-0.191,0.922,-0.853,-14.526,-21.973,10.376
-0.067,0.884,-0.902,4.944,3.540,-10.498
0.006,0.922,-0.791,32.043,-0.183,-34.180
0.026,0.977,-0.761,55.176,7.324,-52.063
0.025,0.958,-0.690,67.261,20.996,-58.777
-0.033,0.922,-0.591,64.758,38.269,-53.040
-0.033,0.907,-0.504,55.664,58.350,-42.725
0.054,0.856,-0.413,45.715,78.186,-34.851
0.107,0.838,-0.317,30.518,93.994,-26.001
0.119,0.833,-0.232,10.437,105.530,-18.311
0.102,0.847,-0.150,-9.888,113.892,-12.390
0.127,0.854,-0.101,-23.743,120.605,-9.094
0.160,0.897,-0.037,-31.799,122.986,-8.484
0.190,0.953,0.013,-35.828,122.925,-10.315
0.191,1.016,0.056,-37.048,121.643,-15.320
0.184,1.101,0.073,-34.485,119.446,-19.958
0.150,1.178,0.087,-25.452,119.507,-23.560
0.111,1.201,0.142,-8.545,122.803,-25.269
0.086,1.209,0.204,8.423,129.639,-24.292
0.087,1.185,0.248,22.705,140.991,-21.118
0.102,1.118,0.309,33.508,152.771,-18.250
0.129,1.056,0.369,38.208,160.645,-15.259
0.152,1.037,0.428,34.424,164.551,-12.390
0.166,1.051,0.476,22.461,166.809,-9.338
0.198,1.071,0.501,8.240,170.105,-7.019
0.254,1.099,0.495,-2.930,173.218,-5.066
0.296,1.163,0.516,-8.484,172.791,-2.319
0.311,1.234,0.540,-10.132,167.969,1.953
0.310,1.285,0.551,-7.019,162.170,7.324
0.344,1.295,0.531,2.869,156.616,14.038
0.395,1.274,0.518,15.503,147.827,23.499
0.378,1.227,0.478,24.902,133.240,36.560
0.355,1.139,0.468,36.133,126.648,48.401
0.368,1.019,0.456,48.645,125.671,55.725
0.380,0.896,0.463,55.908,124.573,60.303
0.356,0.806,0.493,53.589,121.033,64.575
0.334,0.748,0.470,43.945,118.835,67.566
0.323,0.706,0.461,34.180,116.943,68.970
0.297,0.702,0.440,25.574,114.075,70.557
0.257,0.728,0.416,18.982,111.816,72.205
0.231,0.731,0.412,17.029,111.694,71.228
0.236,0.716,0.411,20.020,113.464,68.176
0.243,0.703,0.451,23.499,112.305,63.904
0.254,0.685,0.476,24.353,107.605,58.716
0.248,0.650,0.500,24.902,102.478,51.514
0.235,0.658,0.500,24.109,96.497,43.457
0.212,0.698,0.464,25.513,89.417,35.095
0.182,0.712,0.436,30.823,82.764,28.992
0.196,0.688,0.424,37.781,76.599,24.109
0.203,0.650,0.440,40.649,69.397,19.714
0.194,0.632,0.445,37.354,62.378,16.296
0.174,0.654,0.453,27.710,55.725,13.489
0.170,0.700,0.461,14.648,48.218,10.071
0.174,0.765,0.458,1.404,41.016,6.775
0.177,0.838,0.436,-7.507,33.997,2.869
0.165,0.922,0.402,-10.864,27.527,0.244
0.135,0.979,0.387,-8.423,22.583,-0.549
0.129,0.992,0.366,-2.991,19.287,-0.854
0.140,0.971,0.370,1.160,15.198,-0.977
0.122,0.964,0.374,2.502,11.230,0.366
0.104,0.957,0.369,1.282,7.751,1.282
0.100,0.951,0.365,-0.793,3.906,1.099
0.092,0.956,0.366,-2.502,-0.610,0.244
0.080,0.968,0.351,-2.869,-4.822,-1.160
0.067,0.974,0.337,-2.625,-9.766,-2.686
0.047,0.981,0.322,-1.892,-14.526,-4.700
0.028,0.992,0.289,-0.305,-18.311,-6.409
0.011,0.993,0.251,1.648,-20.874,-6.775
-0.006,0.996,0.219,3.845,-21.240,-6.531
-0.013,0.983,0.206,5.371,-19.653,-5.859
-0.012,0.969,0.211,4.639,-17.212,-5.371
-0.005,0.968,0.217,1.526,-14.771,-4.822
0.001,0.981,0.222,-2.075,-12.451,-4.822
0.006,0.997,0.235,-4.028,-10.925,-5.493
0.014,1.007,0.246,-4.028,-10.681,-6.470
0.024,1.007,0.250,-2.808,-11.963,-7.202
0.031,1.005,0.246,-1.221,-14.954,-8.179
0.035,1.005,0.240,0.061,-18.066,-8.911
0.036,0.998,0.233,1.587,-20.874,-9.338
0.039,0.985,0.229,3.174,-23.560,-9.583
0.040,0.974,0.229,3.723,-25.818,-9.766
0.034,0.978,0.213,2.930,-26.672,-9.949
0.022,0.990,0.190,2.197,-25.085,-9.888
0.029,0.979,0.182,2.808,-20.874,-9.766
0.024,0.964,0.195,3.784,-17.151,-9.338
0.032,0.940,0.196,3.906,-13.184,-9.033
0.044,0.936,0.204,1.282,-10.925,-7.751
0.047,0.941,0.208,-1.648,-10.254,-6.775
0.049,0.946,0.213,-2.563,-9.949,-6.958
0.058,0.941,0.219,-1.221,-9.644,-7.629
0.062,0.918,0.222,0.488,-9.766,-8.423
0.053,0.925,0.218,1.038,-10.742,-8.911
0.057,0.930,0.204,0.305,-11.414,-8.484
0.053,0.941,0.204,-0.916,-12.024,-6.592
0.047,0.951,0.202,-3.174,-11.719,-3.662
0.050,0.962,0.197,-5.310,-9.827,-1.648
0.057,0.966,0.194,-7.874,-7.385,0.122
0.061,0.974,0.200,-10.315,-5.737,1.770
0.064,0.977,0.208,-11.963,-4.700,2.869
0.061,0.977,0.216,-12.390,-4.272,3.174
0.066,0.992,0.212,-12.451,-4.700,3.357
0.060,1.003,0.207,-11.292,-5.798,3.174
0.057,0.998,0.207,-8.057,-6.958,2.502
0.054,0.989,0.214,-4.395,-7.996,1.404
0.050,0.978,0.217,-1.953,-8.789,-0.427
0.040,0.969,0.215,-0.244,-9.277,-1.831
0.031,0.964,0.210,1.099,-8.667,-2.502
-0.257,1.363,-1.153,14.038,-154.480,-14.343
-1.143,1.491,-1.972,20.813,-139.954,-14.954
-0.763,1.839,-4.000,19.348,76.782,-1.648
-1.122,0.450,-0.077,62.744,249.512,-25.330
0.028,0.830,-0.497,-21.240,108.765,-2.441
-0.389,1.792,-1.174,-80.322,-11.475,39.917
-0.114,1.182,-0.790,-12.207,-98.389,25.818
-0.069,1.161,-0.841,28.564,-105.408,22.583
-0.055,1.022,-0.992,28.503,-93.079,28.381
-0.134,0.934,-0.930,25.696,-81.299,24.109
-0.191,0.890,-0.893,22.583,-63.354,14.160
-0.254,0.860,-0.857,32.104,-37.415,4.456
-0.231,0.820,-0.702,41.016,-3.113,-2.563
-0.152,0.770,-0.574,38.757,37.781,-6.470
-0.055,0.733,-0.509,25.269,71.350,-5.676
-0.022,0.724,-0.388,5.066,89.478,-2.808
-0.020,0.721,-0.269,-12.268,98.145,0.000
0.000,0.731,-0.191,-26.245,103.760,1.526
0.028,0.775,-0.131,-36.621,107.666,-0.122
0.050,0.846,-0.079,-38.513,111.694,-5.249
0.071,0.921,-0.016,-33.508,114.563,-14.221
0.059,0.981,0.024,-24.292,120.056,-25.208
0.057,0.993,0.098,-12.329,129.761,-37.354
0.059,0.994,0.133,-2.808,137.695,-46.997
0.066,0.981,0.255,4.028,145.813,-51.208
0.084,0.990,0.366,4.211,151.184,-52.246
0.090,1.003,0.394,1.160,157.227,-50.964
0.163,0.987,0.473,-1.404,165.222,-47.974
0.177,1.020,0.529,-11.108,165.039,-42.725
0.252,1.034,0.597,-24.231,160.522,-34.912
0.268,1.069,0.609,-39.734,150.330,-26.306
0.249,1.129,0.570,-49.011,139.832,-19.287
0.244,1.208,0.547,-41.992,133.789,-12.634
0.290,1.228,0.548,-25.574,129.883,-6.775
0.330,1.215,0.561,-7.629,124.268,-0.122
0.338,1.179,0.578,5.127,114.197,6.348
0.333,1.089,0.573,14.954,101.929,9.277
0.311,1.018,0.564,21.790,89.050,10.132
0.283,0.958,0.547,25.574,77.026,9.827
0.249,0.925,0.515,26.672,66.345,8.667
0.206,0.910,0.475,26.001,56.885,8.118
0.163,0.898,0.438,26.489,50.537,6.775
0.141,0.885,0.415,27.466,47.485,5.005
0.132,0.876,0.387,27.710,46.082,1.770
0.118,0.874,0.356,28.809,47.302,-0.977
0.109,0.872,0.340,30.090,49.377,-2.441
0.120,0.868,0.331,30.884,52.307,-4.211
0.140,0.874,0.341,31.189,54.993,-6.287
0.156,0.882,0.362,29.785,55.054,-7.202
0.158,0.899,0.376,27.771,53.955,-7.080
0.168,0.909,0.372,25.940,52.917,-5.798
0.176,0.912,0.368,25.146,51.208,-5.798
0.172,0.911,0.358,24.963,47.852,-6.165
0.162,0.911,0.358,24.963,44.312,-6.042
0.167,0.894,0.354,24.414,41.016,-6.348
0.160,0.892,0.341,22.644,37.048,-6.348
0.160,0.888,0.350,22.339,32.166,-6.165
0.155,0.901,0.348,22.278,26.855,-5.554
0.156,0.893,0.341,21.545,22.034,-5.188
0.160,0.899,0.327,19.409,16.724,-5.127
0.150,0.912,0.320,16.602,11.169,-5.188
0.134,0.931,0.309,14.832,6.165,-5.676
0.117,0.944,0.299,14.709,3.418,-5.432
0.115,0.960,0.288,13.977,2.686,-3.723
0.117,0.946,0.286,11.597,2.930,-2.441
0.106,0.944,0.275,6.775,3.052,-1.892
0.105,0.954,0.264,1.953,2.319,-0.854
0.106,0.967,0.273,-1.465,-0.061,-0.244
0.104,0.979,0.265,-4.089,-2.502,0.305
0.092,0.987,0.245,-6.348,-4.944,0.183
0.079,0.996,0.234,-7.202,-8.667,-0.793
0.073,1.011,0.222,-5.676,-11.658,-1.831
0.063,1.013,0.216,-3.601,-13.306,-3.113
0.051,1.011,0.204,-1.587,-13.672,-4.272
0.049,1.010,0.189,0.488,-12.451,-4.639
0.052,1.011,0.186,2.014,-10.437,-5.127
0.056,1.012,0.186,3.357,-8.362,-5.676
0.056,1.008,0.195,4.517,-7.019,-6.042
0.059,1.004,0.200,5.249,-5.981,-5.554
0.065,0.997,0.199,5.798,-5.981,-4.700
0.074,0.999,0.196,5.798,-6.653,-4.395
0.069,1.000,0.197,5.066,-8.118,-4.150
0.067,0.994,0.198,5.188,-9.277,-3.479
0.072,0.983,0.196,5.127,-10.437,-2.686
0.068,0.974,0.192,4.639,-10.803,-2.319
0.074,0.975,0.188,4.883,-9.521,-2.380
0.078,0.971,0.189,4.944,-7.690,-2.686
0.077,0.967,0.196,4.150,-5.981,-2.563
0.082,0.966,0.203,3.113,-4.272,-2.197
0.094,0.959,0.210,2.380,-2.930,-1.770
0.101,0.964,0.214,1.343,-2.625,-1.526
0.101,0.971,0.213,-0.061,-3.174,-1.587
0.102,0.974,0.211,-0.671,-3.601,-0.977
0.103,0.972,0.208,-0.183,-4.395,-0.610
0.102,0.978,0.206,0.549,-4.944,-0.549
0.099,0.982,0.202,1.282,-4.578,-0.061
0.094,0.975,0.196,1.404,-4.272,1.221
0.087,0.967,0.193,0.549,-4.333,3.052
0.087,0.964,0.192,-0.732,-3.540,4.822
0.087,0.959,0.195,-2.380,-2.686,5.859
0.087,0.962,0.193,-3.662,-2.258,6.531
0.089,0.964,0.194,-4.150,-2.014,6.836
0.091,0.966,0.193,-3.723,-1.831,6.409
0.089,0.962,0.194,-2.930,-2.197,5.676
0.086,0.961,0.195,-2.441,-2.625,5.249
0.089,0.959,0.191,-2.136,-3.174,5.005
0.084,0.962,0.189,-2.563,-3.601,4.517
0.076,0.963,0.188,-3.113,-3.906,4.028
0.067,0.967,0.182,-2.930,-3.540,4.028
0.074,0.967,0.176,-1.953,-2.502,4.150
0.081,0.967,0.175,-0.854,-1.099,3.479
0.077,0.961,0.185,-0.305,0.122,2.625
0.075,0.956,0.193,-0.305,0.732,2.319
0.073,0.953,0.192,-0.854,1.038,2.441
0.070,0.954,0.187,-1.648,0.793,2.319
0.070,0.964,0.181,-2.075,0.305,1.953
0.068,0.970,0.177,-2.014,0.122,1.404
0.066,0.972,0.180,-1.221,0.305,1.160
0.071,0.964,0.183,0.061,0.977,0.793
1.206,0.645,1.303,-32.715,236.023,54.565
1.345,0.675,1.373,-28.809,215.698,53.589
1.435,0.623,1.465,-20.386,183.594,47.119
1.460,0.594,1.535,-10.193,140.015,39.856
1.446,0.582,1.557,-5.615,85.144,31.860
1.417,0.588,1.533,-8.423,22.278,22.461
1.322,0.642,1.434,-17.151,-44.861,12.207
1.218,0.720,1.211,-27.527,-112.427,1.648
1.089,0.807,0.973,-35.522,-173.157,-9.888
1.001,0.857,0.747,-41.077,-219.482,-22.766
0.927,0.922,0.525,-44.312,-256.104,-33.997
0.867,0.994,0.329,-43.396,-285.278,-41.504
0.772,1.017,0.183,-36.804,-303.345,-45.898
0.623,1.061,0.026,-30.334,-315.247,-46.997
0.499,1.093,-0.177,-24.536,-326.660,-41.809
0.405,1.122,-0.319,-17.395,-334.290,-33.264
0.322,1.116,-0.458,-17.212,-335.388,-25.269
0.225,1.055,-0.551,-26.428,-331.116,-19.775
0.129,1.107,-0.633,-43.396,-325.134,-16.052
0.074,1.232,-0.742,-63.049,-320.923,-14.771
0.025,1.362,-0.916,-75.500,-317.322,-15.198
-0.032,1.500,-1.109,-74.951,-309.021,-13.855
-0.122,1.544,-1.273,-56.213,-289.307,-9.399
-0.230,1.460,-1.317,-28.320,-259.583,-4.272
-0.322,1.311,-1.314,-7.141,-223.083,-0.122
-0.333,1.174,-1.227,4.639,-183.899,5.005
-0.321,1.146,-1.121,9.949,-148.682,12.756
-0.292,1.094,-1.025,10.498,-122.559,18.799
-0.299,1.025,-0.911,6.592,-107.300,22.339
-0.294,0.967,-0.826,-1.343,-98.633,25.085
-0.646,0.880,-1.166,-11.780,-81.360,25.208
-0.657,0.709,-1.656,-39.917,7.568,19.897
-0.715,0.720,-1.100,-67.993,42.053,15.015
-0.437,0.970,-0.349,-62.866,21.790,22.278
-0.323,1.004,-0.247,-11.597,27.161,14.587
-0.115,1.000,-0.033,6.226,7.385,7.385
-0.172,0.906,-0.057,7.935,-27.283,-7.996
-0.187,0.872,-0.044,12.329,-45.349,-22.888
-0.157,0.848,-0.001,21.545,-50.049,-34.546
-0.124,0.862,0.011,24.841,-46.936,-39.490
-0.024,0.961,0.115,14.038,-42.419,-34.180
0.012,1.036,0.172,-0.854,-33.264,-22.766
0.064,1.070,0.226,-12.756,-21.057,-8.179
0.091,1.112,0.275,-23.682,-11.841,8.911
0.119,1.128,0.291,-33.264,-6.226,23.254
0.094,1.133,0.281,-40.100,-4.883,31.189
0.056,1.125,0.250,-41.504,-7.874,34.912
0.013,1.114,0.188,-36.499,-12.878,36.011
-0.025,1.085,0.115,-26.550,-16.907,34.546
-0.055,1.053,0.048,-16.418,-17.822,30.212
