aX,aY,aZ,gX,gY,gZ
-0.378,-0.880,-0.336,2.319,-0.244,1.465
-0.371,-0.848,-0.332,2.441,3.601,1.831
-0.373,-0.860,-0.324,1.526,3.845,1.648
-0.378,-0.890,-0.333,1.038,4.028,-1.526
-0.363,-0.884,-0.327,0.366,2.563,-2.258
-0.354,-0.890,-0.327,-0.488,-0.244,-1.404
-0.364,-0.900,-0.326,-1.709,-0.549,-0.916
-0.386,-0.912,-0.334,-1.892,1.892,-0.793
-0.399,-0.923,-0.317,0.122,3.601,-0.671
-0.403,-0.912,-0.298,4.517,3.906,-0.305
-0.401,-0.890,-0.289,8.484,2.808,0.488
-0.395,-0.875,-0.290,9.399,1.587,0.977
-0.392,-0.873,-0.301,8.057,0.122,0.854
-0.392,-0.876,-0.308,6.226,-1.709,0.977
-0.374,-0.920,-0.300,5.493,-3.723,0.671
-0.340,-0.877,-0.354,6.104,-4.028,1.038
-0.403,-0.931,-0.299,5.737,-5.493,0.305
-0.409,-0.944,-0.289,7.080,-11.292,-2.319
-0.390,-0.894,-0.305,8.301,-12.634,-1.465
-0.396,-0.895,-0.305,4.883,-15.869,-2.258
-0.393,-0.904,-0.345,1.770,-18.127,-4.700
-0.380,-0.900,-0.410,1.404,-18.555,-6.348
0.562,-2.057,-0.459,79.102,-53.467,13.367
-2.270,-1.875,-0.227,37.842,-55.298,-10.010
-1.533,-1.063,-0.114,-52.185,-1.526,-23.926
-1.396,-0.952,-0.071,-7.141,-6.348,-26.550
-0.902,-0.903,0.249,35.767,21.423,-39.368
-0.750,-0.794,0.375,32.532,29.358,-32.104
-0.558,-0.854,0.150,9.766,53.406,-25.024
-0.518,-0.614,1.169,17.883,30.945,5.005
-0.362,-0.763,0.765,75.256,40.649,19.775
-0.413,-0.868,0.592,86.548,33.386,31.128
-0.501,-0.963,0.657,56.885,-2.869,39.673
-0.575,-1.089,0.528,36.072,-19.348,39.429
-0.612,-1.088,0.477,26.306,-28.503,30.823
-0.612,-1.029,0.447,21.973,-37.964,16.113
-0.595,-0.961,0.378,17.273,-47.241,2.380
-0.530,-0.914,0.282,6.897,-57.739,-7.874
-0.454,-0.896,0.161,-6.287,-68.420,-13.855
-0.399,-0.899,0.035,-17.700,-77.332,-16.174
-0.365,-0.933,-0.079,-22.827,-82.520,-15.930
-0.351,-0.932,-0.165,-20.264,-85.571,-13.977
-0.340,-0.938,-0.207,-13.184,-85.754,-12.085
-0.331,-0.913,-0.191,-6.042,-82.031,-10.803
-0.333,-0.881,-0.176,-0.061,-77.209,-9.216
-0.343,-0.843,-0.156,4.028,-75.134,-8.545
-0.344,-0.806,-0.161,2.869,-74.341,-8.484
-0.339,-0.785,-0.188,-3.540,-74.219,-9.399
-0.336,-0.783,-0.219,-12.451,-73.853,-10.010
-0.329,-0.789,-0.252,-20.569,-72.998,-10.010
-0.324,-0.805,-0.281,-24.048,-72.449,-9.766
-0.321,-0.821,-0.283,-22.827,-71.594,-8.667
-0.328,-0.816,-0.270,-17.883,-69.702,-6.836
-0.342,-0.803,-0.258,-11.353,-69.397,-5.127
-0.361,-0.789,-0.248,-7.629,-68.604,-3.418
-0.380,-0.777,-0.244,-8.057,-68.176,-1.709
-0.381,-0.796,-0.255,-9.766,-69.214,0.671
-0.374,-0.825,-0.279,-9.827,-71.777,3.601
-0.368,-0.855,-0.311,-7.263,-74.646,6.042
-0.360,-0.860,-0.344,-4.028,-76.782,7.568
-0.362,-0.860,-0.371,-1.892,-76.294,7.385
-0.373,-0.868,-0.373,-3.540,-72.571,5.798
-0.382,-0.860,-0.367,-7.202,-67.322,3.296
-0.385,-0.844,-0.351,-11.169,-62.439,0.366
-0.395,-0.835,-0.354,-13.794,-58.960,-2.136
-0.406,-0.817,-0.358,-16.541,-56.763,-4.089
-0.396,-0.808,-0.391,-20.508,-56.396,-5.188
-0.402,-0.818,-0.424,-24.292,-56.519,-5.554
-0.404,-0.830,-0.449,-26.917,-55.237,-5.310
-0.399,-0.834,-0.464,-27.344,-53.528,-4.822
-0.398,-0.837,-0.465,-25.085,-51.514,-3.479
-0.400,-0.847,-0.451,-21.973,-48.950,-2.258
-0.401,-0.854,-0.452,-19.409,-46.448,-1.282
-0.401,-0.856,-0.451,-18.127,-43.823,-0.793
-0.402,-0.853,-0.449,-16.663,-41.687,-0.671
-0.396,-0.848,-0.464,-15.381,-39.673,-0.916
-0.403,-0.845,-0.480,-15.259,-37.598,-1.099
-0.402,-0.848,-0.495,-15.564,-34.912,-1.343
-0.404,-0.850,-0.495,-14.771,-31.372,-1.587
-0.409,-0.854,-0.482,-12.268,-26.794,-1.099
-0.414,-0.855,-0.454,-8.179,-22.400,-0.061
-0.413,-0.851,-0.419,-3.784,-19.287,1.404
-0.410,-0.859,-0.380,0.366,-17.578,3.235
-0.412,-0.862,-0.363,3.662,-18.311,5.005
-0.411,-0.870,-0.376,4.700,-19.470,5.981
-0.414,-0.879,-0.395,1.953,-18.738,5.554
-0.416,-0.899,-0.402,-2.258,-16.418,4.089
-0.425,-0.912,-0.407,-4.395,-13.855,2.197
-0.430,-0.898,-0.404,-5.066,-11.230,0.427
-0.433,-0.898,-0.405,-4.578,-8.118,-1.343
-0.429,-0.877,-0.391,-3.784,-4.944,-2.625
-0.438,-0.866,-0.357,-2.258,-2.625,-2.869
-0.446,-0.851,-0.318,0.427,-1.343,-2.441
-0.447,-0.837,-0.286,3.784,-1.648,-1.892
-0.448,-0.837,-0.277,6.104,-2.930,-0.916
-0.446,-0.838,-0.272,6.287,-4.272,0.061
-0.444,-0.841,-0.276,5.432,-4.822,0.671
-0.442,-0.844,-0.292,3.967,-4.517,1.160
-0.440,-0.854,-0.311,2.563,-4.028,0.977
-0.447,-0.855,-0.322,3.479,-3.296,1.526
-0.442,-0.847,-0.339,6.714,-2.258,2.075
-0.486,-0.835,-0.318,9.094,-0.061,2.258
-0.446,-0.818,-0.277,7.874,2.380,0.549
-0.411,-0.844,-0.314,7.080,2.380,1.282
-0.421,-0.872,-0.251,13.550,0.305,4.639
-0.410,-0.848,-0.249,19.653,0.305,8.362
-0.426,-0.848,-0.255,20.569,-2.747,10.193
-0.424,-0.864,-0.278,17.151,-5.005,8.911
-0.431,-0.878,-0.290,13.794,-3.418,8.057
-0.427,-0.870,-0.294,10.681,0.305,8.484
-0.430,-0.867,-0.288,7.812,5.432,9.399
-0.429,-0.850,-0.290,5.066,10.559,10.498
-0.438,-0.853,-0.282,3.784,13.062,10.620
-0.439,-0.857,-0.274,4.944,11.658,9.888
-0.443,-0.867,-0.262,5.554,9.644,8.057
-0.456,-0.887,-0.221,5.005,9.338,6.592
-0.457,-0.878,-0.197,4.272,9.521,5.554
-0.454,-0.875,-0.179,4.700,7.629,4.395
-0.453,-0.880,-0.191,7.141,3.540,3.662
-0.452,-0.871,-0.210,8.362,-0.488,3.113
-0.455,-0.885,-0.236,7.690,-2.563,2.075
-0.454,-0.888,-0.247,4.395,-2.991,0.183
-0.453,-0.887,-0.257,1.343,-2.502,-1.160
-0.451,-0.892,-0.254,0.671,-1.892,-1.892
-0.446,-0.889,-0.245,1.343,-1.526,-2.075
-0.439,-0.890,-0.238,3.296,-2.197,-2.319
-0.435,-0.879,-0.238,3.784,-2.991,-2.563
-0.436,-0.876,-0.241,1.465,-2.991,-2.686
-0.442,-0.871,-0.245,-1.892,-3.113,-2.991
-0.457,-0.874,-0.247,-3.357,-4.028,-3.235
-0.470,-0.869,-0.237,-2.625,-5.798,-3.296
-0.473,-0.873,-0.237,-0.122,-9.033,-3.662
-0.470,-0.860,-0.242,1.160,-13.062,-4.578
-0.461,-0.851,-0.267,0.366,-16.663,-5.737
-0.448,-0.850,-0.313,-2.563,-19.043,-7.324
-0.437,-0.838,-0.355,-6.531,-20.630,-8.789
-0.424,-0.836,-0.416,-10.132,-21.912,-9.644
-0.411,-0.818,-0.482,-13.428,-22.766,-9.949
-0.392,-0.806,-0.536,-15.503,-23.376,-10.071
-0.382,-0.815,-0.601,-12.878,-23.132,-8.728
-0.385,-0.828,-0.646,-8.911,-22.949,-7.080
-1.715,0.190,-0.670,-241.394,176.880,-25.452
-0.477,-2.759,-0.304,159.058,-250.183,33.081
-2.532,-1.506,-0.437,18.677,-50.415,-15.259
-1.900,-0.763,0.201,-171.875,62.500,9.460
-1.135,-0.598,-0.128,-99.487,91.736,-11.658
-0.601,-0.521,0.478,41.382,104.492,-40.344
-0.361,-0.661,0.112,105.347,40.100,-34.546
-0.450,-0.618,-0.050,65.613,18.738,-17.029
-0.323,-0.621,0.079,32.410,34.119,12.817
-0.347,-0.862,0.164,48.340,28.259,31.006
-0.384,-0.933,0.114,69.580,12.451,40.100
-0.400,-0.931,0.224,67.200,-12.512,44.739
-0.522,-1.012,0.172,50.842,-18.433,46.814
-0.598,-1.050,0.158,31.311,-15.198,41.931
-0.632,-1.079,0.158,18.311,-15.808,31.006
-0.621,-1.083,0.160,15.564,-19.592,20.447
-0.602,-1.061,0.131,16.357,-24.231,12.573
-0.585,-1.025,0.117,15.625,-28.503,5.432
-0.565,-0.987,0.077,12.207,-34.607,-0.977
-0.539,-0.952,0.049,8.728,-41.626,-5.127
-0.513,-0.916,0.020,4.456,-47.668,-8.728
-0.498,-0.921,0.000,-1.221,-50.476,-11.047
-0.491,-0.916,0.007,-5.859,-50.476,-11.658
-0.491,-0.913,0.015,-7.874,-50.720,-11.658
-0.488,-0.882,0.008,-7.263,-52.856,-11.841
-0.488,-0.848,-0.011,-8.240,-54.993,-11.780
-0.481,-0.835,-0.033,-13.245,-56.946,-11.963
-0.478,-0.833,-0.064,-19.470,-58.411,-10.864
-0.480,-0.848,-0.110,-24.048,-61.279,-9.338
-0.485,-0.866,-0.136,-26.062,-62.500,-7.812
-0.485,-0.896,-0.141,-24.963,-61.279,-6.531
-0.473,-0.910,-0.151,-21.179,-59.448,-6.042
-0.463,-0.923,-0.151,-17.578,-59.326,-6.409
-0.442,-0.925,-0.153,-14.526,-58.289,-7.324
-0.411,-0.912,-0.149,-12.573,-57.373,-8.667
-0.390,-0.894,-0.152,-11.902,-57.495,-10.010
-0.381,-0.891,-0.147,-12.878,-57.556,-11.230
-0.380,-0.867,-0.142,-15.442,-57.678,-11.719
-0.390,-0.849,-0.161,-17.761,-59.814,-11.780
-0.406,-0.843,-0.172,-20.386,-61.951,-11.353
-0.402,-0.837,-0.190,-21.790,-63.538,-11.047
-0.386,-0.838,-0.225,-20.813,-66.895,-11.108
-0.385,-0.833,-0.253,-19.409,-69.458,-11.169
-0.377,-0.829,-0.262,-19.531,-69.153,-10.742
-0.374,-0.819,-0.278,-20.142,-68.481,-10.559
-0.366,-0.798,-0.309,-21.179,-67.871,-10.193
-0.364,-0.778,-0.328,-23.865,-67.261,-10.437
-0.373,-0.784,-0.322,-26.123,-66.101,-10.315
-0.355,-0.754,-0.365,-29.358,-64.453,-9.094
-0.363,-0.757,-0.380,-30.273,-62.683,-7.690
-0.358,-0.752,-0.409,-29.724,-61.401,-5.676
-0.355,-0.747,-0.408,-29.358,-60.242,-3.235
-0.346,-0.746,-0.434,-28.748,-59.082,-0.916
-0.350,-0.765,-0.459,-26.672,-57.373,2.014
-0.345,-0.783,-0.480,-24.109,-55.359,4.944
-0.354,-0.797,-0.500,-21.362,-52.490,7.080
-0.376,-0.808,-0.491,-19.653,-48.523,8.301
-0.381,-0.816,-0.465,-18.616,-43.823,9.521
-0.389,-0.822,-0.452,-16.541,-40.405,10.315
-0.388,-0.824,-0.447,-13.855,-38.513,11.353
-0.392,-0.835,-0.441,-10.254,-37.720,12.329
-0.390,-0.845,-0.461,-5.432,-37.720,13.550
-0.394,-0.854,-0.478,-2.197,-36.987,14.343
-0.403,-0.869,-0.484,-2.075,-33.691,15.137
-0.424,-0.892,-0.464,-3.662,-28.625,15.137
-0.433,-0.908,-0.431,-3.174,-24.048,14.648
-0.446,-0.931,-0.387,1.038,-21.973,14.160
-0.447,-0.927,-0.353,6.531,-21.667,13.733
-0.445,-0.928,-0.350,9.949,-22.461,12.329
-0.444,-0.928,-0.355,8.362,-21.729,10.864
-0.441,-0.929,-0.366,2.991,-19.531,8.362
-0.438,-0.930,-0.382,-2.441,-16.602,5.066
-0.432,-0.925,-0.395,-5.859,-13.550,2.258
-0.432,-0.914,-0.409,-7.385,-10.498,0.366
-0.432,-0.907,-0.399,-7.874,-7.507,-0.854
-0.427,-0.899,-0.375,-6.531,-4.089,-0.793
-0.425,-0.893,-0.350,-3.845,-2.441,0.183
-0.422,-0.887,-0.337,-0.488,-1.648,1.465
-0.422,-0.891,-0.336,2.502,-1.160,2.686
-0.416,-0.896,-0.344,3.784,-0.244,3.052
-0.414,-0.899,-0.347,4.333,1.343,2.625
-0.409,-0.893,-0.332,5.005,2.869,2.258
-0.414,-0.883,-0.322,5.981,4.456,2.014
-0.421,-0.880,-0.296,5.127,7.324,1.526
-0.427,-0.886,-0.266,3.845,9.399,1.343
-0.429,-0.884,-0.239,4.089,9.460,0.977
-0.425,-0.882,-0.233,5.066,7.874,0.916
-0.420,-0.880,-0.236,5.798,5.676,0.916
-0.416,-0.877,-0.257,4.883,4.211,0.732
-0.411,-0.875,-0.279,2.869,3.967,0.122
-0.419,-0.881,-0.281,1.038,4.578,-0.549
-0.430,-0.891,-0.263,1.953,5.188,-0.732
-0.431,-0.878,-0.247,5.188,4.944,-0.427
-0.429,-0.862,-0.238,7.874,4.517,-0.183
-0.432,-0.853,-0.233,7.751,4.883,0.061
-0.430,-0.844,-0.232,6.165,5.188,0.122
-0.427,-0.853,-0.228,5.127,4.883,0.183
-0.424,-0.850,-0.222,5.310,3.540,0.610
-0.421,-0.845,-0.232,5.249,1.221,0.854
-0.422,-0.850,-0.256,2.991,-0.061,0.916
-0.429,-0.856,-0.276,-0.366,0.671,0.732
-0.431,-0.848,-0.276,-2.136,2.014,0.305
-0.431,-0.854,-0.268,-1.038,3.357,0.061
-0.426,-0.848,-0.253,1.221,3.479,0.549
-0.421,-0.837,-0.248,2.319,2.808,1.404
-0.419,-0.834,-0.257,2.258,2.625,2.136
-0.419,-0.842,-0.270,1.038,2.808,2.808
-0.418,-0.854,-0.277,-0.122,3.418,3.113
-0.416,-0.850,-0.272,-0.122,3.723,3.174
-0.412,-0.849,-0.276,0.244,2.808,2.991
-0.413,-0.862,-0.283,-0.427,1.831,2.991
-0.418,-0.874,-0.292,-1.465,1.892,2.808
-0.418,-0.876,-0.299,-1.526,2.258,2.808
-0.416,-0.876,-0.313,-0.305,2.319,2.686
-0.408,-0.862,-0.328,0.671,2.991,2.563
-0.399,-0.846,-0.347,0.427,3.540,2.380
-0.388,-0.845,-0.378,-0.671,3.601,2.258
-0.380,-0.851,-0.395,-2.014,4.272,2.441
-0.376,-0.856,-0.415,-1.221,4.822,3.845
-0.796,3.384,2.166,-330.383,217.590,-46.204
0.358,-1.657,1.638,103.516,-293.152,10.559
-2.057,-2.076,-0.141,94.727,-176.636,7.690
-1.909,-1.394,-0.122,-79.651,0.000,2.930
-1.370,-1.008,-0.389,-131.775,34.851,5.554
-0.799,-0.544,0.214,-52.246,35.889,-35.645
-0.425,-0.529,-0.043,27.344,38.452,-46.753
-0.293,-0.626,-0.236,23.926,24.048,-28.015
-0.258,-0.714,-0.325,-22.644,37.354,-8.057
-0.199,-0.802,-0.288,-35.767,53.284,7.385
-0.178,-0.883,-0.211,-20.813,52.063,12.695
-0.189,-0.934,-0.107,-5.981,44.922,14.709
-0.270,-0.997,-0.069,-4.150,33.569,17.700
-0.382,-1.062,-0.045,-4.028,21.729,17.151
-0.458,-1.073,-0.033,-2.686,13.428,13.184
-0.497,-1.022,-0.017,-2.441,8.484,7.751
-0.505,-0.978,-0.029,-2.380,5.859,3.479
-0.501,-0.963,-0.059,-1.282,5.188,1.160
-0.487,-0.947,-0.059,0.000,4.272,0.610
-0.476,-0.951,-0.051,3.296,2.319,0.488
-0.481,-0.948,-0.015,7.629,0.244,-0.244
-0.476,-0.985,0.054,12.085,-0.916,-0.305
-0.463,-0.920,0.191,22.766,-1.221,0.488
-0.474,-0.954,0.186,45.227,-6.226,2.319
-0.468,-0.977,0.141,63.782,-13.306,3.662
-0.415,-1.003,0.065,78.247,-18.250,6.836
-0.495,-1.000,0.156,91.675,-27.100,12.146
-0.637,-0.984,0.284,86.792,-24.597,14.832
-0.429,-0.918,0.278,57.129,-4.944,12.939
-0.544,-1.033,0.269,36.987,-1.648,8.728
-0.530,-1.053,0.221,30.396,-5.615,5.005
-0.517,-1.066,0.172,27.588,-9.705,0.183
-0.492,-1.044,0.137,25.391,-13.550,-4.883
-0.477,-1.005,0.117,19.714,-15.808,-9.949
-0.461,-0.965,0.096,12.573,-18.188,-13.977
-0.446,-0.944,0.080,7.202,-21.057,-16.235
-0.424,-0.924,0.067,5.371,-24.292,-16.052
-0.406,-0.914,0.040,7.507,-28.564,-14.587
-0.394,-0.915,0.042,10.925,-33.691,-12.451
-0.374,-0.880,0.025,14.282,-38.452,-10.559
-0.368,-0.872,-0.022,15.442,-42.480,-9.705
-0.376,-0.880,-0.057,12.024,-44.983,-10.254
-0.384,-0.881,-0.084,7.324,-45.593,-10.925
-0.400,-0.871,-0.122,5.249,-45.532,-11.169
-0.419,-0.844,-0.146,4.272,-46.021,-11.169
-0.419,-0.840,-0.191,2.563,-45.776,-11.597
-0.407,-0.841,-0.211,0.427,-45.471,-11.536
-0.405,-0.850,-0.213,-1.465,-44.800,-10.498
-0.397,-0.863,-0.230,-2.869,-43.030,-8.911
-0.386,-0.868,-0.228,-2.686,-40.833,-6.897
-0.368,-0.876,-0.233,0.488,-41.016,-4.517
-0.374,-0.896,-0.232,6.470,-41.870,-2.075
-0.378,-0.904,-0.225,12.634,-41.138,0.671
-0.398,-0.909,-0.217,18.738,-39.978,3.113
-0.415,-0.911,-0.194,23.560,-39.063,4.211
-0.406,-0.904,-0.170,24.841,-37.781,3.540
-0.394,-0.928,-0.154,24.963,-38.513,2.197
-0.391,-0.889,-0.146,24.780,-40.588,2.136
-0.374,-0.897,-0.176,21.606,-42.847,-1.038
-0.361,-0.901,-0.209,16.052,-45.227,-4.944
-0.364,-0.876,-0.238,9.888,-45.776,-7.812
-0.363,-0.877,-0.276,4.578,-43.579,-10.925
-0.365,-0.854,-0.279,0.610,-41.138,-12.451
-0.368,-0.851,-0.269,0.122,-38.757,-12.939
-0.349,-0.831,-0.252,2.563,-36.987,-12.024
-0.345,-0.822,-0.255,6.287,-36.621,-9.583
-0.350,-0.813,-0.269,8.179,-36.133,-6.775
-0.356,-0.815,-0.283,5.798,-36.621,-4.761
-0.382,-0.795,-0.304,1.831,-37.048,-4.272
-0.385,-0.822,-0.307,-0.610,-37.231,-4.395
-0.385,-0.839,-0.317,-0.977,-38.879,-5.005
-0.380,-0.842,-0.311,1.099,-40.771,-5.005
-0.372,-0.845,-0.318,4.456,-41.260,-4.333
-0.369,-0.838,-0.320,5.493,-40.771,-3.845
-0.360,-0.829,-0.322,5.005,-40.161,-3.784
-0.352,-0.822,-0.350,2.625,-39.124,-3.906
-0.351,-0.845,-0.373,-2.197,-37.231,-4.395
-0.368,-0.824,-0.379,-7.629,-33.936,-5.066
-0.377,-0.817,-0.381,-11.902,-29.114,-5.310
-0.379,-0.823,-0.362,-14.160,-25.818,-5.554
-0.375,-0.814,-0.352,-14.832,-24.231,-5.554
-0.372,-0.815,-0.329,-12.451,-24.048,-4.578
-0.366,-0.823,-0.346,-8.911,-25.818,-3.845
-0.362,-0.818,-0.355,-7.263,-28.137,-3.479
-0.362,-0.813,-0.379,-7.019,-28.992,-2.991
-0.378,-0.814,-0.393,-8.545,-27.771,-3.052
-0.385,-0.814,-0.387,-11.414,-24.353,-2.930
-0.397,-0.821,-0.365,-12.634,-21.362,-2.563
-0.390,-0.820,-0.340,-10.803,-19.470,-1.892
-0.380,-0.812,-0.320,-7.263,-19.226,-0.549
-0.373,-0.817,-0.330,-3.174,-19.531,1.648
-0.361,-0.830,-0.323,0.305,-20.813,3.113
-0.364,-0.838,-0.350,1.953,-22.827,4.089
-0.371,-0.850,-0.368,1.343,-22.888,4.639
-0.379,-0.854,-0.379,-1.648,-20.508,4.517
-0.389,-0.850,-0.374,-4.089,-17.578,3.357
-0.395,-0.857,-0.369,-4.333,-16.235,2.380
-0.388,-0.854,-0.359,-3.967,-15.137,1.343
-0.383,-0.854,-0.350,-3.845,-14.282,0.854
-0.379,-0.859,-0.358,-3.174,-13.794,0.671
-0.383,-0.879,-0.368,-0.488,-14.221,0.977
-0.383,-0.865,-0.377,1.282,-14.038,0.793
-0.389,-0.871,-0.387,1.526,-12.878,1.282
-0.395,-0.886,-0.383,0.427,-11.841,1.404
-0.402,-0.892,-0.370,-0.183,-11.414,1.404
-0.402,-0.898,-0.372,0.305,-11.230,0.977
-0.394,-0.892,-0.366,1.526,-11.047,0.244
-0.389,-0.895,-0.366,2.441,-11.230,-0.305
-0.379,-0.898,-0.366,2.258,-10.559,-0.732
-0.383,-0.894,-0.371,1.099,-9.705,-1.282
-0.387,-0.887,-0.370,0.244,-8.911,-1.709
-0.390,-0.890,-0.371,0.000,-8.362,-1.709
-0.391,-0.889,-0.364,-0.061,-7.629,-1.648
-0.388,-0.884,-0.356,0.916,-7.080,-1.770
-0.380,-0.872,-0.359,2.869,-7.080,-1.465
-0.376,-0.864,-0.362,3.479,-6.714,-1.404
-0.369,-0.857,-0.365,1.953,-5.798,-1.709
-0.369,-0.848,-0.367,0.061,-4.700,-1.831
-0.374,-0.839,-0.371,-1.160,-3.479,-1.953
3.176,1.828,4.000,-319.092,300.232,-62.256
-1.926,-2.416,0.824,-6.409,-84.778,-43.213
-1.603,-1.470,0.275,-23.010,-134.521,-29.663
-1.360,-1.083,-0.193,-105.896,13.855,-26.855
-1.170,-1.010,0.163,-94.543,26.855,-41.443
-0.865,-0.759,0.556,-14.221,59.265,-59.692
-0.547,-0.709,0.516,62.927,65.125,-51.636
-0.509,-0.702,0.776,91.492,51.392,-28.320
-0.376,-0.802,1.019,132.874,27.893,4.761
-0.403,-0.763,0.830,199.219,-11.536,31.738
-0.345,-0.767,0.553,195.618,-41.565,39.551
-0.430,-0.945,0.439,140.625,-60.852,34.180
-0.494,-1.026,0.368,66.406,-57.007,24.475
-0.512,-1.031,0.267,7.385,-45.166,12.512
-0.510,-1.011,0.195,-19.409,-43.091,-0.732
-0.497,-0.987,0.127,-23.071,-51.880,-11.841
-0.470,-0.935,0.054,-18.982,-60.852,-19.409
-0.437,-0.903,-0.011,-16.785,-68.848,-22.583
-0.408,-0.902,-0.047,-17.578,-75.317,-22.461
-0.402,-0.901,-0.090,-13.550,-79.773,-18.738
-0.385,-0.903,-0.142,-2.258,-86.853,-14.038
-0.376,-0.884,-0.204,12.756,-92.590,-9.888
-0.345,-0.903,-0.243,22.583,-94.482,-7.874
-0.359,-0.837,-0.220,26.001,-100.220,-7.080
-0.350,-0.797,-0.316,22.278,-96.252,-10.559
-0.363,-0.797,-0.314,14.954,-94.055,-12.878
-0.367,-0.777,-0.321,7.629,-91.187,-13.123
-0.371,-0.756,-0.366,4.028,-88.867,-12.756
-0.357,-0.765,-0.418,1.343,-88.013,-13.062
-0.352,-0.793,-0.454,-1.221,-85.327,-11.536
-0.350,-0.796,-0.470,-3.845,-79.346,-8.423
-0.349,-0.812,-0.475,-4.761,-72.815,-5.371
-0.350,-0.801,-0.456,-3.479,-67.505,-3.357
-0.349,-0.804,-0.415,1.831,-66.284,-1.892
-0.336,-0.790,-0.409,7.446,-67.017,-1.221
-0.334,-0.795,-0.394,10.132,-69.336,0.488
-0.365,-0.773,-0.361,6.653,-70.190,1.587
-0.315,-0.795,-0.452,-4.150,-62.134,-1.770
-0.313,-0.797,-0.457,-10.803,-59.387,-2.075
-0.322,-0.790,-0.503,-15.381,-57.129,-1.892
-0.346,-0.783,-0.534,-15.503,-56.274,-1.831
-0.362,-0.820,-0.525,-9.949,-54.321,-2.075
-0.370,-0.818,-0.503,-3.357,-52.124,-2.808
-0.360,-0.804,-0.493,-0.488,-49.622,-4.395
-0.350,-0.796,-0.493,-1.404,-45.898,-5.676
-0.358,-0.790,-0.480,-5.371,-40.771,-5.615
-0.360,-0.797,-0.486,-10.681,-35.522,-5.432
-0.372,-0.805,-0.480,-13.000,-32.166,-4.578
-0.386,-0.797,-0.474,-10.803,-30.701,-3.479
-0.401,-0.816,-0.472,-5.127,-31.250,-2.563
-0.413,-0.810,-0.449,2.075,-32.715,-1.343
-0.414,-0.808,-0.439,7.874,-33.264,-0.122
-0.413,-0.808,-0.425,10.132,-32.043,0.793
-0.418,-0.800,-0.412,9.216,-29.114,1.709
-0.412,-0.799,-0.408,5.737,-25.146,1.343
-0.406,-0.796,-0.399,0.488,-20.935,0.305
-0.406,-0.807,-0.398,-4.028,-17.578,-0.610
-0.403,-0.810,-0.383,-7.996,-15.503,-1.465
-0.395,-0.818,-0.382,-10.254,-15.320,-2.258
-0.396,-0.824,-0.387,-11.169,-15.442,-2.319
-0.396,-0.833,-0.392,-11.841,-15.686,-2.197
-0.398,-0.841,-0.408,-11.353,-16.174,-1.587
-0.402,-0.853,-0.424,-8.606,-16.357,-0.671
-0.412,-0.861,-0.426,-5.127,-16.479,0.732
-0.413,-0.856,-0.422,-3.296,-16.113,1.404
-0.408,-0.850,-0.423,-1.892,-15.503,1.648
-0.405,-0.847,-0.429,-1.404,-14.587,1.648
-0.406,-0.857,-0.426,-2.380,-13.245,1.160
-0.405,-0.848,-0.420,-3.418,-11.902,0.732
-0.405,-0.841,-0.418,-3.662,-10.681,0.671
-0.408,-0.836,-0.412,-3.845,-9.033,0.000
-0.405,-0.837,-0.396,-5.005,-6.470,-0.549
-0.406,-0.833,-0.373,-5.798,-4.211,-0.549
-0.405,-0.831,-0.363,-5.737,-3.723,-0.183
-0.401,-0.829,-0.363,-5.432,-4.883,-0.244
-0.400,-0.827,-0.383,-5.310,-5.920,-0.183
-0.398,-0.826,-0.396,-5.432,-6.531,-0.183
-0.391,-0.819,-0.418,-5.127,-6.226,-0.061
-0.391,-0.816,-0.416,-4.395,-5.249,0.427
-0.390,-0.822,-0.410,-4.211,-3.845,1.221
-0.395,-0.825,-0.402,-4.028,-2.197,2.258
-0.399,-0.829,-0.392,-3.845,-0.854,3.113
-0.397,-0.831,-0.380,-3.845,0.305,3.235
-0.394,-0.839,-0.371,-3.662,1.221,3.906
-0.393,-0.842,-0.363,-2.625,1.404,4.456
-0.392,-0.843,-0.365,-0.732,0.671,4.883
-0.395,-0.850,-0.367,0.000,0.122,5.005
-0.400,-0.857,-0.362,-0.061,0.732,4.700
-0.403,-0.866,-0.349,-0.305,1.465,4.272
-0.409,-0.873,-0.332,-0.061,1.465,4.211
-0.413,-0.872,-0.322,0.305,1.282,4.211
-0.414,-0.871,-0.317,0.183,0.671,3.906
-0.414,-0.875,-0.328,-0.916,0.793,3.418
-0.414,-0.869,-0.322,-1.587,0.061,2.930
-0.414,-0.862,-0.333,-1.404,-1.343,2.075
-0.406,-0.850,-0.356,-1.831,-1.221,1.526
-0.414,-0.857,-0.367,-2.808,-0.549,1.038
-0.419,-0.859,-0.347,-4.272,1.953,0.916
-0.422,-0.857,-0.315,-4.639,3.784,1.404
-0.422,-0.860,-0.296,-3.601,3.235,2.136
-0.422,-0.864,-0.284,-2.197,1.587,2.625
-0.421,-0.873,-0.293,-1.038,-0.061,3.052
-0.419,-0.877,-0.305,-0.977,-1.282,2.991
-0.415,-0.876,-0.321,-1.709,-1.892,2.197
-0.411,-0.878,-0.332,-2.747,-1.526,1.282
-0.405,-0.874,-0.337,-3.784,-0.854,0.671
-0.409,-0.870,-0.326,-4.578,0.061,-0.122
-0.405,-0.872,-0.317,-5.432,0.610,-0.671
-0.410,-0.871,-0.312,-5.493,0.549,-0.610
