aX,aY,aZ,gX,gY,gZ
-0.001,-0.857,0.454,-18.738,84.351,18.433
0.009,-0.871,0.481,-8.789,81.482,18.372
0.003,-0.889,0.504,-0.671,76.660,16.968
-0.010,-0.915,0.512,5.554,71.350,15.259
-0.036,-0.935,0.500,9.705,67.078,13.245
-0.077,-0.942,0.505,10.010,64.941,10.803
-0.112,-0.948,0.504,6.226,66.650,8.423
-0.131,-0.941,0.491,-0.366,72.998,6.653
-0.118,-0.923,0.488,-7.202,79.834,5.371
-0.109,-0.891,0.494,-12.146,84.473,4.761
-0.112,-0.875,0.502,-13.855,87.158,4.456
-0.116,-0.868,0.500,-13.367,89.478,4.028
-0.105,-0.870,0.487,-10.620,92.224,3.357
-0.094,-0.893,0.472,-6.226,95.032,1.587
-0.115,-0.916,0.441,-2.747,99.487,-1.343
-0.102,-0.927,0.426,-2.563,106.079,-3.418
-0.110,-0.902,0.446,-3.479,109.436,-5.920
-0.132,-0.881,0.448,-3.662,114.990,-8.179
-0.117,-0.870,0.431,-3.967,122.925,-11.658
-0.067,-0.865,0.446,-5.127,128.052,-15.747
-0.014,-0.883,0.481,-6.409,127.502,-20.813
-0.006,-0.895,0.540,-8.057,122.314,-26.428
0.006,-0.905,0.611,-11.108,113.831,-30.518
0.003,-0.913,0.689,-15.076,102.539,-32.227
0.003,-0.917,0.736,-19.592,91.125,-30.396
0.004,-0.922,0.749,-24.231,80.139,-26.489
-0.004,-0.916,0.731,-29.663,68.787,-22.339
-0.020,-0.906,0.693,-34.424,57.068,-18.677
-0.045,-0.896,0.647,-36.804,46.326,-16.357
-0.078,-0.896,0.599,-36.987,38.452,-16.174
-0.108,-0.899,0.552,-35.156,33.875,-17.456
-0.132,-0.886,0.525,-31.860,32.532,-20.142
-0.128,-0.860,0.525,-27.283,33.264,-23.132
-0.105,-0.837,0.538,-21.423,34.119,-25.391
-0.091,-0.828,0.547,-15.015,32.593,-25.635
-0.090,-0.821,0.553,-8.301,29.114,-24.231
-0.095,-0.829,0.558,-1.526,23.865,-21.851
-0.096,-0.865,0.545,4.822,18.250,-18.738
-0.105,-0.911,0.517,9.399,13.000,-15.137
-0.123,-0.941,0.488,10.315,8.423,-11.902
-0.135,-0.965,0.454,8.606,5.676,-9.521
-0.136,-0.965,0.425,5.188,4.395,-7.996
-0.138,-0.963,0.408,2.075,3.540,-6.531
-0.138,-0.948,0.390,0.793,3.296,-5.493
-0.133,-0.929,0.380,1.465,2.441,-5.066
-0.122,-0.922,0.369,4.822,0.366,-4.456
-0.118,-0.925,0.356,9.827,-2.502,-3.479
-0.122,-0.933,0.336,15.076,-5.371,-2.747
-0.134,-0.939,0.316,19.226,-7.507,-2.258
-0.137,-0.950,0.297,21.423,-8.057,-1.831
-0.133,-0.958,0.283,21.606,-7.263,-1.770
-0.125,-0.955,0.282,19.653,-6.226,-1.709
-0.119,-0.947,0.284,16.724,-5.981,-1.709
-0.118,-0.952,0.267,14.038,-6.348,-2.319
-0.122,-0.951,0.258,12.085,-6.042,-3.174
-0.122,-0.957,0.252,10.193,-5.554,-4.150
-0.122,-0.967,0.242,7.202,-4.395,-5.188
-0.128,-0.963,0.246,3.723,-3.479,-6.531
-0.128,-0.954,0.260,0.183,-2.991,-7.690
-0.126,-0.940,0.274,-2.808,-2.625,-8.789
-0.117,-0.927,0.292,-3.845,-3.113,-9.277
-0.115,-0.917,0.306,-4.211,-4.395,-9.155
-0.120,-0.908,0.311,-3.967,-5.676,-8.484
-0.123,-0.903,0.311,-2.991,-7.263,-7.019
-0.125,-0.904,0.309,-1.343,-9.033,-5.737
-0.133,-0.912,0.302,-0.671,-10.193,-4.944
-0.135,-0.925,0.289,-0.122,-10.254,-4.150
-0.148,-0.936,0.265,-0.244,-9.460,-3.601
-0.160,-0.938,0.250,-0.854,-6.897,-3.723
-0.160,-0.934,0.246,-1.282,-3.906,-4.211
-0.163,-0.922,0.252,-0.732,-1.221,-4.456
-0.165,-0.914,0.263,0.549,1.038,-4.517
-0.163,-0.912,0.270,3.052,2.380,-4.272
-0.161,-0.911,0.280,5.127,2.625,-3.784
-0.161,-0.911,0.289,5.981,2.747,-2.930
-0.164,-0.908,0.298,5.493,2.625,-1.770
-0.162,-0.905,0.308,3.906,2.625,-0.305
-0.160,-0.897,0.316,2.014,2.869,1.099
-0.157,-0.897,0.318,1.038,2.686,2.869
-0.158,-0.911,0.312,0.732,2.380,4.150
-0.171,-0.915,0.305,1.038,2.747,4.761
-0.172,-0.916,0.305,1.709,3.784,4.395
-0.158,-0.919,0.314,3.235,4.944,4.395
-0.150,-0.926,0.323,4.761,5.249,4.578
-0.153,-0.939,0.322,6.714,4.761,5.127
-0.157,-0.946,0.320,7.446,3.967,4.944
-0.161,-0.951,0.318,7.202,3.052,4.517
-0.161,-0.953,0.317,6.348,2.258,4.150
-0.157,-0.949,0.319,5.249,1.648,3.784
-0.155,-0.947,0.316,3.845,0.671,3.479
-0.159,-0.955,0.304,3.601,-0.427,3.418
-0.170,-0.959,0.294,3.296,-0.732,2.441
-0.171,-0.957,0.291,2.197,-0.366,0.854
-0.165,-0.953,0.299,1.953,0.183,-0.488
0.577,-1.668,-1.680,93.323,-486.572,195.007
0.121,-1.782,-2.070,89.966,-481.079,151.855
-0.398,-1.866,-2.243,68.054,-438.354,107.361
-0.802,-1.779,-2.238,49.072,-361.633,71.472
-0.958,-1.578,-2.065,49.866,-266.235,44.434
-1.109,-1.283,-1.987,73.303,-174.438,22.705
-0.839,-1.718,-2.466,175.964,-76.721,-15.503
-0.587,-1.178,-1.642,259.521,-10.681,-40.344
-0.306,-1.122,-1.222,172.485,-0.305,-22.644
-0.170,-1.202,-0.930,162.170,-48.828,-25.330
-0.237,-1.016,-0.578,225.525,-97.961,-41.687
-0.186,-0.824,-0.591,252.625,-115.723,-30.823
0.067,-0.906,-0.772,213.135,-93.018,-9.521
0.212,-1.146,-0.784,162.048,-107.788,-2.258
0.141,-1.363,-0.934,107.666,-111.023,9.949
-0.068,-1.373,-1.154,40.161,-93.750,21.912
-0.269,-1.352,-1.092,-36.377,-61.951,18.250
-0.331,-1.220,-0.968,-105.042,-16.602,10.132
-0.216,-1.004,-0.789,-139.893,24.231,5.249
-0.089,-0.880,-0.627,-144.958,52.795,-4.150
-0.032,-0.821,-0.474,-131.470,67.200,-14.526
-0.002,-0.808,-0.324,-109.924,71.228,-19.165
0.005,-0.817,-0.202,-85.999,71.533,-17.029
-0.021,-0.820,-0.100,-62.256,71.472,-10.315
-0.039,-0.845,-0.034,-40.710,72.144,-0.305
-0.065,-0.865,0.025,-22.949,73.486,10.803
-0.082,-0.891,0.074,-10.986,76.294,21.484
-0.101,-0.942,0.125,-4.700,79.895,29.663
-0.122,-1.000,0.168,-0.916,82.214,34.485
-0.152,-1.056,0.198,-0.427,85.510,34.363
-0.184,-1.081,0.232,-3.906,90.210,30.823
-0.193,-1.079,0.283,-10.559,96.497,25.574
-0.181,-1.051,0.342,-18.860,104.492,19.104
-0.153,-1.010,0.389,-25.940,111.938,12.512
-0.111,-0.966,0.431,-29.724,116.699,7.263
-0.076,-0.932,0.458,-30.640,117.981,4.089
-0.060,-0.913,0.471,-28.870,116.394,2.258
-0.060,-0.875,0.474,-25.208,112.366,1.709
-0.062,-0.862,0.458,-21.362,107.727,1.282
-0.071,-0.872,0.433,-16.113,102.966,0.732
-0.112,-0.881,0.383,-8.423,99.365,0.549
-0.151,-0.894,0.328,-2.319,99.243,-1.099
-0.214,-0.916,0.263,-0.061,105.774,-3.479
-0.257,-0.901,0.226,-1.038,119.568,-7.507
-0.237,-0.853,0.232,-4.333,137.329,-13.000
-0.192,-0.797,0.269,-7.385,154.602,-16.296
-0.082,-0.766,0.315,-7.080,167.297,-17.029
-0.033,-0.769,0.388,-3.906,172.974,-17.578
0.016,-0.800,0.411,-1.404,175.476,-18.677
0.011,-0.831,0.474,-1.587,173.767,-22.705
0.024,-0.852,0.550,-5.371,165.894,-26.917
0.037,-0.889,0.610,-11.536,154.480,-28.931
0.030,-0.944,0.640,-19.531,142.029,-28.076
0.023,-0.955,0.638,-30.212,130.981,-25.879
0.011,-0.942,0.650,-43.579,120.117,-23.254
0.007,-0.925,0.656,-57.251,109.009,-19.836
0.000,-0.884,0.656,-68.909,97.473,-16.357
-0.021,-0.851,0.650,-74.951,85.999,-13.428
-0.034,-0.825,0.628,-75.867,76.050,-11.902
-0.054,-0.805,0.609,-73.608,66.895,-11.536
-0.083,-0.793,0.572,-68.726,59.753,-12.451
-0.094,-0.777,0.561,-60.181,53.467,-13.611
-0.102,-0.767,0.550,-50.110,47.668,-14.404
-0.106,-0.772,0.544,-38.330,41.138,-13.367
-0.111,-0.786,0.538,-26.550,33.936,-10.681
-0.119,-0.813,0.526,-16.357,26.306,-7.812
-0.132,-0.852,0.507,-8.789,19.226,-5.310
-0.149,-0.888,0.480,-5.676,13.367,-3.296
-0.179,-0.922,0.443,-5.859,9.583,-2.136
-0.196,-0.926,0.416,-8.118,8.240,-1.282
-0.192,-0.924,0.415,-10.498,7.324,0.488
-0.176,-0.918,0.413,-11.597,5.737,3.906
-0.171,-0.914,0.419,-10.193,2.563,8.057
-0.174,-0.915,0.422,-7.202,-1.709,12.329
-0.173,-0.934,0.415,-3.845,-6.470,16.479
-0.161,-0.962,0.397,-0.427,-12.878,21.057
-0.156,-0.996,0.370,2.258,-20.020,24.719
-0.161,-1.034,0.332,2.563,-26.062,27.344
-0.172,-1.063,0.288,0.610,-30.151,29.297
-0.186,-1.074,0.254,-2.625,-31.555,30.029
-0.185,-1.072,0.223,-5.981,-30.823,29.297
-0.178,-1.064,0.190,-7.996,-29.541,27.344
-0.177,-1.058,0.177,-7.080,-28.320,23.987
-0.181,-1.047,0.179,-4.211,-26.917,18.860
-0.190,-1.039,0.190,-0.549,-25.330,14.099
-0.160,-1.068,0.189,2.197,-23.682,8.911
-0.172,-1.055,0.215,4.333,-25.085,3.845
-0.169,-1.053,0.205,5.859,-24.841,2.808
-0.165,-1.057,0.193,7.751,-23.926,0.671
-0.165,-1.057,0.189,8.179,-23.499,-2.136
-0.175,-1.052,0.188,7.629,-22.949,-4.944
-0.181,-1.047,0.190,6.348,-21.423,-8.179
-0.175,-1.033,0.193,4.578,-19.287,-10.925
-0.161,-1.019,0.199,3.723,-17.151,-12.451
-0.155,-1.003,0.209,3.540,-15.686,-12.939
-0.156,-0.989,0.218,3.601,-15.198,-12.756
-0.155,-0.974,0.226,3.601,-15.076,-12.329
-0.152,-0.959,0.235,3.662,-14.893,-11.719
-0.150,-0.948,0.241,3.357,-15.259,-11.230
-0.148,-0.939,0.246,3.479,-15.808,-10.071
-0.148,-0.935,0.243,3.662,-16.418,-8.667
-0.154,-0.938,0.236,3.601,-16.418,-7.446
-0.165,-0.937,0.222,3.296,-15.320,-6.653
-0.175,-0.931,0.215,3.174,-13.062,-6.714
-0.179,-0.922,0.218,3.235,-9.949,-7.263
-0.175,-0.911,0.224,4.456,-6.653,-6.836
-0.168,-0.900,0.232,6.348,-4.272,-5.981
-0.165,-0.894,0.241,8.362,-2.747,-5.066
-0.167,-0.893,0.252,10.193,-2.136,-4.028
-0.166,-0.899,0.261,11.169,-1.709,-2.808
-0.164,-0.901,0.272,10.742,-1.221,-1.770
-0.161,-0.900,0.282,10.010,-1.221,-0.244
-0.157,-0.902,0.286,8.911,-1.770,1.282
-0.160,-0.903,0.282,7.324,-2.319,2.625
-0.165,-0.911,0.274,5.981,-2.747,3.357
-0.175,-0.915,0.264,4.700,-2.441,3.601
-0.181,-0.911,0.261,3.601,-0.854,3.235
-0.178,-0.906,0.264,3.784,0.977,2.930
-0.174,-0.906,0.272,5.005,2.625,2.808
-0.281,-1.339,-1.290,57.434,-283.752,29.358
-0.350,-1.308,-1.412,56.458,-272.949,22.339
-0.165,-1.707,-2.685,61.340,-239.441,7.080
-1.489,-1.300,-2.724,74.890,-136.292,-46.387
-1.044,-1.007,-2.058,146.545,-82.336,-63.232
-0.554,-1.221,-1.656,172.668,-43.640,-47.852
-0.319,-1.268,-1.324,121.582,-20.996,-36.499
-0.305,-1.111,-1.081,108.521,-34.607,-43.091
-0.175,-0.983,-1.022,122.009,-46.326,-53.040
-0.230,-0.867,-0.993,110.352,-41.809,-44.678
-0.183,-0.806,-0.875,82.825,-31.006,-25.391
-0.148,-0.773,-0.775,52.246,-16.541,-5.920
-0.100,-0.789,-0.726,29.480,-5.249,7.202
-0.121,-0.829,-0.682,13.977,1.282,12.329
-0.180,-0.867,-0.628,-2.075,9.094,10.193
-0.220,-0.875,-0.561,-19.775,22.095,5.554
-0.201,-0.856,-0.484,-36.682,38.513,1.587
-0.140,-0.846,-0.416,-47.668,54.199,0.122
-0.105,-0.838,-0.351,-52.124,66.956,1.465
-0.092,-0.827,-0.279,-52.246,76.355,5.066
-0.101,-0.827,-0.201,-50.293,84.167,10.803
-0.104,-0.834,-0.134,-46.143,91.858,18.738
-0.110,-0.853,-0.072,-40.344,98.755,26.428
-0.146,-0.886,-0.013,-33.630,104.614,33.142
-0.194,-0.918,0.062,-28.503,109.802,37.659
-0.233,-0.927,0.151,-26.306,116.150,39.551
-0.249,-0.938,0.234,-29.358,125.305,40.955
-0.239,-0.928,0.322,-35.706,136.475,42.664
-0.212,-0.909,0.413,-41.748,146.179,43.274
-0.184,-0.897,0.502,-43.213,151.672,43.396
-0.159,-0.891,0.578,-39.673,152.832,43.396
-0.139,-0.906,0.630,-32.471,150.085,42.908
-0.126,-0.936,0.652,-25.024,145.264,41.626
-0.108,-0.959,0.664,-19.714,139.343,38.452
-0.088,-0.978,0.676,-18.738,133.057,32.959
-0.067,-0.974,0.682,-20.935,125.366,27.283
-0.044,-0.954,0.676,-24.536,116.516,21.973
-0.038,-0.925,0.664,-27.893,105.835,18.188
-0.026,-0.886,0.634,-29.419,95.032,16.296
-0.011,-0.837,0.592,-26.733,84.351,15.259
-0.055,-0.819,0.535,-22.400,75.745,12.756
-0.057,-0.806,0.474,-18.372,70.618,10.986
-0.073,-0.792,0.478,-15.137,65.918,7.874
-0.076,-0.784,0.455,-10.620,64.697,5.188
-0.071,-0.812,0.406,-6.287,64.941,0.183
-0.061,-0.859,0.398,-1.953,61.035,-4.639
-0.068,-0.909,0.396,1.831,53.101,-9.644
-0.091,-0.963,0.389,3.662,45.349,-14.709
-0.115,-1.004,0.390,2.136,39.001,-17.639
-0.130,-1.017,0.391,-1.221,35.339,-17.822
-0.135,-1.016,0.391,-6.592,33.813,-16.113
-0.138,-0.996,0.393,-12.573,32.776,-13.000
-0.144,-0.962,0.400,-18.005,30.823,-9.949
-0.154,-0.945,0.396,-21.118,28.259,-7.263
-0.164,-0.920,0.391,-21.729,25.269,-4.578
-0.172,-0.903,0.382,-20.264,21.851,-2.625
-0.178,-0.902,0.370,-17.456,18.433,-0.793
-0.182,-0.915,0.353,-13.794,15.259,1.160
-0.194,-0.934,0.329,-10.681,13.000,1.953
-0.206,-0.950,0.311,-7.996,12.207,2.014
-0.210,-0.964,0.301,-5.615,12.146,1.709
-0.213,-0.978,0.292,-3.601,12.695,0.366
-0.218,-0.990,0.292,-1.465,13.855,-1.099
-0.211,-0.993,0.300,0.427,14.832,-1.709
-0.200,-0.994,0.310,2.197,15.442,-2.075
-0.190,-0.993,0.323,3.906,14.648,-2.197
-0.182,-0.994,0.333,5.371,12.695,-1.709
-0.178,-0.997,0.338,5.920,10.254,-0.366
-0.175,-0.998,0.338,5.554,7.568,1.953
-0.171,-1.001,0.333,5.249,4.700,3.845
-0.169,-1.004,0.323,4.089,2.380,5.188
-0.173,-1.002,0.310,3.113,0.488,6.531
-0.173,-0.993,0.297,2.075,-1.160,7.751
-0.166,-0.989,0.278,1.526,-2.258,8.240
-0.169,-0.999,0.255,1.648,-3.113,8.606
-0.177,-0.989,0.232,1.953,-3.235,9.033
-0.182,-0.980,0.220,2.075,-2.930,7.996
-0.175,-0.978,0.218,2.686,-2.380,5.981
-0.163,-0.979,0.219,2.930,-1.831,3.723
-0.162,-0.985,0.224,2.319,-1.221,1.282
-0.167,-0.983,0.228,0.854,-0.549,-1.038
-0.158,-0.973,0.240,-0.793,-0.427,-2.502
-0.152,-0.966,0.248,-2.197,-0.610,-3.784
-0.150,-0.966,0.253,-3.174,-1.221,-4.883
-0.158,-0.968,0.248,-3.845,-1.587,-5.859
-0.165,-0.960,0.250,-5.066,-1.526,-7.385
-0.165,-0.950,0.251,-5.127,-1.282,-9.155
-0.159,-0.941,0.251,-4.211,-1.587,-10.315
-0.156,-0.931,0.252,-3.113,-2.075,-10.803
-0.159,-0.927,0.254,-2.014,-2.747,-10.803
-0.166,-0.929,0.248,-1.282,-3.479,-9.949
-0.166,-0.929,0.238,-1.343,-3.479,-8.850
-0.168,-0.927,0.231,-1.587,-3.662,-7.874
-0.173,-0.926,0.226,-1.526,-4.028,-6.348
-0.173,-0.932,0.219,-1.526,-4.028,-5.127
-0.180,-0.938,0.211,-1.465,-3.601,-4.150
-0.187,-0.934,0.208,-1.343,-2.563,-3.235
-0.188,-0.928,0.209,-0.977,-1.343,-2.686
-0.182,-0.926,0.209,0.183,0.000,-2.258
-0.185,-0.932,0.209,2.197,0.916,-1.404
-0.191,-0.937,0.210,3.174,2.258,-0.671
-0.186,-0.932,0.217,3.662,3.418,-0.183
-0.177,-0.932,0.224,4.211,3.845,0.366
-0.172,-0.936,0.228,4.456,3.845,1.221
-0.178,-0.942,0.226,4.150,3.296,2.197
-0.185,-0.940,0.220,4.089,2.747,3.052
-0.190,-0.934,0.218,3.662,2.441,3.174
-0.188,-0.929,0.216,3.784,2.563,3.601
-0.179,-0.930,0.212,3.967,2.686,4.333
-0.177,-0.950,0.203,4.578,2.441,4.944
-0.193,-0.958,0.195,5.249,2.686,5.188
-0.205,-0.961,0.197,4.944,3.418,4.639
-0.198,-0.961,0.203,4.272,4.944,3.784
-0.190,-0.955,0.208,3.784,5.859,2.808
-0.181,-0.959,0.215,3.601,6.042,2.136
-0.177,-0.966,0.223,3.235,5.676,1.831
-0.184,-0.972,0.232,2.991,5.066,1.831
-0.185,-0.976,0.235,2.441,4.333,1.343
-0.184,-0.971,0.243,1.587,3.784,0.427
0.718,-0.363,1.890,29.175,188.049,-43.762
0.808,-0.421,2.047,43.396,148.804,-32.532
0.907,-0.513,2.125,51.758,100.281,-17.517
0.948,-0.625,2.125,52.856,41.321,-2.686
0.946,-0.754,2.030,46.204,-22.461,9.766
0.954,-0.896,1.869,30.640,-85.327,21.301
0.974,-0.985,1.615,8.240,-140.137,33.997
0.971,-0.989,1.330,-14.160,-185.730,48.584
0.999,-0.891,1.094,-29.907,-225.281,62.256
1.025,-0.870,0.867,-35.400,-257.629,74.585
0.985,-0.843,0.687,-25.879,-288.635,88.379
0.901,-0.760,0.525,-1.709,-320.862,104.004
0.846,-0.692,0.319,28.381,-353.271,118.896
0.812,-0.732,0.042,66.833,-388.855,130.859
0.789,-0.830,-0.337,111.389,-427.185,134.033
0.834,-1.064,-0.790,152.771,-462.585,122.925
0.745,-1.432,-1.403,175.110,-485.962,94.299
0.447,-1.615,-1.859,165.466,-490.662,53.772
0.096,-1.661,-1.987,122.314,-465.332,17.761
-0.102,-1.490,-1.935,68.298,-405.029,-1.953
-0.198,-1.243,-1.810,35.034,-331.787,-4.395
-0.234,-1.032,-1.671,32.654,-268.860,1.770
-0.244,-0.949,-1.516,50.842,-225.708,7.324
-0.224,-0.958,-1.359,73.608,-200.439,9.277
-0.199,-1.007,-1.246,87.158,-185.059,7.996
-0.178,-1.019,-1.145,83.496,-173.828,6.348
-0.149,-1.061,-1.061,62.866,-163.757,6.958
-0.308,-1.067,-1.217,34.729,-151.550,10.376
-0.574,-1.464,-1.783,4.639,-92.651,7.446
-0.650,-1.128,-1.954,-44.800,12.756,7.385
-0.384,-0.704,-1.400,-64.209,50.049,15.564
-0.430,-0.762,-0.760,-34.302,30.457,19.897
-0.249,-0.811,-0.366,4.150,26.550,7.446
-0.244,-0.756,-0.119,5.981,8.850,8.606
-0.193,-0.791,-0.099,2.014,-3.601,14.099
-0.116,-0.935,-0.115,-3.296,-10.986,12.573
-0.062,-1.009,-0.076,-21.301,-17.395,3.357
-0.120,-1.042,-0.085,-48.645,-20.874,-6.592
-0.183,-1.032,-0.012,-77.698,-20.569,-11.475
-0.199,-0.962,0.014,-95.154,-12.634,-8.545
-0.205,-0.917,0.031,-95.642,-4.089,-7.751
-0.213,-0.908,0.074,-82.886,0.244,-8.606
-0.224,-0.914,0.096,-66.406,4.395,-8.972
-0.216,-0.921,0.103,-50.598,8.179,-8.728
-0.193,-0.945,0.088,-37.170,10.071,-9.155
-0.192,-0.968,0.052,-25.452,9.277,-9.521
-0.182,-0.969,0.004,-17.334,7.080,-9.460
-0.180,-0.987,-0.043,-13.794,4.639,-9.766
-0.175,-1.011,-0.094,-13.916,2.747,-8.728
-0.197,-1.037,-0.151,-16.052,3.357,-4.822
-0.199,-1.053,-0.224,-21.606,6.958,-0.916
-0.236,-1.036,-0.263,-29.846,13.916,2.991
-0.240,-1.011,-0.291,-38.818,24.048,5.493
-0.231,-0.996,-0.291,-44.434,34.729,6.165
-0.211,-0.977,-0.286,-45.654,44.128,5.981
-0.189,-0.966,-0.281,-42.297,52.551,6.165
-0.168,-0.971,-0.273,-36.133,59.082,6.348
-0.156,-0.985,-0.267,-27.832,63.477,6.409
-0.149,-1.010,-0.271,-18.799,67.139,5.798
-0.143,-1.033,-0.279,-11.047,70.496,4.150
-0.134,-1.055,-0.288,-5.493,73.486,0.671
-0.130,-1.075,-0.277,-1.709,74.707,-4.333
-0.139,-1.081,-0.245,1.465,74.463,-11.169
-0.151,-1.093,-0.216,5.493,72.754,-18.188
-0.162,-1.099,-0.153,6.775,71.167,-22.644
-0.161,-1.088,-0.111,5.493,72.144,-23.010
-0.164,-1.069,-0.086,2.502,76.111,-20.508
-0.157,-1.047,-0.068,-0.183,80.200,-16.235
-0.161,-1.032,-0.046,-2.014,82.458,-12.512
-0.164,-1.023,-0.027,-2.258,83.557,-9.216
-0.160,-1.020,-0.013,-2.014,84.778,-6.470
-0.147,-1.019,-0.003,-2.136,85.205,-4.089
-0.134,-1.029,0.002,-2.014,84.839,-2.319
-0.128,-1.033,0.001,-0.427,84.106,-1.221
-0.125,-1.049,0.008,0.854,83.496,-1.953
-0.167,-1.069,0.024,1.770,83.923,-5.310
-0.148,-1.053,0.010,1.709,88.257,-7.385
-0.145,-1.068,0.031,2.197,91.370,-11.841
-0.166,-1.073,0.074,4.700,92.957,-14.771
-0.155,-1.053,0.067,7.751,97.839,-15.747
-0.134,-1.033,0.076,10.986,101.196,-16.479
-0.122,-1.021,0.106,15.991,102.173,-17.700
-0.115,-1.020,0.132,20.142,103.333,-18.982
-0.114,-1.015,0.176,20.996,105.896,-19.714
-0.098,-0.998,0.219,18.494,108.582,-20.020
-0.076,-0.968,0.277,15.442,110.962,-19.165
-0.063,-0.930,0.334,11.292,112.000,-17.822
-0.046,-0.895,0.388,6.653,111.755,-15.503
-0.036,-0.874,0.435,2.808,110.352,-11.963
-0.061,-0.862,0.481,0.366,108.582,-8.606
-0.069,-0.881,0.520,-1.831,106.873,-6.531
-0.047,-0.887,0.555,-4.028,105.347,-5.798
-0.028,-0.892,0.585,-5.920,102.600,-6.042
-0.030,-0.891,0.609,-7.324,97.351,-6.592
-0.028,-0.875,0.626,-7.690,90.332,-7.629
-0.029,-0.865,0.636,-6.836,82.581,-9.399
-0.029,-0.857,0.640,-4.639,74.524,-11.047
-0.038,-0.846,0.633,-1.404,67.017,-11.841
-0.054,-0.834,0.622,0.549,60.913,-12.390
-0.067,-0.822,0.609,3.113,55.298,-12.024
-0.076,-0.812,0.599,6.897,50.171,-11.108
-0.090,-0.810,0.587,11.414,45.349,-9.766
-0.104,-0.815,0.570,15.869,41.016,-8.362
-0.113,-0.821,0.558,19.714,37.659,-6.775
-0.118,-0.831,0.548,20.996,34.912,-5.554
-0.124,-0.834,0.539,20.264,32.837,-4.272
-0.131,-0.845,0.528,18.433,30.823,-2.747
-0.135,-0.850,0.512,15.930,28.320,-1.099
-0.139,-0.851,0.492,13.062,25.879,0.183
-0.143,-0.856,0.469,11.047,23.376,1.404
-0.147,-0.863,0.446,9.094,21.118,1.831
-0.150,-0.875,0.426,7.812,19.653,1.648
-0.156,-0.889,0.409,6.836,18.982,1.099
-0.156,-0.905,0.393,6.042,17.639,-0.061
-0.156,-0.926,0.384,5.615,15.503,-1.831
-0.164,-0.943,0.381,5.310,13.245,-3.174
-0.173,-0.954,0.379,3.662,11.230,-4.395
-0.178,-0.959,0.376,0.793,9.766,-4.639
-0.177,-0.962,0.370,-1.770,8.362,-4.395
0.619,-0.480,1.724,2.502,172.424,-38.574
0.739,-0.487,1.898,12.024,140.869,-28.625
0.830,-0.535,1.998,20.142,98.694,-16.724
0.878,-0.602,2.043,25.208,46.692,-3.845
0.906,-0.704,2.015,24.353,-10.010,9.460
0.931,-0.802,1.909,15.808,-67.993,22.827
0.962,-0.874,1.708,1.404,-125.610,34.973
0.958,-0.869,1.441,-13.489,-178.833,47.363
0.914,-0.824,1.190,-23.376,-225.708,58.899
0.885,-0.804,0.941,-25.391,-264.160,66.895
0.842,-0.877,0.625,-20.996,-294.067,70.862
0.783,-0.945,0.318,-9.338,-319.031,74.219
0.712,-0.993,-0.007,6.836,-336.304,78.857
0.618,-1.010,-0.246,26.062,-345.154,85.754
0.565,-1.042,-0.396,46.387,-347.656,92.041
0.555,-1.119,-0.473,65.735,-345.032,96.619
0.513,-1.203,-0.504,77.209,-339.600,97.412
0.473,-1.337,-0.603,76.843,-335.510,93.262
0.427,-1.475,-0.783,69.397,-337.952,83.557
0.334,-1.572,-1.096,59.937,-344.238,68.054
0.181,-1.583,-1.397,50.842,-346.985,46.814
0.047,-1.473,-1.576,46.082,-342.346,24.902
-0.048,-1.327,-1.626,49.561,-328.125,7.385
-0.084,-1.214,-1.591,62.927,-309.631,-3.784
-0.121,-1.138,-1.563,82.214,-290.588,-11.108
-0.127,-1.052,-1.521,96.130,-272.644,-16.724
-0.089,-1.070,-1.534,96.985,-254.944,-21.423
-0.091,-1.104,-1.699,88.745,-236.023,-26.184
-0.656,-1.212,-2.520,74.585,-190.491,-33.142
-0.484,-0.992,-2.443,47.974,-91.187,-29.968
-0.618,-0.811,-2.261,13.733,-33.569,-25.269
-0.316,-0.601,-1.532,33.752,-28.809,-21.545
-0.213,-0.602,-1.276,84.778,-41.199,-20.691
-0.132,-1.012,-1.202,93.262,-21.057,-35.583
-0.417,-0.940,-0.988,55.237,-11.536,-33.447
-0.175,-0.833,-0.940,6.348,16.663,-10.864
-0.061,-0.724,-0.889,-23.926,43.579,7.874
0.050,-0.711,-0.818,-36.621,50.659,15.442
0.054,-0.827,-0.658,-41.565,46.021,13.123
0.011,-0.929,-0.573,-44.739,43.884,11.841
-0.054,-0.973,-0.484,-48.950,47.852,15.930
-0.077,-0.997,-0.406,-54.138,57.678,20.569
-0.078,-1.008,-0.333,-57.861,70.068,23.132
-0.070,-1.001,-0.262,-57.129,81.482,24.658
-0.076,-1.001,-0.195,-53.406,90.271,25.818
-0.084,-1.000,-0.131,-47.180,96.619,26.855
-0.098,-0.995,-0.068,-39.673,100.830,28.137
-0.124,-0.987,-0.013,-31.555,103.455,29.663
-0.139,-0.989,0.042,-25.879,105.957,30.945
-0.143,-1.012,0.101,-21.912,108.337,32.776
-0.131,-1.048,0.136,-19.714,110.840,34.912
-0.127,-1.086,0.170,-18.372,112.122,36.499
-0.127,-1.115,0.191,-18.372,114.075,36.133
-0.122,-1.149,0.206,-19.165,117.126,33.203
-0.113,-1.174,0.224,-20.264,120.850,28.015
-0.119,-1.178,0.243,-19.836,124.146,22.461
