aX,aY,aZ,gX,gY,gZ
0.190,-0.464,1.977,-92.834,134.583,-258.545
0.163,-0.698,1.923,-92.041,150.513,-253.601
0.160,-0.941,1.812,-89.233,168.823,-245.117
0.159,-1.194,1.686,-88.074,188.965,-235.474
0.128,-1.458,1.540,-90.637,211.365,-224.609
0.088,-1.728,1.340,-97.595,234.985,-211.792
0.097,-2.002,1.038,-112.793,258.179,-194.458
0.139,-2.288,0.603,-135.681,275.574,-173.523
0.198,-2.394,0.125,-156.982,285.400,-150.574
0.270,-2.318,-0.368,-165.405,289.795,-124.329
0.457,-2.196,-0.706,-152.100,288.818,-96.069
0.606,-2.083,-1.016,-120.544,279.236,-71.167
0.727,-1.963,-1.186,-89.722,262.695,-45.715
0.745,-1.904,-1.260,-87.158,233.032,-20.569
0.711,-1.839,-1.239,-112.488,187.500,-2.502
0.589,-1.661,-1.220,-148.621,137.390,5.920
0.266,-1.587,-1.086,-173.462,100.769,3.662
-0.442,-1.539,-1.457,-171.265,93.994,-5.615
-0.419,-1.339,-1.044,-141.052,177.246,-15.137
-0.079,-1.178,-1.171,-90.759,246.155,-11.536
0.324,-1.178,-1.507,-35.095,236.084,0.977
0.496,-1.057,-1.665,-9.277,205.200,11.047
0.675,-1.041,-1.557,-12.512,165.588,23.437
0.809,-1.008,-1.394,-31.189,109.680,24.292
0.891,-0.873,-1.194,-54.382,46.570,15.320
0.859,-0.679,-0.938,-72.327,-5.493,13.123
0.791,-0.549,-0.660,-74.158,-39.063,15.503
0.749,-0.495,-0.416,-58.167,-53.833,14.771
0.740,-0.493,-0.241,-30.212,-53.528,10.803
0.729,-0.549,-0.096,-3.357,-44.800,7.385
0.725,-0.640,-0.011,14.343,-32.288,5.859
0.732,-0.699,0.028,21.484,-17.151,6.897
0.750,-0.717,0.024,18.250,-3.296,10.742
0.777,-0.681,-0.001,6.165,7.385,15.625
0.789,-0.603,-0.038,-10.315,14.282,19.836
0.797,-0.522,-0.085,-26.367,18.311,23.499
0.800,-0.455,-0.130,-36.377,20.569,26.794
0.825,-0.380,-0.164,-37.659,21.118,28.992
0.857,-0.311,-0.171,-31.494,19.470,27.344
0.865,-0.296,-0.167,-20.020,16.174,20.935
0.851,-0.322,-0.155,-6.165,12.817,10.437
0.838,-0.382,-0.147,8.423,11.230,-0.610
0.829,-0.468,-0.145,22.888,12.939,-9.155
0.836,-0.592,-0.145,34.180,16.724,-13.550
0.855,-0.694,-0.162,39.063,19.470,-13.794
0.878,-0.762,-0.172,34.180,19.409,-10.010
0.881,-0.781,-0.177,19.897,16.663,-3.662
0.855,-0.740,-0.172,0.610,12.451,2.869
0.834,-0.665,-0.174,-16.113,8.911,9.460
0.810,-0.576,-0.179,-24.597,7.324,15.564
0.797,-0.507,-0.184,-24.170,7.996,19.470
0.782,-0.467,-0.186,-17.090,9.399,19.531
0.775,-0.450,-0.178,-7.751,10.864,16.235
0.775,-0.459,-0.171,0.000,12.390,10.254
0.775,-0.488,-0.168,5.127,13.672,3.967
0.777,-0.511,-0.170,6.653,14.648,-0.488
0.779,-0.534,-0.176,6.775,15.503,-2.380
0.777,-0.555,-0.191,4.944,16.113,-2.686
0.778,-0.566,-0.208,1.221,16.235,-1.648
0.791,-0.559,-0.218,-2.930,15.747,0.305
0.796,-0.541,-0.231,-6.531,14.282,1.465
0.807,-0.524,-0.248,-9.033,11.902,1.587
0.815,-0.515,-0.247,-9.583,9.155,0.549
0.821,-0.518,-0.245,-8.179,6.714,-1.282
0.833,-0.529,-0.245,-5.310,4.150,-3.174
0.832,-0.552,-0.230,-1.648,1.892,-5.615
0.822,-0.580,-0.209,1.587,0.366,-7.141
0.806,-0.611,-0.188,3.662,0.122,-7.019
0.790,-0.630,-0.176,3.540,0.183,-6.409
0.786,-0.635,-0.167,1.953,0.732,-4.883
0.785,-0.628,-0.165,-0.305,1.648,-3.052
0.793,-0.619,-0.173,-2.075,2.441,-1.892
0.800,-0.601,-0.182,-2.197,3.174,-1.221
0.819,-0.590,-0.193,-1.099,4.089,-0.732
0.832,-0.585,-0.205,1.282,4.333,-0.488
0.839,-0.589,-0.209,4.150,4.272,-0.671
0.844,-0.605,-0.214,6.531,3.601,-0.732
0.846,-0.617,-0.219,6.470,2.563,0.061
0.835,-0.625,-0.215,3.662,1.282,1.038
0.819,-0.617,-0.214,-0.244,-0.122,2.991
0.811,-0.600,-0.205,-3.113,-1.038,4.761
0.809,-0.574,-0.199,-4.883,-1.892,6.226
0.805,-0.540,-0.180,-5.493,-2.625,7.019
0.789,-0.511,-0.156,-4.883,-2.686,6.287
0.782,-0.498,-0.141,-3.113,-1.953,4.333
0.787,-0.501,-0.135,-0.427,0.000,2.197
0.785,-0.513,-0.138,2.014,1.831,-0.427
0.786,-0.533,-0.141,3.906,3.784,-2.563
0.791,-0.558,-0.151,5.188,5.554,-4.089
0.795,-0.579,-0.162,4.639,7.141,-5.005
0.787,-0.586,-0.169,2.441,8.179,-5.310
0.809,-0.590,-0.184,0.122,8.484,-5.188
0.818,-0.587,-0.198,-2.197,8.667,-4.517
0.815,-0.579,-0.208,-3.235,8.545,-2.930
0.817,-0.573,-0.215,-3.845,7.324,-1.465
0.809,-0.563,-0.223,-4.395,5.920,-0.244
0.800,-0.551,-0.220,-5.310,4.395,-0.122
0.789,-0.547,-0.219,-5.859,3.479,-0.854
0.782,-0.550,-0.211,-5.554,3.296,-1.953
0.786,-0.562,-0.208,-3.418,3.540,-3.418
0.790,-0.575,-0.202,-0.427,3.845,-5.127
0.773,-0.585,-0.191,2.380,4.211,-6.165
0.799,-0.594,-0.199,4.456,4.395,-6.714
0.812,-0.615,-0.197,6.775,5.188,-6.653
0.814,-0.634,-0.199,7.568,5.493,-5.493
0.819,-0.645,-0.204,5.249,4.822,-4.089
0.807,-0.646,-0.209,1.221,3.662,-2.747
0.801,-0.636,-0.215,-2.930,2.625,-1.160
0.799,-0.616,-0.217,-5.005,1.831,0.916
0.797,-0.598,-0.224,-4.883,1.343,1.953
0.794,-0.581,-0.220,-3.113,1.160,2.136
0.740,0.680,1.275,-86.548,7.141,-2.014
0.723,0.718,1.374,-92.896,22.522,-12.024
0.691,0.754,1.437,-98.450,39.429,-24.109
0.672,0.764,1.432,-105.103,55.176,-36.499
0.623,0.732,1.420,-115.234,71.533,-50.110
0.579,0.672,1.381,-128.784,85.266,-64.209
0.546,0.602,1.338,-142.761,94.727,-79.041
0.495,0.533,1.289,-157.104,100.464,-96.191
0.427,0.448,1.242,-170.227,104.126,-113.464
0.347,0.326,1.185,-180.176,108.276,-127.319
0.281,0.205,1.123,-186.646,113.647,-137.878
0.227,0.085,1.060,-191.467,118.530,-147.644
0.176,-0.048,0.964,-196.533,120.911,-157.959
0.153,-0.188,0.879,-201.538,122.192,-169.189
0.120,-0.352,0.804,-205.688,122.986,-185.059
0.041,-0.518,0.686,-204.468,124.878,-200.745
0.019,-0.775,0.524,-189.819,132.507,-207.336
0.021,-1.010,0.359,-166.016,145.020,-210.083
-0.157,-1.137,0.233,-135.437,161.499,-204.773
0.142,-1.474,0.009,-112.854,175.049,-203.918
0.214,-1.734,-0.354,-97.473,172.180,-213.318
0.391,-1.969,-0.657,-71.655,178.406,-182.251
0.453,-2.079,-0.798,-70.862,176.514,-156.738
0.544,-2.122,-0.808,-84.290,164.551,-119.812
0.524,-2.014,-1.077,-112.854,137.146,-90.576
0.490,-1.930,-0.764,-135.254,121.155,-78.247
0.410,-1.810,-0.920,-141.907,104.065,-78.186
0.399,-1.700,-0.932,-131.836,109.436,-73.120
0.472,-1.638,-0.911,-112.000,123.169,-65.125
0.554,-1.596,-0.901,-86.426,129.944,-57.739
0.589,-1.458,-0.972,-65.735,125.061,-52.490
0.648,-1.455,-1.401,-29.785,119.141,-46.082
0.759,-1.152,-1.530,60.303,119.629,-25.757
0.738,-1.210,-1.590,135.559,97.046,-1.587
0.741,-1.304,-1.528,172.546,55.054,5.859
0.687,-1.257,-1.403,169.434,28.442,2.075
0.687,-1.232,-1.223,137.512,13.428,-1.343
0.765,-1.244,-1.047,90.881,-1.099,-1.892
0.835,-1.192,-0.888,37.781,-19.897,-3.540
0.872,-1.068,-0.650,-11.353,-37.903,-4.700
0.843,-0.938,-0.419,-47.180,-52.124,0.244
0.858,-0.761,-0.227,-66.345,-60.852,7.507
0.825,-0.679,-0.075,-66.711,-61.951,14.526
0.769,-0.648,0.109,-56.580,-54.138,22.766
0.786,-0.652,0.186,-51.758,-40.222,25.452
0.785,-0.502,0.148,-45.166,-26.367,27.405
0.765,-0.450,0.105,-35.583,-9.155,32.104
0.767,-0.431,0.054,-24.536,8.423,36.255
0.779,-0.421,-0.004,-15.198,21.362,36.255
0.775,-0.415,-0.068,-10.498,28.687,32.898
0.777,-0.437,-0.162,-9.338,32.227,28.381
0.768,-0.417,-0.262,-8.728,32.166,24.780
0.752,-0.389,-0.351,-6.531,29.480,23.926
0.749,-0.367,-0.382,-2.930,25.818,22.766
0.745,-0.374,-0.401,2.686,19.409,18.555
0.744,-0.398,-0.397,8.667,11.597,11.169
0.738,-0.448,-0.391,11.292,3.784,3.235
0.726,-0.487,-0.357,10.559,-2.441,-1.282
0.727,-0.507,-0.315,7.996,-6.287,-2.502
0.746,-0.518,-0.284,4.089,-9.460,-3.906
0.762,-0.513,-0.254,0.244,-12.817,-5.798
0.769,-0.507,-0.215,-2.197,-15.930,-6.897
0.776,-0.519,-0.164,-1.709,-18.127,-7.141
0.783,-0.555,-0.117,1.099,-19.409,-7.629
0.776,-0.596,-0.090,3.906,-19.226,-8.484
0.765,-0.624,-0.074,3.357,-16.663,-8.911
0.760,-0.645,-0.064,0.305,-11.597,-8.423
0.769,-0.655,-0.072,-2.686,-5.371,-7.568
0.791,-0.653,-0.097,-4.517,0.427,-6.042
0.810,-0.633,-0.129,-5.859,5.432,-3.967
0.825,-0.621,-0.154,-6.287,9.460,-1.709
0.836,-0.618,-0.157,-6.592,11.780,-0.793
0.835,-0.605,-0.169,-7.690,11.047,-0.916
0.819,-0.592,-0.181,-7.935,9.583,-0.549
0.804,-0.597,-0.181,-7.019,10.254,0.244
0.790,-0.606,-0.190,-5.859,12.451,0.671
0.780,-0.623,-0.211,-5.737,14.282,1.343
0.769,-0.626,-0.233,-7.263,16.357,2.136
0.758,-0.620,-0.254,-9.338,18.433,2.808
0.771,-0.607,-0.274,-11.292,20.020,3.601
0.781,-0.595,-0.281,-13.184,18.555,3.845
0.786,-0.575,-0.283,-14.221,14.404,3.174
0.785,-0.561,-0.279,-13.245,9.949,2.441
0.785,-0.554,-0.270,-10.193,6.104,2.075
0.793,-0.567,-0.251,-6.592,3.235,1.221
0.786,-0.572,-0.237,-3.845,0.427,-0.977
0.780,-0.589,-0.232,-1.831,-1.282,-1.770
0.781,-0.606,-0.217,-0.916,-1.648,-2.319
0.783,-0.611,-0.215,-0.610,-1.343,-2.502
0.780,-0.614,-0.209,-0.244,-0.427,-2.502
0.773,-0.622,-0.216,-0.122,0.610,-2.380
0.777,-0.621,-0.217,-0.305,2.014,-2.197
0.792,-0.617,-0.219,-0.854,2.991,-1.770
0.794,-0.612,-0.225,-1.404,2.319,-0.916
0.787,-0.600,-0.229,-1.465,0.854,0.244
0.792,-0.587,-0.229,-1.221,0.000,0.610
0.791,-0.577,-0.223,-0.854,-0.916,0.366
0.785,-0.579,-0.215,-0.183,-1.465,-0.061
0.789,-0.592,-0.206,0.366,-1.648,-0.549
0.785,-0.599,-0.211,0.610,-1.648,-1.099
0.784,-0.601,-0.215,0.122,-1.526,-0.305
0.786,-0.601,-0.212,-0.793,-1.221,0.488
0.791,-0.598,-0.211,-2.075,-1.648,0.183
0.788,-0.594,-0.205,-2.930,-2.014,-0.061
0.789,-0.592,-0.198,-3.662,-2.197,0.000
0.786,-0.581,-0.195,-3.845,-2.502,-0.061
0.782,-0.577,-0.189,-2.869,-2.380,0.183
0.774,-0.578,-0.185,-0.427,-1.953,0.305
0.767,-0.590,-0.192,2.441,-1.099,-0.122
0.770,-0.602,-0.196,4.028,-0.366,-0.610
0.775,-0.611,-0.197,3.845,0.183,-1.160
0.771,-0.611,-0.197,2.625,0.549,-1.648
0.775,-0.618,-0.195,1.709,1.404,-1.709
0.780,-0.620,-0.203,1.526,2.197,-1.709
0.779,-0.622,-0.210,0.854,2.747,-1.160
0.782,-0.624,-0.226,0.183,3.113,-0.183
0.794,-0.617,-0.224,0.000,3.296,0.366
0.794,-0.613,-0.229,0.305,2.197,0.305
0.783,-0.617,-0.225,1.099,0.793,1.160
0.118,-1.317,1.474,-110.840,144.714,-241.394
0.072,-1.504,1.303,-123.474,173.523,-227.600
0.106,-1.717,1.005,-133.728,204.712,-209.839
0.230,-1.884,0.646,-134.094,231.079,-190.002
0.377,-2.009,0.303,-121.094,249.084,-164.917
0.519,-2.123,0.019,-100.525,260.498,-137.512
0.637,-2.183,-0.231,-86.548,264.465,-110.168
0.719,-2.205,-0.463,-90.393,258.667,-82.397
0.762,-2.137,-0.611,-112.549,242.371,-57.678
0.726,-1.971,-0.753,-141.663,216.736,-38.574
0.623,-1.815,-0.892,-163.513,188.965,-25.391
0.561,-1.673,-0.994,-165.100,167.786,-20.935
0.596,-1.546,-1.064,-144.592,155.212,-20.508
0.703,-1.496,-1.097,-116.150,145.813,-14.893
0.819,-1.406,-1.063,-95.764,132.019,-4.944
0.753,-1.349,-0.951,-93.872,107.544,6.836
0.534,-1.280,-0.773,-111.694,77.820,17.151
0.281,-1.153,-0.655,-138.794,56.946,19.775
-0.048,-0.993,-0.850,-159.485,57.373,18.738
-0.021,-0.810,-0.768,-156.494,101.135,16.235
0.177,-0.649,-0.840,-127.869,133.301,12.634
0.469,-0.648,-1.019,-81.787,132.019,10.559
0.727,-0.675,-1.094,-39.551,118.591,6.958
0.953,-0.698,-1.010,-15.076,92.407,-0.366
1.066,-0.742,-0.878,-6.470,52.368,-8.606
1.037,-0.765,-0.700,-7.385,11.169,-15.137
0.957,-0.741,-0.517,-12.878,-18.860,-16.663
0.906,-0.725,-0.345,-18.311,-36.499,-12.817
0.880,-0.716,-0.187,-21.240,-43.518,-5.737
0.855,-0.706,-0.061,-21.301,-43.701,1.587
0.803,-0.695,0.014,-21.179,-38.757,8.301
0.756,-0.667,0.050,-20.447,-28.687,13.550
0.746,-0.612,0.059,-18.494,-15.442,16.907
0.764,-0.562,0.045,-15.015,-2.930,16.785
0.791,-0.514,0.026,-8.850,7.019,14.343
0.795,-0.472,0.012,-2.075,14.160,10.986
0.801,-0.442,0.005,4.822,18.555,7.690
0.802,-0.429,0.013,10.742,20.081,3.967
0.782,-0.443,0.030,15.137,20.081,-0.854
0.750,-0.478,0.044,17.578,19.958,-5.371
0.739,-0.516,0.032,16.541,21.240,-9.644
0.741,-0.560,0.000,12.634,24.109,-12.390
0.789,-0.597,-0.052,8.423,27.100,-11.780
0.842,-0.613,-0.092,6.042,28.320,-8.911
0.864,-0.622,-0.118,4.639,26.917,-5.981
0.870,-0.614,-0.132,1.587,23.682,-4.150
0.869,-0.591,-0.137,-2.441,19.714,-2.625
0.854,-0.564,-0.134,-6.287,15.686,-2.014
0.825,-0.534,-0.125,-8.057,13.306,-2.686
0.795,-0.502,-0.110,-5.737,13.000,-5.615
0.765,-0.494,-0.095,0.488,15.381,-10.132
0.743,-0.519,-0.088,10.132,20.142,-15.015
0.750,-0.590,-0.104,18.433,26.062,-18.921
0.769,-0.651,-0.133,20.508,30.457,-20.874
0.788,-0.700,-0.174,15.259,31.860,-19.836
0.796,-0.736,-0.232,7.751,30.273,-15.991
0.796,-0.747,-0.266,2.258,27.039,-8.545
0.788,-0.740,-0.299,-1.160,22.644,-0.610
0.781,-0.716,-0.325,-4.761,17.029,5.310
0.775,-0.682,-0.335,-8.667,11.108,8.850
0.784,-0.652,-0.323,-11.047,5.859,10.376
0.793,-0.629,-0.301,-9.949,0.793,9.338
0.797,-0.611,-0.266,-6.287,-2.869,6.714
0.785,-0.612,-0.222,-1.892,-4.944,3.662
0.779,-0.627,-0.178,3.052,-5.554,1.160
0.782,-0.656,-0.156,7.080,-4.944,-0.854
0.786,-0.674,-0.150,10.071,-3.906,-1.282
0.793,-0.677,-0.144,11.536,-2.808,-0.366
0.792,-0.683,-0.136,11.353,-2.380,0.610
0.789,-0.683,-0.132,8.728,-2.502,1.038
0.786,-0.675,-0.126,4.822,-2.197,2.136
0.787,-0.662,-0.130,2.014,-1.404,3.967
0.786,-0.642,-0.139,-0.122,-0.244,5.798
0.788,-0.622,-0.152,-1.526,0.305,7.141
0.791,-0.601,-0.159,-2.747,0.122,8.179
0.782,-0.578,-0.163,-3.418,-0.549,8.362
0.779,-0.549,-0.161,-3.479,-1.282,7.751
0.773,-0.528,-0.160,-2.441,-1.587,6.104
0.769,-0.524,-0.157,0.732,-0.977,3.540
0.780,-0.532,-0.153,6.165,0.488,0.977
0.794,-0.561,-0.158,11.353,2.136,-1.282
0.801,-0.599,-0.164,14.526,3.052,-2.197
0.803,-0.621,-0.168,14.771,2.991,-1.709
0.798,-0.634,-0.164,11.780,2.136,-0.183
0.789,-0.635,-0.163,6.714,0.732,1.587
0.777,-0.624,-0.166,0.610,-1.038,3.174
0.772,-0.601,-0.162,-4.089,-2.136,4.211
0.772,-0.580,-0.157,-6.042,-2.808,4.333
0.771,-0.563,-0.153,-5.310,-2.930,3.174
0.777,-0.556,-0.147,-2.380,-2.502,1.343
0.788,-0.568,-0.134,1.770,-1.587,-0.916
0.798,-0.588,-0.122,5.615,-0.122,-2.258
0.799,-0.609,-0.115,7.385,1.587,-2.930
0.797,-0.635,-0.111,6.714,2.869,-3.113
0.791,-0.648,-0.116,3.845,4.150,-2.502
0.792,-0.649,-0.139,-0.671,5.066,-1.526
0.792,-0.642,-0.159,-4.456,5.249,0.671
0.795,-0.622,-0.172,-5.920,4.883,3.113
0.794,-0.601,-0.178,-5.371,3.967,4.761
0.785,-0.586,-0.180,-3.845,3.296,4.395
0.781,-0.577,-0.181,-1.953,2.869,2.686
0.789,-0.573,-0.175,0.549,2.930,1.038
0.791,-0.583,-0.163,3.723,2.930,-0.610
0.782,-0.606,-0.155,7.141,3.052,-1.526
0.775,-0.621,-0.152,8.301,3.418,-1.526
0.777,-0.641,-0.157,6.714,3.662,-1.099
0.782,-0.647,-0.168,2.808,3.296,0.000
0.784,-0.633,-0.172,-1.587,2.625,1.587
0.784,-0.611,-0.179,-4.761,1.648,2.747
0.780,-0.595,-0.184,-5.737,1.221,2.808
0.777,-0.580,-0.189,-4.822,1.404,2.136
0.783,-0.578,-0.198,-2.197,1.587,1.221
0.798,-0.585,-0.205,0.977,1.404,0.366
0.806,-0.594,-0.199,3.418,0.610,-0.061
0.802,-0.608,-0.184,4.395,-0.488,-0.366
0.798,-0.613,-0.167,3.906,-1.526,-0.183
0.797,-0.612,-0.150,2.563,-2.197,-0.122
0.802,-0.610,-0.139,1.160,-2.380,0.488
0.796,-0.611,-0.125,0.366,-2.441,0.427
0.595,-1.863,-0.558,-28.259,135.498,-98.694
0.552,-1.949,-0.621,-22.766,127.869,-72.510
0.516,-1.991,-0.698,-48.401,115.845,-54.871
0.516,-1.906,-0.789,-86.853,104.004,-43.518
0.491,-1.781,-0.824,-118.530,95.520,-35.339
0.493,-1.643,-0.817,-126.221,93.079,-28.625
0.515,-1.437,-0.837,-110.779,93.994,-20.813
0.583,-1.271,-0.906,-85.266,93.445,-10.437
0.671,-1.259,-1.042,-44.739,89.600,1.892
0.725,-1.106,-1.128,-2.686,73.303,9.338
0.716,-1.063,-1.138,22.644,42.725,14.404
0.732,-1.011,-1.026,30.090,12.329,13.977
0.703,-0.979,-0.818,22.949,-12.207,5.798
0.689,-0.971,-0.654,6.042,-32.104,-2.380
0.720,-0.922,-0.468,-11.841,-44.128,-5.798
0.741,-0.888,-0.305,-21.423,-48.950,-4.639
0.759,-0.847,-0.175,-24.170,-49.622,-1.160
0.779,-0.861,-0.054,-23.865,-48.157,3.601
0.824,-0.774,0.044,-23.804,-46.265,9.277
0.802,-0.708,0.150,-25.574,-42.847,15.320
0.776,-0.651,0.226,-25.879,-34.241,21.545
0.747,-0.570,0.256,-26.672,-20.935,25.513
0.725,-0.500,0.215,-26.733,-4.395,25.940
0.711,-0.448,0.147,-23.071,12.695,23.437
0.706,-0.435,0.059,-14.343,28.503,18.616
0.700,-0.437,-0.047,-3.113,40.100,12.573
0.702,-0.482,-0.158,9.094,47.363,5.554
0.715,-0.530,-0.276,18.982,48.950,-0.549
0.728,-0.624,-0.368,26.489,46.021,-2.930
0.745,-0.669,-0.424,31.311,38.330,-2.319
0.743,-0.742,-0.426,30.212,27.344,1.770
0.737,-0.755,-0.387,19.897,14.771,5.188
0.715,-0.715,-0.341,2.625,2.686,5.310
0.704,-0.669,-0.291,-13.489,-6.287,4.761
0.697,-0.640,-0.236,-24.231,-13.428,3.845
0.710,-0.606,-0.188,-27.466,-17.822,2.747
0.721,-0.583,-0.137,-26.001,-21.729,0.244
0.739,-0.566,-0.090,-21.118,-23.437,-2.380
0.756,-0.564,-0.038,-13.550,-22.461,-5.005
0.777,-0.591,-0.005,-4.578,-20.447,-8.362
0.783,-0.626,0.015,6.531,-16.907,-10.193
0.778,-0.674,0.033,16.418,-11.841,-10.437
0.774,-0.721,0.036,21.545,-6.470,-10.498
0.770,-0.751,0.023,21.362,-1.526,-9.644
0.770,-0.771,0.004,16.785,3.601,-7.019
0.768,-0.747,-0.037,9.644,7.385,-3.784
0.761,-0.708,-0.078,2.014,9.644,-0.732
0.760,-0.675,-0.116,-3.174,10.315,2.014
0.759,-0.630,-0.155,-5.493,9.216,3.784
0.749,-0.604,-0.173,-5.493,6.897,4.028
0.746,-0.590,-0.180,-3.113,4.578,3.357
0.744,-0.604,-0.183,-0.488,2.258,1.648
0.741,-0.633,-0.175,0.610,-0.305,-0.488
0.738,-0.650,-0.162,-0.488,-2.136,-1.953
0.736,-0.660,-0.143,-2.380,-3.174,-2.380
0.736,-0.668,-0.128,-3.479,-3.845,-2.380
0.739,-0.677,-0.115,-3.662,-3.967,-2.075
0.745,-0.677,-0.103,-3.662,-3.418,-1.526
0.753,-0.672,-0.089,-3.113,-3.052,-1.282
0.757,-0.675,-0.079,-1.892,-2.747,-1.038
0.756,-0.683,-0.073,0.427,-2.319,-1.343
0.759,-0.700,-0.067,3.174,-1.465,-1.160
0.760,-0.713,-0.071,4.639,-0.366,-0.610
0.758,-0.716,-0.080,4.395,0.488,0.183
0.754,-0.711,-0.088,3.235,1.099,0.732
0.749,-0.700,-0.100,1.465,1.526,1.282
0.747,-0.679,-0.113,0.305,2.197,1.770
0.747,-0.660,-0.128,-0.122,2.625,2.136
0.747,-0.644,-0.140,0.122,2.930,2.563
0.748,-0.644,-0.148,0.671,2.869,2.380
0.746,-0.643,-0.148,1.221,1.587,1.709
0.742,-0.643,-0.144,1.770,0.000,1.404
0.735,-0.641,-0.131,1.892,-1.221,1.099
0.731,-0.642,-0.121,1.160,-2.014,0.549
0.738,-0.641,-0.109,0.305,-2.319,0.000
0.747,-0.645,-0.100,-0.549,-2.502,-0.366
0.748,-0.648,-0.093,-1.099,-2.625,-0.610
0.746,-0.652,-0.085,-1.526,-2.502,-0.916
0.741,-0.660,-0.079,-1.831,-2.319,-1.221
0.739,-0.666,-0.079,-1.526,-2.014,-1.587
0.738,-0.667,-0.083,-0.549,-1.038,-1.831
0.741,-0.677,-0.086,1.099,0.061,-1.587
0.748,-0.684,-0.090,2.136,0.854,-1.343
0.746,-0.687,-0.091,2.441,0.977,-1.038
0.744,-0.692,-0.097,1.770,0.977,-0.671
0.749,-0.691,-0.108,1.160,1.099,0.000
0.758,-0.690,-0.112,0.244,1.038,0.671
0.760,-0.687,-0.117,-0.916,0.305,1.221
0.759,-0.676,-0.117,-1.892,-0.305,1.465
0.754,-0.662,-0.115,-2.197,-0.732,1.831
0.747,-0.654,-0.108,-1.770,-0.793,1.648
0.743,-0.646,-0.104,-0.366,-0.305,1.038
0.747,-0.642,-0.098,0.916,0.122,0.244
0.749,-0.648,-0.093,2.075,0.427,-0.244
0.743,-0.659,-0.089,2.258,0.244,-0.916
0.736,-0.663,-0.088,1.648,0.305,-1.221
0.733,-0.673,-0.092,0.732,0.671,-0.854
0.736,-0.679,-0.101,0.122,0.671,-0.244
0.735,-0.683,-0.106,0.000,0.671,-0.183
0.742,-0.683,-0.108,0.244,0.793,-0.061
0.751,-0.693,-0.109,-0.061,0.549,-0.305
0.758,-0.696,-0.107,-0.549,-0.061,-0.244
0.763,-0.690,-0.102,-1.404,-0.366,0.244
0.760,-0.678,-0.096,-2.197,-0.427,0.916
0.748,-0.666,-0.093,-2.625,-0.549,1.160
0.738,-0.657,-0.095,-2.136,0.122,1.099
0.733,-0.656,-0.101,-1.099,0.732,1.099
0.730,-0.662,-0.105,0.610,1.465,0.610
0.729,-0.675,-0.107,2.136,2.014,0.366
0.735,-0.691,-0.117,3.052,2.319,0.122
0.744,-0.698,-0.124,2.441,1.465,0.366
0.748,-0.693,-0.120,0.854,0.488,1.343
0.750,-0.679,-0.117,-0.854,-0.488,2.075
0.750,-0.668,-0.116,-2.502,-1.282,2.136
0.752,-0.662,-0.113,-3.418,-1.709,2.136
0.751,-0.655,-0.102,-3.418,-2.197,1.770
0.743,-0.654,-0.089,-2.930,-2.380,1.099
0.731,-0.658,-0.079,-1.038,-2.136,0.549
0.727,-0.670,-0.075,0.977,-0.977,0.061
0.486,0.712,1.335,-21.606,-2.075,-131.348
0.373,0.489,1.444,-24.536,20.874,-150.391
0.288,0.256,1.513,-38.940,44.067,-166.382
0.265,0.073,1.520,-66.956,65.491,-180.359
0.256,-0.073,1.454,-100.403,83.496,-192.261
0.270,-0.208,1.360,-129.150,101.257,-202.515
0.298,-0.364,1.230,-148.926,116.577,-209.900
0.331,-0.552,1.075,-157.043,125.916,-212.097
0.322,-0.717,0.976,-152.710,132.385,-207.153
0.323,-0.917,0.898,-139.832,141.968,-194.702
0.358,-1.116,0.829,-132.629,150.513,-179.810
0.365,-1.284,0.740,-144.531,152.466,-168.152
0.369,-1.441,0.677,-171.936,150.696,-161.682
0.377,-1.501,0.571,-203.308,144.714,-161.377
0.345,-1.532,0.465,-225.098,138.611,-162.598
0.339,-1.611,0.317,-224.487,141.418,-160.645
0.401,-1.714,0.126,-197.510,155.396,-155.762
0.510,-1.821,-0.071,-150.940,178.284,-145.935
0.609,-1.974,-0.270,-102.661,198.792,-127.991
0.686,-2.102,-0.476,-66.223,208.374,-104.126
0.741,-2.126,-0.606,-50.476,205.078,-78.003
0.748,-2.061,-0.687,-59.082,188.660,-50.476
0.701,-1.918,-0.696,-88.745,162.231,-28.503
0.647,-1.686,-0.697,-125.122,132.141,-15.320
0.589,-1.496,-0.678,-154.114,107.178,-10.132
0.553,-1.329,-0.670,-166.138,90.515,-9.827
0.571,-1.153,-0.629,-161.560,78.979,-8.362
0.563,-1.019,-0.615,-145.020,70.435,-6.042
0.573,-0.921,-0.595,-119.873,66.650,-7.996
0.582,-0.865,-0.583,-88.745,65.735,-12.512
0.541,-0.887,-0.586,-58.472,67.444,-17.883
0.486,-0.979,-0.692,-36.682,84.167,-24.597
0.485,-0.977,-0.596,-19.043,110.107,-31.372
0.558,-1.016,-0.719,-2.930,115.784,-26.001
0.693,-1.030,-0.795,7.141,109.985,-15.442
0.836,-1.005,-0.827,5.676,96.008,-4.700
0.938,-0.932,-0.810,-5.493,70.374,4.211
1.001,-0.843,-0.760,-22.217,34.546,12.573
0.986,-0.714,-0.641,-39.429,-3.418,18.250
0.895,-0.574,-0.480,-48.218,-35.950,21.790
0.794,-0.480,-0.317,-44.922,-58.105,20.874
0.729,-0.430,-0.162,-30.396,-68.237,13.489
0.689,-0.455,-0.001,-5.920,-65.674,3.784
