aX,aY,aZ,gX,gY,gZ
1.260,0.687,-1.516,69.519,55.969,12.756
1.141,0.748,-1.376,21.851,6.104,7.202
0.943,0.616,-0.867,-45.654,-43.762,-6.226
0.835,0.417,-0.256,-109.497,-68.420,-14.099
0.865,0.270,0.322,-143.616,-67.383,-13.794
0.918,0.085,0.661,-140.442,-50.232,-12.756
0.971,-0.054,0.619,-103.149,-28.687,-8.728
1.096,-0.162,0.341,-48.462,-1.404,2.136
1.162,-0.107,-0.138,-0.732,19.104,10.437
1.156,-0.031,-0.639,32.349,25.085,18.311
1.066,0.155,-1.024,44.739,19.104,23.804
0.943,0.346,-1.083,35.767,0.732,24.292
0.883,0.482,-0.787,4.333,-25.940,22.156
0.870,0.575,-0.397,-37.170,-41.626,19.531
0.894,0.608,-0.057,-58.899,-40.771,15.991
0.953,0.642,0.152,-53.955,-34.607,10.193
0.981,0.607,0.210,-34.668,-26.855,3.113
0.991,0.570,0.149,-18.127,-15.442,-3.479
0.980,0.533,0.016,-10.437,-3.967,-9.521
0.959,0.446,-0.093,-9.460,2.197,-15.381
0.936,0.356,-0.191,-12.939,5.127,-19.287
0.903,0.272,-0.257,-15.259,5.127,-20.691
0.893,0.195,-0.252,-15.259,1.953,-18.738
0.887,0.155,-0.227,-12.878,-1.526,-14.648
0.892,0.125,-0.201,-6.104,-3.357,-9.827
0.891,0.100,-0.214,1.099,-4.211,-5.127
0.918,0.120,-0.246,6.287,-4.028,-1.282
0.931,0.145,-0.330,7.751,-2.930,1.526
0.930,0.174,-0.413,5.188,-1.892,2.625
0.913,0.199,-0.452,-1.465,-2.625,3.723
0.893,0.229,-0.426,-8.484,-5.432,4.944
0.870,0.267,-0.339,-11.353,-10.132,6.592
0.895,0.311,-0.230,-9.460,-13.184,7.935
0.906,0.312,-0.183,-4.456,-12.878,7.263
0.922,0.325,-0.203,-0.549,-9.033,6.165
0.923,0.313,-0.265,0.000,-4.578,4.395
0.912,0.302,-0.309,-2.991,-2.686,2.380
0.897,0.302,-0.304,-8.362,-3.052,1.221
0.893,0.298,-0.241,-13.611,-4.883,0.854
0.910,0.277,-0.152,-17.273,-6.531,1.099
0.940,0.274,-0.107,-16.357,-4.944,2.258
0.945,0.262,-0.137,-8.545,-1.648,2.075
0.937,0.267,-0.202,0.366,0.732,1.770
0.934,0.300,-0.247,5.432,0.977,2.075
0.916,0.323,-0.259,5.493,0.549,1.221
0.900,0.309,-0.228,1.282,-0.183,-0.305
0.909,0.305,-0.211,-3.296,-0.122,-0.488
0.910,0.286,-0.214,-2.930,1.099,-0.183
0.923,0.260,-0.238,-0.610,2.075,0.122
0.933,0.254,-0.281,0.671,2.991,0.793
0.935,0.239,-0.326,2.563,3.540,1.282
0.919,0.224,-0.344,4.456,2.502,1.526
0.936,0.234,-0.331,4.456,-0.061,2.869
0.943,0.269,-0.319,4.089,-1.892,4.150
0.923,0.286,-0.304,2.319,-2.747,3.418
0.931,0.280,-0.273,-3.174,-3.418,2.747
0.942,0.278,-0.252,-7.507,-2.869,2.930
0.932,0.271,-0.256,-5.859,-2.014,2.136
0.925,0.262,-0.261,-1.221,-2.136,1.587
0.925,0.255,-0.260,1.709,-2.441,1.709
0.920,0.261,-0.252,2.380,-2.502,2.380
0.926,0.273,-0.230,2.441,-3.052,3.235
0.946,0.297,-0.217,2.563,-3.235,3.845
0.962,0.310,-0.230,2.502,-2.625,2.991
0.961,0.312,-0.250,0.671,-1.404,1.465
0.954,0.299,-0.263,-2.014,-0.305,-0.183
0.941,0.275,-0.246,-3.052,-0.427,-1.404
0.913,0.262,-0.224,-2.808,-0.977,-1.770
0.892,0.263,-0.190,-1.465,-1.465,-1.282
0.890,0.269,-0.161,-0.061,-1.526,-0.122
0.899,0.283,-0.177,1.648,0.305,0.793
0.919,0.291,-0.207,2.502,2.869,1.282
0.936,0.286,-0.248,1.343,4.822,0.671
0.932,0.262,-0.295,1.160,6.531,-0.183
0.926,0.243,-0.331,2.747,5.920,-0.244
0.913,0.233,-0.339,4.395,2.991,-0.305
0.910,0.230,-0.317,4.456,-0.183,0.427
0.919,0.251,-0.292,1.587,-1.404,1.892
0.933,0.270,-0.270,-2.502,-1.099,2.808
0.949,0.283,-0.259,-4.456,-0.183,3.113
0.958,0.284,-0.263,-2.930,0.122,2.869
0.965,0.287,-0.254,-0.610,-0.061,2.380
0.962,0.284,-0.236,0.977,-0.244,1.709
0.931,0.283,-0.239,3.235,0.000,0.793
0.921,0.288,-0.231,4.456,-0.488,0.610
0.927,0.295,-0.230,2.686,-0.427,1.038
0.928,0.296,-0.250,1.099,0.732,1.221
0.935,0.285,-0.269,1.282,0.549,1.465
0.936,0.285,-0.276,2.930,-1.099,1.770
0.939,0.289,-0.258,3.784,-2.319,2.258
0.944,0.296,-0.234,2.075,-2.625,1.953
0.938,0.292,-0.212,-0.916,-1.587,0.671
0.929,0.279,-0.209,-3.723,0.671,-0.854
0.926,0.260,-0.204,-4.639,3.052,-1.526
0.931,0.264,-0.238,-2.502,4.700,-1.465
0.941,0.272,-0.279,2.319,4.761,-1.282
0.938,0.281,-0.322,5.005,3.357,-1.160
0.935,0.281,-0.332,3.479,1.526,-0.977
0.832,0.923,-1.304,-45.532,-51.819,138.855
0.948,1.130,-1.375,-36.194,-56.091,125.793
1.003,1.201,-1.371,-58.655,-47.485,103.882
1.049,1.285,-1.411,-93.689,-35.461,84.290
1.006,1.256,-1.447,-114.014,-34.607,69.336
1.016,1.226,-1.354,-126.038,-47.852,61.096
1.011,1.117,-1.224,-128.601,-70.313,57.739
0.996,0.977,-1.022,-121.887,-92.712,55.725
0.390,1.207,-1.052,-113.892,-113.098,55.420
-0.818,1.844,-0.523,-106.689,-168.762,56.030
-0.944,1.108,2.320,-144.897,-275.940,35.095
0.023,1.509,3.799,-231.140,-236.694,54.871
0.674,1.565,2.839,-198.486,-52.368,85.144
0.743,1.165,1.240,-57.190,49.561,41.138
0.955,0.855,0.066,35.278,63.660,20.386
1.312,0.927,-0.505,26.306,56.641,33.142
1.458,1.027,-0.773,-8.240,39.124,29.175
1.241,0.896,-0.821,-25.146,15.259,6.348
1.003,0.709,-0.572,-57.617,-10.315,-11.047
0.908,0.542,-0.137,-99.854,-26.428,-16.907
0.881,0.412,0.222,-116.028,-25.818,-20.020
0.822,0.225,0.339,-94.666,-14.160,-22.156
0.863,0.086,0.271,-57.312,-2.625,-17.700
0.988,0.016,0.028,-20.752,7.874,-8.728
1.053,-0.002,-0.317,6.836,14.526,-3.784
1.042,-0.041,-0.596,16.663,16.235,-0.549
1.002,0.009,-0.755,8.972,13.733,4.333
0.908,0.064,-0.769,-1.892,2.747,8.606
0.854,0.162,-0.568,-11.169,-12.573,12.817
0.836,0.266,-0.326,-16.357,-23.376,17.883
0.833,0.361,-0.165,-14.587,-25.635,20.630
0.860,0.426,-0.112,-8.606,-22.705,21.790
0.893,0.479,-0.099,-3.235,-18.555,21.423
0.913,0.508,-0.097,-1.465,-14.526,19.592
0.910,0.498,-0.083,-2.441,-10.437,15.747
0.919,0.492,-0.060,-5.310,-5.920,11.353
0.930,0.479,-0.070,-7.385,-2.441,7.019
0.929,0.441,-0.087,-8.484,0.549,2.136
0.934,0.411,-0.096,-10.864,2.930,-1.038
0.949,0.418,-0.094,-10.193,5.005,-3.235
0.934,0.396,-0.115,-5.249,6.958,-6.897
0.938,0.361,-0.128,-4.395,8.850,-9.644
0.965,0.330,-0.132,-6.226,11.108,-10.437
0.976,0.284,-0.190,-5.249,14.038,-11.353
0.961,0.227,-0.283,-3.296,17.212,-11.963
0.927,0.201,-0.373,-1.892,18.372,-10.925
0.898,0.193,-0.424,0.061,16.907,-8.301
0.879,0.189,-0.432,1.892,12.573,-5.859
0.884,0.210,-0.438,3.906,8.606,-2.563
0.898,0.222,-0.445,6.042,5.249,0.427
0.913,0.261,-0.452,4.517,1.892,3.296
0.919,0.307,-0.432,0.122,-1.160,4.333
0.916,0.305,-0.339,-6.775,-4.150,3.235
0.927,0.300,-0.224,-15.503,-5.981,2.563
0.914,0.278,-0.151,-18.860,-3.784,1.526
0.894,0.251,-0.130,-15.808,-1.160,0.916
0.881,0.246,-0.153,-9.949,1.160,1.953
0.889,0.269,-0.195,-3.784,2.625,4.150
0.919,0.301,-0.224,1.526,2.563,6.165
0.946,0.319,-0.250,6.287,1.465,6.287
0.969,0.341,-0.270,8.118,1.526,5.676
0.974,0.355,-0.294,6.653,1.770,3.967
0.961,0.346,-0.322,2.441,2.502,0.977
0.936,0.332,-0.343,-2.380,3.113,-1.587
0.917,0.327,-0.322,-5.310,2.441,-2.319
0.901,0.326,-0.290,-6.104,0.610,-2.441
0.897,0.302,-0.255,-4.333,-0.793,-2.319
0.910,0.289,-0.245,-1.404,-1.282,-1.526
0.915,0.269,-0.252,0.610,-1.221,-0.732
0.912,0.242,-0.262,0.244,-0.061,-0.427
0.908,0.236,-0.263,-0.366,0.854,0.610
0.897,0.242,-0.272,0.061,1.343,1.892
0.888,0.258,-0.278,0.671,1.587,2.686
0.903,0.279,-0.276,0.610,1.099,3.540
0.917,0.278,-0.285,0.671,0.977,3.479
0.919,0.264,-0.316,0.244,1.404,2.991
0.925,0.260,-0.344,-0.244,1.343,3.967
0.926,0.280,-0.348,0.366,-0.122,4.944
0.920,0.300,-0.330,2.014,-2.197,5.310
0.921,0.318,-0.292,1.099,-3.967,5.188
0.930,0.324,-0.251,-2.930,-4.028,4.578
0.936,0.323,-0.224,-5.798,-2.686,3.418
0.936,0.318,-0.212,-5.920,-1.709,2.319
0.938,0.308,-0.203,-5.188,-0.732,1.282
0.919,0.278,-0.212,-4.578,1.038,0.183
0.896,0.251,-0.231,-3.235,2.319,0.305
0.901,0.260,-0.249,0.854,2.136,2.075
0.910,0.301,-0.284,6.165,0.671,3.967
0.932,0.345,-0.306,7.385,0.549,5.127
0.945,0.362,-0.323,4.089,0.793,4.456
0.944,0.356,-0.324,0.000,0.854,2.625
0.940,0.334,-0.299,-2.930,0.000,0.610
0.936,0.311,-0.274,-4.272,-0.671,-0.732
0.925,0.286,-0.260,-4.333,-0.488,-1.282
0.923,0.274,-0.267,-4.028,0.671,-0.916
0.931,0.280,-0.282,-2.869,1.221,-0.427
0.940,0.293,-0.298,-0.793,0.793,-0.366
0.938,0.292,-0.311,-0.305,0.427,-0.671
0.931,0.284,-0.305,-2.014,0.000,-0.854
0.912,0.268,-0.295,-3.235,-1.160,-0.916
0.899,0.261,-0.260,-2.808,-2.258,-0.305
0.897,0.271,-0.225,-1.831,-2.380,0.793
0.899,0.281,-0.214,-0.183,-1.831,1.404
0.932,0.297,-0.217,1.770,-0.488,1.770
0.960,0.352,-0.267,2.808,1.465,2.319
0.951,0.364,-0.324,3.479,2.380,0.610
0.949,0.353,-0.337,0.916,0.793,-0.977
0.957,0.342,-0.305,-3.418,-1.343,-1.404
0.940,0.307,-0.282,-5.493,-2.319,-2.197
0.922,0.268,-0.262,-6.042,-2.319,-2.563
0.906,0.244,-0.245,-5.310,-2.136,-2.014
0.906,0.252,-0.240,-1.160,-2.197,-0.610
0.903,0.269,-0.257,5.310,-2.319,0.977
0.899,0.285,-0.270,7.935,-2.319,2.136
0.906,0.286,-0.265,6.104,-1.953,2.380
0.903,0.289,-0.275,3.479,-1.221,1.709
0.901,0.277,-0.273,1.343,-0.427,0.732
0.904,0.259,-0.275,-1.221,-0.427,0.061
0.900,0.248,-0.278,-2.869,0.061,0.244
1.340,0.819,-0.489,-238.220,-17.334,32.227
1.151,0.777,-0.543,-237.793,-11.963,8.911
1.032,0.741,-0.677,-241.943,-12.451,-8.484
0.961,0.738,-0.732,-248.901,-33.875,-12.268
0.933,0.760,-0.675,-250.427,-74.890,-10.010
0.979,0.765,-0.586,-244.995,-123.779,-7.385
0.987,0.803,-0.446,-241.882,-167.053,-5.066
0.971,0.889,-0.254,-248.718,-196.960,-6.042
0.944,0.943,-0.062,-265.747,-208.008,-14.160
0.824,0.919,0.111,-291.199,-203.430,-28.870
0.725,0.855,0.262,-317.200,-191.223,-39.001
0.648,0.768,0.389,-334.412,-178.833,-39.490
0.612,0.673,0.468,-342.468,-165.771,-34.790
0.643,0.548,0.441,-342.224,-150.757,-27.344
0.724,0.481,0.393,-337.463,-134.583,-18.982
0.673,0.524,0.420,-330.933,-120.361,-11.719
0.706,0.587,0.491,-322.021,-109.131,-8.118
0.752,0.619,0.625,-308.594,-105.408,-5.554
0.724,0.593,0.789,-291.870,-106.873,-0.977
0.703,0.589,0.918,-272.339,-108.093,6.714
0.694,0.554,0.975,-251.526,-107.422,13.306
0.710,0.529,0.957,-229.736,-104.370,16.846
0.737,0.536,0.895,-208.435,-100.586,17.517
0.739,0.535,0.837,-187.378,-98.572,17.700
0.663,0.517,0.755,-169.495,-98.206,20.020
0.594,0.573,0.705,-158.264,-97.778,23.987
0.586,0.629,0.710,-151.367,-99.854,29.663
0.639,0.647,0.765,-146.423,-102.539,35.156
0.683,0.618,0.813,-140.991,-101.929,36.743
0.720,0.587,0.843,-133.179,-97.534,34.302
0.733,0.541,0.852,-123.047,-91.492,31.677
0.753,0.497,0.841,-109.436,-85.938,30.151
0.790,0.447,0.802,-92.590,-82.458,28.625
0.773,0.418,0.782,-74.341,-79.590,26.733
0.748,0.424,0.761,-56.580,-77.148,25.024
0.739,0.420,0.742,-40.039,-74.951,24.353
0.722,0.407,0.746,-25.757,-71.167,23.926
0.708,0.398,0.748,-14.709,-65.308,23.193
0.731,0.414,0.734,-6.287,-55.420,21.912
0.785,0.437,0.700,0.305,-44.006,19.226
0.793,0.445,0.663,4.517,-32.959,13.062
0.774,0.446,0.630,4.517,-21.667,5.310
0.736,0.482,0.582,1.221,-10.925,-1.587
0.707,0.465,0.547,-3.479,-2.014,-5.554
0.682,0.443,0.500,-8.240,1.526,-5.554
0.687,0.429,0.456,-10.376,2.258,-2.869
0.699,0.401,0.417,-7.812,-1.343,2.136
0.713,0.389,0.402,-3.418,-8.667,9.094
0.736,0.402,0.414,1.099,-17.395,15.320
0.769,0.447,0.451,4.944,-23.743,18.066
0.786,0.482,0.484,7.812,-27.588,17.883
0.788,0.507,0.530,8.972,-28.687,16.357
0.817,0.527,0.578,8.606,-26.306,13.000
0.830,0.514,0.611,6.592,-20.752,8.179
0.807,0.501,0.631,3.235,-12.939,3.052
0.781,0.473,0.602,-0.061,-3.357,-1.709
0.759,0.432,0.539,-1.587,4.700,-4.639
0.719,0.374,0.467,-2.075,10.193,-4.517
0.688,0.347,0.397,-2.563,9.766,-2.747
0.669,0.349,0.362,-2.380,4.700,0.061
0.691,0.347,0.349,-0.732,-2.258,5.188
0.683,0.367,0.374,0.793,-10.376,10.925
0.717,0.394,0.426,0.977,-17.822,14.954
0.771,0.422,0.483,0.732,-22.339,16.785
0.808,0.435,0.532,-0.061,-23.254,15.381
0.839,0.442,0.578,-1.892,-19.958,11.536
0.834,0.453,0.603,-4.395,-13.611,5.920
0.817,0.438,0.599,-5.859,-6.165,0.916
0.792,0.418,0.586,-4.883,0.183,-2.502
0.742,0.409,0.566,-2.563,5.188,-4.333
0.693,0.398,0.550,0.061,7.935,-3.784
0.664,0.394,0.518,3.052,8.118,-1.526
0.645,0.403,0.486,5.188,6.226,1.587
0.650,0.410,0.470,5.798,2.441,5.310
0.667,0.420,0.475,4.456,-0.854,8.301
0.704,0.432,0.490,2.075,-2.502,9.888
0.760,0.443,0.507,0.061,-2.625,9.583
0.801,0.435,0.526,-0.122,-2.319,7.751
0.794,0.443,0.540,1.648,-1.282,5.981
0.798,0.454,0.539,3.540,1.282,3.784
0.786,0.445,0.536,5.371,3.662,1.526
0.766,0.434,0.533,7.080,6.165,0.244
0.739,0.429,0.517,6.775,8.606,-0.793
0.717,0.423,0.482,4.822,10.254,-1.404
0.702,0.415,0.444,2.197,9.888,-1.587
0.702,0.411,0.433,0.183,7.080,-0.305
0.717,0.413,0.447,-1.099,2.808,1.892
0.730,0.432,0.474,-1.831,-1.587,3.784
0.755,0.454,0.517,-1.343,-4.089,3.601
0.774,0.466,0.552,1.038,-4.333,1.648
0.778,0.464,0.563,4.211,-2.502,-0.977
0.778,0.453,0.567,6.470,0.610,-2.869
0.763,0.442,0.544,7.263,3.967,-4.822
0.745,0.433,0.522,6.958,6.226,-6.592
0.730,0.420,0.494,6.592,7.446,-7.568
0.713,0.410,0.470,5.859,7.263,-7.324
0.707,0.400,0.453,4.456,5.920,-6.104
0.717,0.399,0.453,1.648,4.211,-4.395
0.730,0.401,0.455,-1.038,1.953,-2.808
0.748,0.401,0.469,-2.014,-0.244,-1.953
0.765,0.399,0.485,-1.282,-1.526,-0.977
0.776,0.408,0.499,0.183,-2.258,-0.732
0.780,0.410,0.510,1.465,-2.014,-1.221
0.765,0.412,0.517,2.502,-1.526,-1.465
0.753,0.417,0.521,3.113,-0.916,-1.831
0.738,0.416,0.526,3.296,0.000,-2.380
0.728,0.417,0.525,2.441,1.648,-2.502
0.726,0.415,0.515,1.526,2.869,-2.625
0.724,0.409,0.502,1.160,3.296,-2.625
0.721,0.388,0.473,0.427,3.052,-2.319
0.729,0.379,0.471,-1.038,1.648,-1.343
0.735,0.391,0.465,-2.136,0.244,1.099
0.744,0.403,0.463,-2.075,-1.282,3.113
0.751,0.414,0.479,-1.038,-3.113,4.150
0.755,0.415,0.502,0.244,-4.700,4.089
0.752,0.413,0.527,0.427,-4.944,3.784
0.751,0.407,0.542,0.000,-3.418,2.625
0.745,0.403,0.544,-0.366,-1.465,1.587
0.744,0.400,0.542,-0.183,1.160,0.977
1.159,-0.816,-0.890,-185.059,-23.010,7.568
1.153,-0.979,-0.983,-183.594,-17.029,14.404
1.127,-1.028,-1.155,-174.377,-15.015,18.188
1.085,-0.948,-1.325,-166.565,-20.569,19.348
0.970,-0.766,-1.434,-166.809,-32.654,15.015
0.814,-0.585,-1.501,-176.331,-46.570,10.010
0.584,-0.478,-1.479,-197.388,-65.002,11.536
0.339,-0.362,-1.341,-232.788,-85.938,17.761
0.195,-0.253,-1.148,-276.611,-103.882,25.757
0.199,-0.085,-0.970,-317.993,-118.774,38.025
0.178,0.083,-0.753,-354.614,-121.277,50.842
0.159,0.383,-0.452,-388.245,-112.793,61.951
0.070,0.713,-0.177,-414.917,-103.027,69.397
0.052,1.003,0.136,-430.176,-94.177,79.102
0.108,1.262,0.434,-423.462,-87.769,97.107
0.305,1.518,0.613,-393.250,-80.811,116.150
0.678,1.686,0.743,-343.872,-79.163,129.150
0.982,1.695,0.851,-288.086,-81.482,129.456
1.070,1.596,0.877,-243.286,-85.754,114.929
0.934,1.476,0.843,-220.703,-89.478,91.003
0.640,1.529,0.739,-211.609,-86.670,64.392
0.547,1.611,0.732,-206.543,-78.796,48.889
0.517,1.681,0.796,-196.960,-77.759,50.293
0.531,1.680,0.847,-182.983,-72.571,71.350
0.583,1.586,0.950,-166.992,-55.481,104.370
0.605,1.305,0.962,-161.926,-47.852,134.583
0.758,1.106,0.940,-168.884,-32.288,134.155
0.910,1.037,0.880,-174.683,-9.888,112.183
0.949,1.030,0.813,-175.171,8.057,89.722
0.893,1.046,0.845,-172.485,22.156,67.871
0.895,1.053,0.827,-161.987,29.541,51.697
0.967,1.035,0.853,-142.761,32.776,39.246
0.979,0.957,0.869,-116.150,36.194,25.696
0.975,0.836,0.838,-87.402,46.082,12.024
0.900,0.717,0.754,-62.439,60.486,-0.610
0.851,0.573,0.588,-43.335,74.280,-10.010
0.814,0.490,0.432,-32.959,84.961,-15.625
0.740,0.470,0.313,-30.273,87.646,-16.907
0.714,0.499,0.209,-30.090,82.825,-13.672
0.809,0.518,0.102,-23.499,73.914,-6.653
0.891,0.532,-0.005,-7.507,61.340,0.671
0.864,0.546,-0.109,10.925,41.199,4.883
0.805,0.579,-0.145,25.146,12.024,4.211
0.781,0.597,-0.060,33.630,-18.982,1.709
0.793,0.551,0.073,36.072,-39.307,-1.526
0.811,0.496,0.186,28.809,-44.861,-4.089
0.818,0.451,0.279,15.015,-38.208,-5.798
0.799,0.417,0.345,1.221,-24.353,-6.287
0.788,0.426,0.380,-6.836,-8.423,-4.883
0.817,0.480,0.362,-7.507,4.028,-1.709
0.832,0.532,0.288,-1.709,8.179,1.770
0.836,0.564,0.219,4.211,7.019,3.723
0.834,0.580,0.143,6.531,6.287,4.761
0.831,0.576,0.090,3.723,6.226,3.906
0.835,0.537,0.080,-1.953,5.066,1.770
0.834,0.501,0.102,-5.920,2.991,0.305
0.838,0.482,0.139,-6.775,0.916,0.061
0.846,0.486,0.175,-4.944,-0.244,0.732
0.838,0.503,0.195,-1.892,-0.854,2.014
0.849,0.529,0.188,1.953,-0.732,3.174
0.859,0.541,0.174,4.517,-0.732,2.930
0.863,0.529,0.161,5.615,-1.038,1.709
0.862,0.511,0.161,5.127,-1.587,0.061
0.851,0.482,0.163,3.967,-1.709,-1.587
0.840,0.463,0.153,2.563,-0.916,-2.258
0.833,0.456,0.152,0.610,0.183,-2.136
0.827,0.465,0.170,-0.916,0.854,-1.404
0.827,0.495,0.170,-0.488,1.160,0.244
0.826,0.521,0.169,1.343,0.977,1.587
0.823,0.528,0.180,2.563,0.671,2.136
0.822,0.524,0.180,2.625,0.793,2.869
0.824,0.523,0.171,1.892,1.282,2.869
0.829,0.516,0.174,0.366,1.770,2.258
0.836,0.515,0.177,-0.732,1.831,2.075
0.841,0.520,0.180,-0.671,1.770,1.831
0.843,0.522,0.174,0.122,1.282,1.343
0.841,0.524,0.170,0.732,0.732,0.977
0.842,0.523,0.161,0.854,0.671,0.610
0.838,0.510,0.161,0.671,0.549,0.000
0.832,0.494,0.161,0.916,0.244,-0.183
0.828,0.488,0.161,1.160,0.366,0.183
0.831,0.490,0.168,0.610,0.244,0.793
0.841,0.498,0.172,-0.122,0.427,1.770
0.849,0.510,0.165,-0.793,0.977,1.709
0.852,0.517,0.162,-1.831,1.282,1.282
0.854,0.515,0.159,-2.808,1.404,0.854
0.848,0.508,0.152,-3.052,1.770,0.488
0.840,0.501,0.151,-2.563,1.099,0.427
0.831,0.493,0.159,-1.282,0.061,0.488
0.829,0.492,0.171,0.000,-0.610,0.854
0.830,0.495,0.172,0.916,-0.427,0.549
0.833,0.496,0.170,0.732,0.244,0.427
0.836,0.504,0.169,-0.122,1.465,0.977
0.839,0.511,0.166,-0.916,2.014,1.465
0.841,0.520,0.168,-1.160,2.136,1.892
0.841,0.522,0.170,-1.099,1.587,2.014
0.841,0.514,0.174,-0.854,1.160,1.709
0.838,0.508,0.173,-0.549,0.732,1.282
0.840,0.508,0.165,-0.244,0.916,1.709
0.841,0.507,0.155,0.183,0.916,1.587
0.837,0.506,0.151,0.488,0.427,1.160
0.835,0.503,0.150,0.427,0.183,0.916
0.833,0.502,0.155,-0.122,0.305,0.671
0.836,0.505,0.161,-0.916,0.488,0.916
0.841,0.510,0.158,-0.793,0.916,1.282
0.843,0.510,0.163,-0.183,0.977,1.709
0.840,0.512,0.167,0.244,1.099,2.197
0.839,0.514,0.161,0.000,1.587,2.441
0.838,0.511,0.158,0.427,1.648,2.197
0.833,0.512,0.160,1.160,1.282,1.831
0.834,0.519,0.163,1.831,0.854,2.197
0.841,0.519,0.167,2.625,0.305,2.014
0.847,0.516,0.170,2.686,-0.244,1.282
0.846,0.509,0.173,2.075,-0.610,0.671
0.842,0.501,0.180,1.038,-0.610,0.427
0.836,0.500,0.182,-0.244,-0.061,0.183
0.830,0.506,0.178,-1.038,0.610,0.488
0.827,0.516,0.171,-0.244,0.854,0.916
0.826,0.521,0.166,1.099,0.916,1.221
0.927,-0.521,-1.311,-47.607,4.272,38.452
0.898,-0.445,-1.466,-49.316,-12.939,40.771
0.903,-0.307,-1.602,-47.363,-44.250,49.622
0.941,-0.089,-1.658,-48.950,-83.496,62.744
1.002,0.184,-1.630,-64.880,-122.559,69.885
1.023,0.522,-1.493,-98.694,-153.564,66.833
1.050,0.801,-1.271,-146.118,-171.692,53.406
1.059,0.972,-1.017,-198.730,-180.664,35.339
1.011,1.057,-0.755,-247.803,-183.838,19.714
0.977,1.103,-0.564,-283.081,-180.481,10.376
0.983,1.153,-0.418,-302.612,-166.992,6.714
0.921,1.179,-0.290,-311.401,-149.597,1.953
0.832,1.229,-0.157,-314.880,-137.634,-4.150
0.622,1.297,0.032,-319.824,-132.874,-11.719
0.485,1.336,0.236,-327.393,-135.376,-15.259
0.396,1.397,0.455,-333.496,-138.794,-12.268
0.520,1.405,0.634,-334.656,-141.541,-5.920
0.672,1.271,0.745,-330.505,-140.015,-2.380
0.690,1.073,0.763,-320.251,-138.000,-4.578
0.548,0.974,0.773,-309.326,-137.634,-14.526
0.416,0.998,0.795,-294.189,-144.836,-22.156
0.378,1.020,0.849,-277.283,-163.269,-21.301
0.353,0.977,0.997,-259.216,-178.589,-13.123
0.387,0.910,1.162,-242.126,-179.321,-0.549
0.533,0.866,1.256,-227.051,-164.795,11.169
0.688,0.840,1.262,-215.576,-143.555,16.174
0.806,0.800,1.211,-204.407,-117.188,11.780
0.887,0.756,1.128,-191.711,-89.111,-0.122
0.855,0.677,1.023,-179.016,-62.134,-16.113
0.678,0.608,0.943,-168.152,-39.307,-32.471
0.544,0.599,0.868,-160.645,-24.780,-43.518
0.501,0.590,0.836,-155.396,-18.982,-46.021
0.514,0.549,0.825,-149.963,-18.372,-41.077
0.592,0.504,0.842,-142.944,-19.470,-31.250
0.653,0.464,0.799,-133.423,-32.288,-18.433
0.655,0.441,0.745,-119.751,-52.246,-8.179
0.706,0.445,0.712,-98.694,-71.045,-3.052
0.774,0.444,0.709,-73.547,-81.177,-2.808
0.752,0.386,0.740,-47.852,-79.285,-4.272
0.716,0.358,0.768,-29.907,-66.711,-5.859
0.703,0.368,0.738,-21.179,-46.814,-4.822
0.713,0.401,0.657,-19.287,-26.062,-1.282
0.735,0.429,0.567,-19.104,-10.742,3.418
0.752,0.461,0.476,-17.578,-3.784,7.263
0.771,0.489,0.417,-13.916,-4.761,9.888
0.806,0.488,0.420,-10.010,-9.277,10.437
0.807,0.459,0.453,-6.165,-14.526,9.338
0.777,0.447,0.507,-3.723,-18.188,6.897
0.762,0.441,0.554,-2.502,-18.921,4.272
0.761,0.442,0.584,-1.526,-16.541,2.380
0.793,0.426,0.567,-0.610,-12.024,0.854
0.818,0.395,0.533,0.000,-5.920,-1.587
0.805,0.366,0.475,-1.343,-2.563,-3.845
0.803,0.337,0.434,-3.662,-1.160,-4.822
0.800,0.332,0.411,-5.493,-0.610,-3.723
0.802,0.330,0.400,-5.981,-1.038,-2.075
0.808,0.345,0.403,-3.601,-3.113,-0.122
0.806,0.361,0.431,1.221,-6.531,0.793
0.786,0.360,0.460,6.042,-8.911,1.160
0.793,0.370,0.484,8.118,-8.423,1.953
0.800,0.375,0.488,7.568,-5.371,2.319
0.800,0.377,0.484,5.554,-1.648,1.648
0.795,0.371,0.462,2.930,2.136,1.892
0.779,0.360,0.402,0.854,4.700,2.014
0.758,0.357,0.372,-0.793,2.930,2.197
0.751,0.360,0.393,-1.953,-0.671,4.578
0.755,0.368,0.418,-2.380,-3.418,7.935
0.764,0.383,0.451,-2.014,-5.615,10.193
0.798,0.400,0.490,0.427,-7.019,11.353
0.823,0.417,0.512,4.578,-7.019,10.986
0.845,0.427,0.525,8.484,-4.639,9.094
0.856,0.436,0.517,10.498,-0.854,6.287
0.856,0.437,0.496,9.277,4.517,3.113
0.848,0.421,0.473,5.493,9.399,-0.305
0.834,0.406,0.454,1.526,12.634,-2.563
0.797,0.379,0.429,-0.916,14.465,-4.089
0.752,0.361,0.405,-1.770,13.794,-4.150
0.730,0.353,0.389,-1.038,11.230,-2.563
0.734,0.354,0.387,1.038,7.568,0.488
0.754,0.363,0.407,3.479,2.930,3.601
0.784,0.381,0.433,5.432,-0.122,5.737
