aX,aY,aZ,gX,gY,gZ
0.770,0.703,-0.337,4.578,-12.329,-1.038
0.765,0.682,-0.331,9.949,-13.000,-4.639
0.757,0.664,-0.332,13.000,-12.146,-6.897
0.753,0.640,-0.343,13.184,-10.681,-8.301
0.750,0.604,-0.343,11.841,-9.094,-9.094
0.736,0.575,-0.338,9.583,-7.629,-9.155
0.720,0.559,-0.333,7.507,-6.348,-7.446
0.710,0.556,-0.333,6.165,-4.944,-4.211
0.702,0.562,-0.331,3.601,-3.723,-0.244
0.703,0.591,-0.321,-1.587,-1.526,2.441
0.725,0.644,-0.313,-6.348,0.977,3.113
0.749,0.692,-0.311,-7.568,2.136,2.075
0.761,0.709,-0.314,-4.761,1.831,-0.488
0.771,0.700,-0.323,-0.183,0.732,-3.540
0.774,0.680,-0.329,4.150,-0.488,-6.653
0.759,0.651,-0.334,6.287,-1.282,-9.766
0.746,0.621,-0.340,6.897,-1.221,-11.597
0.739,0.587,-0.349,6.287,-0.977,-11.658
0.719,0.561,-0.346,5.127,-0.610,-9.216
0.708,0.564,-0.339,2.197,-0.122,-5.432
0.711,0.568,-0.336,-0.916,0.854,-1.282
0.719,0.587,-0.331,-3.296,1.709,2.014
0.731,0.606,-0.323,-2.991,2.197,3.357
0.743,0.621,-0.319,-0.854,2.319,2.441
0.754,0.629,-0.314,2.502,1.709,-0.244
0.747,0.614,-0.316,6.470,0.732,-2.869
0.740,0.601,-0.331,10.498,0.305,-4.578
0.733,0.583,-0.340,13.916,-0.122,-5.554
0.727,0.565,-0.347,14.099,-0.183,-5.310
0.716,0.548,-0.348,9.827,0.427,-4.211
0.712,0.555,-0.347,3.845,1.465,-2.319
0.720,0.570,-0.351,-0.244,2.747,1.038
0.734,0.590,-0.351,-2.197,3.052,4.517
0.749,0.619,-0.346,-2.136,2.502,6.348
0.755,0.634,-0.344,0.061,1.160,6.592
0.748,0.645,-0.343,2.991,-0.305,5.981
0.750,0.653,-0.342,4.272,-1.282,3.906
0.755,0.653,-0.335,2.686,-0.671,0.549
0.751,0.648,-0.326,1.221,0.183,-1.953
0.752,0.643,-0.318,1.160,0.671,-3.174
0.753,0.637,-0.312,2.319,1.160,-3.357
0.752,0.623,-0.310,3.845,2.014,-3.296
0.748,0.613,-0.315,4.761,3.052,-3.174
0.743,0.604,-0.323,5.066,4.395,-2.869
0.731,0.593,-0.341,5.005,5.432,-1.831
0.730,0.584,-0.358,3.662,6.287,-0.366
0.742,0.586,-0.371,1.160,6.348,0.732
0.746,0.599,-0.371,-1.221,5.127,1.587
0.746,0.619,-0.360,-3.113,2.869,1.221
0.743,0.633,-0.344,-3.784,0.732,-0.061
0.743,0.633,-0.329,-2.197,-0.854,-1.892
0.732,0.625,-0.318,1.343,-1.648,-3.357
0.722,0.612,-0.313,5.371,-1.770,-3.540
0.719,0.589,-0.319,7.019,-1.038,-3.113
0.720,0.569,-0.328,6.775,0.488,-2.625
0.719,0.561,-0.331,5.310,1.770,-1.587
0.722,0.561,-0.339,2.625,2.136,0.854
0.728,0.572,-0.344,0.122,2.014,3.235
0.735,0.598,-0.343,-1.404,1.953,4.761
0.746,0.623,-0.334,-2.014,1.526,5.554
0.752,0.640,-0.332,-1.343,1.099,5.493
0.761,0.655,-0.328,0.977,0.854,4.700
0.920,-0.887,0.884,128.906,-60.547,-37.231
0.859,-0.929,0.986,137.329,-57.129,-30.701
0.808,-0.950,1.073,142.883,-49.744,-20.935
0.764,-0.951,1.147,148.071,-39.612,-9.644
0.719,-0.949,1.207,155.212,-27.649,2.258
0.662,-0.917,1.237,166.077,-16.785,14.771
0.610,-0.878,1.249,182.068,-8.240,27.405
0.550,-0.827,1.248,202.271,-3.479,39.856
0.473,-0.755,1.239,225.342,-3.601,50.964
0.366,-0.669,1.217,251.892,-7.019,60.791
0.261,-0.586,1.161,282.532,-12.939,71.594
0.203,-0.506,1.101,312.866,-19.409,82.214
0.148,-0.443,1.050,336.426,-26.550,91.675
0.087,-0.379,1.000,352.783,-33.630,101.685
0.030,-0.301,0.927,365.356,-40.405,113.586
-0.002,-0.231,0.823,373.657,-46.936,126.831
-0.027,-0.147,0.730,375.610,-51.880,142.334
-0.032,-0.030,0.669,369.324,-54.321,159.912
-0.018,0.129,0.605,358.459,-56.702,178.894
0.031,0.349,0.524,347.412,-59.265,200.195
0.118,0.542,0.444,331.421,-57.739,224.976
0.253,0.786,0.321,302.673,-49.438,248.962
0.385,1.137,0.224,263.977,-35.828,272.034
0.514,1.510,0.083,211.182,-15.991,287.292
0.662,1.753,-0.062,151.245,13.550,284.851
0.837,2.004,-0.176,103.271,45.593,263.977
1.021,2.243,-0.245,75.867,64.636,234.558
1.155,2.350,-0.291,66.467,64.514,203.735
1.206,2.414,-0.286,76.538,47.119,177.734
1.191,2.384,-0.303,99.365,21.912,158.630
1.042,2.213,-0.405,122.559,-1.465,140.320
1.045,2.028,-0.477,140.137,-23.437,123.535
0.969,1.728,-0.145,138.245,-23.621,111.816
0.927,1.619,-0.062,118.713,-26.733,97.656
0.885,1.542,-0.111,88.684,-21.545,91.003
0.883,1.501,0.007,62.378,-3.052,85.266
1.036,1.717,-0.099,35.950,8.972,74.402
1.304,1.740,-0.014,6.165,14.587,52.490
1.430,1.601,0.070,-0.061,5.310,31.311
1.412,1.340,0.166,23.743,-22.461,12.878
1.303,1.146,0.204,54.871,-48.584,-3.784
1.165,0.863,0.295,66.711,-57.190,-11.780
1.073,0.610,0.335,57.495,-52.307,-11.902
0.981,0.472,0.355,34.363,-37.476,-11.475
0.901,0.434,0.352,9.216,-17.700,-11.597
0.869,0.458,0.327,-6.104,-0.183,-11.475
0.853,0.463,0.281,-6.409,12.817,-9.888
0.848,0.448,0.226,2.319,22.461,-7.446
0.855,0.411,0.157,13.794,28.748,-4.578
0.875,0.369,0.075,20.752,31.494,-2.136
0.883,0.330,0.004,21.057,30.396,-1.038
0.878,0.312,-0.021,14.465,27.893,-2.075
0.870,0.286,-0.027,8.911,23.743,-3.113
0.874,0.269,-0.031,6.592,17.273,-3.784
0.870,0.282,-0.023,5.432,9.399,-3.418
0.861,0.300,-0.006,5.188,2.258,-1.587
0.865,0.329,0.004,5.615,-3.540,0.671
0.887,0.363,0.026,4.578,-8.118,1.953
0.918,0.416,0.078,1.099,-12.024,1.892
0.941,0.451,0.148,-2.991,-15.076,-0.488
0.948,0.473,0.222,-3.418,-18.250,-2.747
0.941,0.451,0.283,0.427,-21.118,-4.333
0.920,0.425,0.333,2.808,-20.996,-5.249
0.892,0.413,0.358,3.784,-17.273,-4.578
0.879,0.423,0.367,4.028,-10.742,-2.441
0.880,0.430,0.358,3.723,-2.991,-0.610
0.884,0.441,0.322,3.540,3.601,1.343
0.901,0.453,0.279,2.869,8.301,2.197
0.909,0.456,0.237,1.282,10.864,2.075
0.912,0.453,0.202,-0.305,11.230,1.526
0.908,0.436,0.181,-0.610,10.437,1.038
0.899,0.417,0.161,-0.244,8.728,0.427
0.885,0.396,0.149,-0.427,6.531,0.732
0.872,0.398,0.145,-1.526,4.883,1.160
0.864,0.403,0.137,-1.526,3.235,1.160
0.852,0.421,0.134,-0.977,2.075,0.610
0.845,0.437,0.133,0.122,1.221,0.488
0.847,0.443,0.134,1.221,0.793,0.122
0.858,0.444,0.134,2.563,0.366,-0.366
0.871,0.433,0.137,3.174,-0.366,-1.038
0.882,0.420,0.155,2.563,-1.526,-1.770
0.891,0.411,0.176,1.648,-3.174,-1.831
0.888,0.399,0.204,1.038,-5.249,-1.282
0.877,0.395,0.226,0.549,-6.165,-0.671
0.876,0.398,0.238,0.122,-5.676,0.732
0.878,0.409,0.241,-0.244,-3.479,2.625
0.886,0.437,0.239,-0.427,-0.854,4.272
0.894,0.466,0.233,-0.671,1.892,4.639
0.900,0.483,0.216,0.000,4.578,4.089
0.911,0.485,0.195,1.831,6.409,2.991
0.918,0.477,0.173,4.211,7.324,1.831
0.916,0.463,0.154,5.737,7.507,0.549
0.918,0.443,0.141,5.432,7.385,-0.916
0.921,0.425,0.134,4.211,6.409,-1.526
0.914,0.410,0.130,2.258,4.944,-1.465
0.905,0.402,0.135,-0.427,3.296,-1.099
0.899,0.411,0.146,-2.808,1.953,0.000
0.895,0.429,0.159,-3.540,0.488,0.916
0.889,0.448,0.170,-3.174,-0.488,0.977
0.885,0.458,0.179,-2.136,-1.160,-0.122
0.882,0.462,0.195,-0.793,-1.648,-1.648
0.879,0.444,0.202,0.793,-1.648,-2.563
0.869,0.433,0.200,3.113,-1.770,-2.808
0.863,0.415,0.199,4.761,-1.587,-2.563
0.861,0.401,0.194,4.272,-1.038,-2.136
0.855,0.398,0.189,2.197,0.000,-1.465
0.860,0.400,0.181,0.854,0.916,-0.061
0.873,0.406,0.179,-1.343,1.343,0.916
0.879,0.413,0.182,-2.869,1.343,1.831
0.883,0.422,0.186,-2.808,0.977,2.258
0.888,0.430,0.194,-1.953,0.427,2.136
0.896,0.431,0.197,-0.488,-0.061,1.404
0.897,0.426,0.194,1.587,-0.183,0.977
0.897,0.425,0.191,1.831,0.305,0.366
0.897,0.425,0.182,1.160,1.099,0.183
0.903,0.432,0.172,0.427,2.075,0.244
0.908,0.430,0.171,-0.366,2.625,0.671
0.903,0.433,0.164,-1.221,2.625,1.160
0.899,0.431,0.159,-2.075,2.625,1.587
0.417,2.616,-0.409,99.731,345.459,218.262
0.365,2.659,-1.069,69.824,340.210,174.988
0.386,2.516,-0.904,56.946,365.723,132.141
0.371,2.376,-0.915,62.500,354.980,90.637
0.380,2.248,-1.054,73.242,326.355,59.021
0.364,2.046,-1.170,94.055,293.091,37.415
0.300,1.826,-1.230,109.680,261.719,21.240
0.182,1.767,-1.143,117.615,233.948,12.573
0.026,1.496,-1.443,112.427,219.727,9.094
-0.036,1.479,-1.398,88.440,230.347,2.563
0.016,1.317,-1.438,57.922,229.675,10.986
0.164,1.160,-1.623,27.161,224.915,10.376
0.288,1.032,-1.700,-5.310,222.534,1.648
0.353,0.882,-1.570,-35.889,215.576,-10.681
0.389,0.893,-1.294,-48.523,181.641,-23.743
0.403,0.702,-1.539,-33.081,124.634,-28.198
0.380,0.695,-1.461,-20.569,85.938,-26.489
0.389,0.564,-1.238,-5.981,65.735,-19.897
0.488,0.522,-1.161,0.183,32.166,-11.841
0.542,0.591,-1.014,-1.282,-3.418,-3.845
0.591,0.625,-0.912,0.305,-32.959,3.845
0.652,0.670,-0.752,5.066,-56.091,9.033
0.677,0.661,-0.606,14.038,-74.158,10.437
0.661,0.655,-0.478,23.865,-86.121,9.216
0.636,0.658,-0.364,30.884,-88.379,6.775
0.625,0.698,-0.253,32.471,-83.313,6.287
0.630,0.635,-0.215,28.503,-72.449,7.202
0.648,0.643,-0.130,18.921,-56.274,2.869
0.651,0.678,-0.110,11.963,-40.649,-2.625
0.675,0.666,-0.123,5.920,-26.733,-4.028
0.694,0.658,-0.129,-0.061,-14.954,-3.540
0.705,0.673,-0.132,-3.540,-5.920,-3.906
0.714,0.690,-0.165,-1.770,-0.427,-4.456
0.714,0.657,-0.216,3.052,3.052,-4.456
0.705,0.635,-0.263,7.385,5.737,-4.150
0.694,0.626,-0.314,7.812,7.874,-4.272
0.686,0.620,-0.361,4.517,8.911,-3.906
0.684,0.615,-0.406,0.488,9.277,-3.235
0.686,0.625,-0.421,-2.930,8.728,-2.747
0.682,0.663,-0.423,-5.615,6.897,-2.563
0.691,0.694,-0.409,-5.432,4.150,-1.282
0.702,0.715,-0.399,-1.648,0.427,-0.610
0.710,0.721,-0.374,4.822,-3.296,-1.343
0.700,0.710,-0.358,12.268,-6.531,-3.357
0.694,0.697,-0.351,17.151,-8.118,-4.578
0.683,0.675,-0.345,17.822,-7.263,-5.310
0.674,0.664,-0.346,16.602,-5.493,-4.822
0.665,0.652,-0.346,13.428,-3.479,-3.845
0.663,0.658,-0.343,8.789,-1.038,-2.075
0.671,0.654,-0.341,3.113,2.380,0.793
0.689,0.631,-0.360,-2.380,5.676,2.747
0.693,0.645,-0.352,-9.399,8.606,2.014
0.696,0.663,-0.329,-12.573,9.277,1.709
0.694,0.680,-0.326,-11.475,7.812,0.732
0.685,0.682,-0.333,-5.920,5.249,-1.221
0.674,0.664,-0.339,3.418,2.380,-2.808
0.670,0.654,-0.361,13.184,-1.404,-3.784
0.656,0.642,-0.368,17.517,-3.967,-4.211
0.648,0.630,-0.365,17.334,-5.493,-3.296
0.645,0.627,-0.362,13.245,-5.432,-1.953
0.650,0.622,-0.366,6.775,-3.845,0.427
0.674,0.643,-0.361,-0.732,-0.549,3.418
0.705,0.664,-0.355,-6.531,1.709,5.676
0.716,0.691,-0.349,-9.338,2.380,6.531
0.717,0.716,-0.346,-7.507,1.587,6.409
0.712,0.719,-0.341,-3.784,0.366,4.883
0.704,0.722,-0.339,0.305,-1.099,2.869
0.697,0.724,-0.344,2.319,-1.892,-0.122
0.695,0.705,-0.349,3.662,-1.709,-2.930
0.686,0.690,-0.349,4.333,-1.465,-4.700
0.678,0.677,-0.353,5.188,-1.221,-4.700
0.672,0.658,-0.362,4.517,-0.488,-4.089
0.676,0.642,-0.366,2.502,0.610,-2.991
0.680,0.635,-0.365,-0.122,1.343,-1.770
0.682,0.632,-0.362,-2.136,1.282,-0.122
0.685,0.641,-0.357,-3.601,0.671,1.038
0.684,0.649,-0.348,-3.113,-0.244,2.136
0.686,0.663,-0.339,-1.953,-1.343,2.380
0.689,0.669,-0.331,-0.488,-2.319,2.258
0.688,0.672,-0.320,1.282,-3.174,1.831
0.690,0.683,-0.312,2.686,-4.150,1.221
0.687,0.690,-0.308,2.136,-4.150,-0.061
0.686,0.692,-0.297,0.977,-2.991,-1.587
0.683,0.692,-0.295,0.488,-1.953,-2.563
0.678,0.684,-0.305,1.648,-0.427,-2.747
0.678,0.668,-0.314,2.502,1.160,-2.563
0.676,0.643,-0.327,1.831,2.686,-2.136
0.678,0.627,-0.334,0.183,4.333,-1.282
0.686,0.625,-0.337,-1.587,5.127,0.427
0.694,0.634,-0.341,-3.601,4.700,2.136
0.699,0.644,-0.342,-4.700,3.967,3.357
0.695,0.652,-0.340,-3.540,2.930,4.028
0.689,0.666,-0.344,-0.549,1.587,4.822
0.694,0.679,-0.351,2.136,0.610,4.700
0.694,0.683,-0.351,3.784,-0.427,4.761
0.684,0.699,-0.346,2.930,-0.610,3.235
0.678,0.708,-0.343,1.465,0.488,0.610
0.688,0.701,-0.335,1.465,1.892,-1.526
0.693,0.690,-0.334,2.686,2.563,-2.075
0.688,0.680,-0.341,3.113,2.625,-2.319
0.684,0.669,-0.347,2.747,2.808,-2.441
0.685,0.658,-0.349,1.892,3.296,-2.625
0.687,0.649,-0.351,1.587,3.113,-2.380
0.681,0.638,-0.359,1.709,2.686,-1.404
0.681,0.649,-0.362,2.197,1.831,-0.061
0.684,0.656,-0.369,1.770,0.916,1.343
0.687,0.660,-0.370,0.977,-0.061,2.808
0.690,0.673,-0.365,-0.122,-1.038,3.174
0.693,0.687,-0.346,-0.305,-1.709,3.052
0.693,0.707,-0.328,-0.244,-1.892,2.502
0.693,0.719,-0.316,-0.183,-1.465,0.305
0.689,0.712,-0.310,0.977,-0.671,-2.441
0.686,0.704,-0.314,4.517,-0.122,-3.967
0.682,0.681,-0.337,8.240,-0.061,-4.639
0.680,0.656,-0.354,10.193,-0.488,-4.456
0.673,0.638,-0.371,9.644,-0.671,-4.150
0.663,0.626,-0.366,6.897,-0.488,-3.357
0.661,0.632,-0.364,2.014,0.122,-2.075
0.669,0.641,-0.362,-2.502,0.977,0.427
0.978,-1.136,0.787,143.799,-81.665,-77.271
0.897,-1.321,0.959,132.080,-88.196,-79.346
0.788,-1.419,1.224,105.774,-88.013,-80.933
0.619,-1.399,1.528,80.017,-87.402,-80.750
0.410,-1.373,1.822,72.021,-86.487,-77.698
0.118,-1.355,2.075,88.928,-81.726,-70.313
-0.176,-1.342,2.223,131.226,-70.862,-51.086
-0.397,-1.355,2.241,195.862,-55.115,-13.489
-0.542,-1.357,2.153,272.705,-40.955,44.312
-0.630,-1.268,1.996,340.332,-28.931,113.403
-0.701,-1.054,1.835,383.728,-15.808,178.711
-0.764,-0.730,1.656,405.273,-3.418,231.262
-0.771,-0.376,1.480,409.912,10.376,268.921
-0.744,-0.032,1.281,403.381,23.071,294.556
-0.633,0.363,1.058,388.672,31.555,312.927
-0.464,0.831,0.850,364.685,37.964,330.444
-0.240,1.388,0.645,328.430,50.415,345.337
0.056,1.908,0.374,286.804,71.228,350.891
0.397,2.339,0.065,250.244,98.145,342.041
0.757,2.636,-0.201,221.619,124.084,317.688
1.065,2.762,-0.419,205.627,132.629,278.503
1.222,2.743,-0.603,207.703,112.000,232.422
1.238,2.637,-0.695,222.900,69.214,191.223
1.207,2.464,-0.750,237.427,15.442,162.781
1.085,2.341,-0.793,242.371,-30.884,151.245
0.931,2.310,-0.733,225.952,-53.406,154.968
0.723,2.289,-0.704,184.326,-48.889,160.889
0.917,2.223,-0.806,129.700,-28.687,157.471
0.999,2.295,-0.484,70.679,13.672,138.977
1.068,2.262,-0.367,32.227,50.171,115.723
1.235,2.307,-0.425,16.174,56.641,97.046
1.470,2.092,-0.268,27.893,52.246,86.182
1.594,1.930,-0.169,42.786,29.602,70.313
1.517,1.533,-0.101,56.702,-8.484,43.884
1.299,1.256,-0.082,70.557,-43.457,8.911
1.056,0.924,-0.007,80.627,-55.786,-16.907
0.884,0.640,0.067,81.604,-46.448,-31.799
0.844,0.462,0.001,67.993,-33.997,-32.104
0.859,0.365,-0.035,40.527,-20.508,-22.461
0.848,0.357,-0.005,10.315,-7.812,-13.855
0.847,0.396,0.025,-10.254,1.038,-10.315
0.836,0.394,0.058,-17.822,5.554,-9.216
0.809,0.383,0.074,-13.611,5.737,-9.766
0.782,0.369,0.053,-3.784,3.784,-9.155
0.772,0.321,0.019,6.042,2.686,-5.615
0.777,0.292,-0.017,12.268,2.441,-2.319
0.805,0.297,-0.035,11.597,3.418,0.549
0.860,0.338,-0.034,6.348,3.845,3.479
0.910,0.417,-0.019,1.038,0.549,5.310
0.956,0.501,0.022,-2.747,-3.967,5.005
0.989,0.537,0.082,-4.028,-9.033,2.075
1.000,0.542,0.140,-1.709,-14.404,-1.709
0.993,0.519,0.190,2.319,-18.677,-3.967
0.972,0.488,0.237,5.005,-20.325,-4.639
0.935,0.480,0.265,4.700,-17.944,-4.822
0.907,0.475,0.276,3.784,-11.719,-5.310
0.896,0.470,0.267,3.235,-4.089,-4.883
0.889,0.466,0.241,3.113,3.052,-3.235
0.893,0.446,0.216,3.235,9.033,-1.343
0.889,0.459,0.184,2.502,12.573,0.183
0.890,0.455,0.140,1.526,13.977,1.404
0.900,0.452,0.106,0.366,13.916,0.793
0.901,0.442,0.091,-0.916,12.024,-0.916
0.895,0.441,0.085,-0.793,8.606,-2.747
0.884,0.431,0.081,1.465,4.822,-4.150
0.862,0.408,0.081,4.761,0.793,-4.700
0.844,0.388,0.083,6.470,-1.343,-4.211
0.840,0.379,0.094,5.066,-1.526,-3.174
0.843,0.392,0.112,1.465,-0.793,-1.831
0.842,0.414,0.129,-1.892,1.099,0.061
0.848,0.436,0.131,-3.540,3.662,1.221
0.865,0.442,0.124,-2.869,6.409,1.587
0.878,0.441,0.115,-0.977,7.690,1.831
0.884,0.442,0.098,1.099,7.202,2.930
0.895,0.437,0.077,1.892,6.165,4.333
0.908,0.440,0.062,1.953,4.578,5.432
0.924,0.451,0.052,0.854,2.258,5.554
0.930,0.461,0.068,-1.892,-0.244,4.700
0.922,0.464,0.091,-4.028,-2.747,2.869
0.906,0.455,0.117,-3.113,-5.005,1.526
0.889,0.448,0.142,-1.282,-5.920,0.732
0.875,0.442,0.164,0.000,-4.944,0.732
0.865,0.437,0.165,0.183,-2.075,1.038
0.865,0.443,0.157,0.488,2.197,1.770
0.877,0.444,0.142,1.099,6.470,3.296
0.887,0.450,0.114,2.197,8.972,4.333
0.898,0.463,0.090,2.441,9.521,4.639
0.912,0.464,0.078,2.136,8.728,5.676
0.922,0.486,0.066,0.732,7.019,5.737
0.926,0.497,0.072,-0.793,5.005,4.272
0.932,0.500,0.075,-1.160,2.869,2.808
0.932,0.501,0.087,-0.183,0.793,1.160
0.933,0.490,0.109,0.793,-1.221,-1.038
0.909,0.489,0.121,1.892,-2.563,-2.441
0.892,0.477,0.128,3.235,-2.808,-2.747
0.882,0.470,0.143,3.418,-1.709,-3.052
0.867,0.467,0.142,2.625,0.305,-2.808
0.872,0.451,0.129,1.404,2.502,-2.197
0.877,0.446,0.110,-0.244,4.761,-1.526
0.892,0.448,0.090,-1.343,6.104,-0.366
0.903,0.450,0.074,-2.502,5.676,-0.244
0.906,0.455,0.078,-3.418,4.333,-0.732
0.902,0.466,0.080,-2.747,2.075,-1.404
0.902,0.455,0.088,-0.244,-0.793,-2.258
0.896,0.431,0.092,1.404,-2.625,-3.357
0.884,0.415,0.107,2.441,-3.906,-3.784
0.872,0.410,0.127,1.831,-4.333,-3.540
0.859,0.405,0.141,1.282,-3.601,-2.808
0.854,0.406,0.148,0.854,-1.953,-1.831
0.859,0.415,0.151,0.183,0.610,-0.488
0.867,0.419,0.142,-0.977,3.357,0.732
0.873,0.425,0.129,-0.549,5.798,2.136
0.882,0.430,0.117,0.305,6.653,3.174
0.890,0.434,0.098,1.038,6.165,3.357
0.896,0.434,0.094,1.770,4.822,3.418
0.898,0.435,0.085,2.258,2.991,3.479
0.903,0.438,0.084,1.831,1.343,3.296
0.905,0.451,0.094,1.160,0.488,3.479
0.907,0.466,0.096,0.427,0.061,2.808
-0.344,-1.841,0.646,36.011,-77.698,9.521
-0.451,-1.708,0.776,50.293,-82.764,43.823
-0.480,-1.498,0.940,71.350,-85.266,86.670
-0.396,-1.231,1.085,99.121,-87.830,132.812
-0.278,-0.939,1.238,130.981,-91.675,175.293
-0.122,-0.645,1.407,161.682,-96.130,212.830
0.032,-0.337,1.543,188.904,-99.487,242.798
0.175,-0.098,1.648,218.079,-96.924,267.151
0.344,0.104,1.707,244.690,-82.336,284.973
0.534,0.369,1.719,264.771,-57.739,290.833
0.736,0.601,1.660,280.151,-30.823,287.537
0.922,0.732,1.559,290.955,-7.935,275.146
1.046,0.841,1.386,291.443,8.240,251.038
1.060,0.971,1.216,279.846,20.020,223.083
1.140,1.056,1.065,260.010,33.081,198.486
1.069,1.124,0.747,235.596,45.410,172.974
1.098,1.187,0.698,211.670,48.706,148.071
1.104,1.234,0.776,190.918,60.120,130.249
1.047,1.388,0.716,169.495,71.289,115.784
1.067,1.492,0.680,159.302,69.763,111.877
0.991,1.682,0.579,164.001,65.002,114.929
0.900,1.917,0.305,187.744,69.946,121.460
0.917,2.191,-0.095,229.797,93.323,126.587
1.166,2.256,-0.416,268.860,125.671,125.610
1.484,1.922,-0.727,273.865,140.625,118.042
1.616,1.516,-0.963,230.286,119.934,98.267
1.566,1.218,-1.056,156.006,75.928,75.195
1.434,1.063,-0.926,74.219,39.429,55.786
1.305,0.923,-0.712,6.348,31.006,39.490
1.261,0.758,-0.519,-37.842,46.387,25.757
1.249,0.589,-0.340,-59.448,62.195,11.047
1.236,0.443,-0.232,-58.899,62.134,-3.784
1.205,0.319,-0.123,-42.542,45.227,-16.174
1.118,0.233,-0.090,-16.846,18.738,-26.611
1.021,0.184,-0.086,10.254,-7.141,-35.339
0.925,0.142,-0.111,31.250,-24.963,-38.940
0.847,0.109,-0.151,40.710,-28.503,-36.804
0.824,0.095,-0.185,38.940,-21.118,-30.945
0.843,0.099,-0.199,28.931,-10.620,-23.010
0.891,0.102,-0.189,15.259,-2.075,-14.709
0.937,0.101,-0.154,1.770,3.357,-9.766
0.966,0.080,-0.105,-8.667,3.906,-8.667
0.969,0.047,-0.029,-16.418,-0.671,-11.047
0.932,-0.001,0.039,-20.142,-8.118,-15.198
0.898,-0.035,0.113,-20.203,-16.174,-17.944
0.895,-0.066,0.179,-16.479,-22.278,-17.212
0.900,-0.074,0.227,-10.193,-26.489,-14.709
0.912,-0.073,0.247,-0.732,-29.724,-11.108
0.927,-0.065,0.239,8.850,-31.250,-6.714
0.940,-0.046,0.215,16.724,-30.090,-1.526
0.962,-0.024,0.193,20.447,-24.597,5.127
1.000,0.001,0.165,20.874,-16.663,11.475
1.047,0.026,0.114,18.494,-8.057,15.625
1.104,0.062,0.068,14.526,-1.038,16.724
1.133,0.108,0.035,8.301,3.540,13.367
1.127,0.144,0.017,2.930,4.089,7.812
1.100,0.174,0.015,0.244,1.526,2.930
1.071,0.176,0.015,0.183,-2.136,0.000
1.037,0.155,0.013,0.916,-5.371,-2.075
1.003,0.124,0.007,2.319,-8.057,-3.357
0.980,0.095,0.010,2.502,-9.888,-4.272
0.949,0.066,0.022,1.282,-10.437,-4.028
0.926,0.046,0.045,-0.488,-8.667,-2.747
0.925,0.036,0.068,-2.686,-3.662,0.122
0.937,0.036,0.084,-5.310,2.380,3.906
0.961,0.047,0.098,-7.080,7.385,7.935
0.987,0.068,0.106,-7.446,10.132,10.559
1.008,0.096,0.112,-5.920,10.498,12.085
1.035,0.120,0.109,-2.625,8.179,12.573
1.056,0.132,0.095,1.221,4.333,11.719
1.059,0.139,0.078,4.272,0.549,9.094
1.055,0.140,0.069,6.165,-2.014,6.470
1.047,0.136,0.062,5.920,-3.174,4.150
1.034,0.128,0.058,4.578,-3.967,2.075
1.019,0.117,0.063,2.625,-4.150,0.427
1.003,0.101,0.072,0.610,-4.150,-0.977
0.991,0.083,0.081,-1.587,-3.784,-1.831
0.980,0.064,0.098,-3.235,-3.052,-1.404
0.975,0.053,0.120,-5.310,-1.160,-0.732
0.980,0.049,0.146,-6.897,1.770,0.793
0.991,0.054,0.157,-6.775,5.005,2.808
1.002,0.072,0.159,-4.822,7.568,4.517
1.014,0.094,0.148,-1.770,9.216,5.371
1.029,0.114,0.129,2.747,9.216,6.592
1.046,0.124,0.107,7.507,7.263,6.409
1.058,0.127,0.079,11.719,4.517,4.883
1.055,0.120,0.050,13.977,2.075,2.136
1.041,0.114,0.033,13.794,0.305,-0.854
1.022,0.108,0.021,11.292,-0.610,-2.747
1.005,0.104,0.016,8.423,-0.549,-3.052
1.000,0.097,0.013,4.578,0.305,-2.747
0.996,0.092,0.016,0.549,1.709,-2.014
0.992,0.090,0.028,-2.625,3.235,-1.526
0.990,0.101,0.044,-5.188,4.456,-0.793
0.990,0.112,0.055,-6.470,4.700,0.122
0.997,0.116,0.064,-6.287,4.700,1.770
1.000,0.121,0.070,-6.104,4.639,2.686
1.001,0.128,0.075,-5.615,4.272,2.563
1.003,0.131,0.078,-4.395,3.601,1.892
1.001,0.130,0.075,-1.953,1.770,0.366
0.989,0.130,0.063,1.099,-0.854,-1.099
0.976,0.116,0.049,4.578,-3.418,-1.160
0.973,0.105,0.040,6.287,-4.272,-0.793
0.970,0.094,0.036,5.920,-3.662,-0.183
0.979,0.083,0.039,4.150,-2.625,0.305
0.985,0.078,0.057,1.465,-1.282,0.549
0.997,0.083,0.077,-1.282,0.610,0.854
1.018,0.085,0.097,-2.686,1.526,1.282
1.026,0.088,0.114,-3.052,1.038,0.122
1.020,0.090,0.124,-2.258,0.122,-1.709
1.010,0.093,0.130,-0.793,-1.404,-2.930
1.007,0.089,0.125,1.587,-2.563,-3.052
1.008,0.082,0.110,4.333,-3.601,-2.808
1.004,0.080,0.098,6.470,-4.150,-2.136
1.001,0.077,0.083,6.775,-3.479,-1.587
1.001,0.078,0.072,6.165,-2.563,-0.977
1.001,0.074,0.067,4.639,-1.892,-0.488
1.002,0.068,0.064,3.174,-1.648,-0.549
1.001,0.068,0.065,1.648,-1.404,-0.732
0.167,-1.684,0.711,107.056,-65.063,-42.053
-0.036,-1.865,0.795,125.427,-78.308,-35.095
-0.211,-1.981,0.856,144.470,-85.144,-21.423
